,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X601881.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.239056644274072,0,0,0,0,0,-0.206476766859796,0,0,0,0,0,0,0,0,0,0,0,0.459742572387917,0.455524505009614,0,0,0.11130498618899,0,0,0,0,0,-0.0830384690622588,0,-0.180456442163783,0,0,0,-0.617186068291384,0,0,-0.0895745780619135,0,0.0320218115873958,0,0,0.0317427880788327,0,0,0,0.00784728865971899,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.386367778532967,0.0722441559653987,0,0,0,0,0,0,0,0,0,0,0,0,0.164384812070415,0.0490155759514522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154385537457668,0,0,0,0,0,0,0,0.0532641689805236,0,0,0,0
X601939.CH.EQUITY,0.0145121493602061,0,0,0.281747329876148,0,2.77555756156289e-17,0,4.33680868994202e-19,0,0,0,0.208396510844647,0.197024035951651,0,0,0,0,0,0,0,0,0,0,0.035368055986901,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119939297585525,0,0,0,0,0,0,0,0,0,0,0.27939738822974,0,0,0,0.0178627446958235,-0.108435876202167
X601288.CH.EQUITY,0,0,0.219328879857316,0,0.401019327100329,0,0,0.0619913963272461,0,0,0.0169838162820196,0,0.140331873626447,0,0.0540079561097305,-0.0150777018577288,0,0,0.0593035826377453,0,0,0.0183380767164566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735584168567005,0,0,0,0,0,0.0263696166540372
X601988.CH.EQUITY,0,0,0.33985036282618,0.148234310254662,0,0,0,0,0,0.0468442775164057,0,0.0243172376006492,0,0,0,0,0.106717176548774,0,0.0760380001518307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.42121947347124,0,0,0.116656417467325,0,0,0,0,0,0,0,0,0.192997668123765,0
X600036.CH.EQUITY,0,0.00730280041017598,0.0911299431248613,0,0,0,0.0312563600632112,0.0622907158095305,0,0,0,0.105254712149067,0,0,0,0,0,0,0,0.127926480023864,0,0,0,0,0.00975011705844278,0,0,0,0,0,0,0,0,0.390318472031401,0,0,0,0,0,0,0,0,0,0,0,0.0782635737806287,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.419357489118574,0,0,0,0,-0.129422904012767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571343247482086,0.252303709484919,0,0.129224211602498,0,0.000557167219256575,0,-0.0508060657545444,0,0.099509760190031,0,0,0.050978054800954,0,0,0.0148212730303267,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.128936067101553,0,0.0560155342267353,-0.0394440820441864,0.0618323053690723,0,0,0,0,0,0.232492573221734,0,0,0,0,0,0.18684485112672,0.100674293724603,0,-0.0368657886744914,0,0,0,0,0,0.3216229329678,0.00394301958798295,0,0,0,0.241454555329332,0.133824741289655,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405314758553098,0,0,0,0,-0.452890387177436,0.65231315461609,0,0,0.121505372875056,0.614410657920656,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497981152101434,0,0,0,0,0,0.181872677182295,0,0,0
X601658.CH.Equity,0,0,0,0.0168256878776312,0.0445527549235588,0,0,0,0,0,0,0,0,0,0,0,0,0.221112437230459,0.150953490394868,0,-0.129465351603526,0,-0.00637928031820697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264025481042936,0,0.290865793956536,0,0,0,-0.0258738920339204,0,0,0,0,0,0,0
