,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X002142.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.154067685452191,0,0,0,0,0,0,-0.0283366820958461,0,0,0,0,0,0,0,0,0,0,0,0,0.034242993839328,0.297968633841581,0.360450984299349,0.218138024347188,-0.192155181319547,0,0,-0.0442457936057535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.243924417818702,0,0,0,-0.0712303413776172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131528858548344,0.188361033614055,0.0252248834723048,0,0,0,0.198649809371384,0,0.116050776022954,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377373632020502,0
X601939.CH.EQUITY,0,0,0,0.799791751363525,0,0,0,0,0,0,0.000999096301119384,0,-0.0394117245147694,0,0,0,0.0419130812206903,0.121119674812862,0.0503397385543435,0,0,0,0,0,0,0,0,0,0.0361484811258998,0,0,0,0,0,0,0,0,0.0453869987555911,0,0,0,0,0,0,0,0,0.00491805445180042,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.901001687549168,0,-0.0834239443593339,0,0,0,0,0,0,0,0,0,0.0120858625190236,0.0305178157198099,0,0,0.149561268096823,0,0,0,0,0,0,0,0,0,0.0232961858286572,0,0,0,0,0,0,0,0,0,-0.0497987241750698,0.0125647984982857,0,0,-0.11215177335832,0,0,0.0285803654561458,0,0,0,0,-0.0361764085812541,0,0
X601628.CH.EQUITY,0.0106005160859226,0,0,0,0,0,0,0,0,0.310807896543387,0,0.215320371672688,0,0,0,0,0,0,0,0.0860925391558067,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.465622069961903,0,0,0,0,0,0,0,0,0.184855025827555,0,0,0,0,0.123897934159513,0
X600036.CH.EQUITY,0,0,0.241583414855087,0.144748564419108,0,0,0,0,0.0966765941182738,-0.0201393149572131,0,0,0,0,0,0,0.121713582068542,0.0746236854477118,0,0,0,0,0,0,0,0.0949153947113989,0,0,0,0,0.107154970877655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122715996299455,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.00600284455568585,-0.144520816673948,0.0768020672375949,0,0.0651033824139185,0,0,0,-0.00844582990275768,0,0,0,-0.00423925620773292,0,0,0,0,-0.0506029530022095,0,-0.0185494513543067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107210708544394,0,0,0,0,0,0,1.05493457400917,0.0101253948849672,0,0
X1299.HK.EQUITY,0,0,0,0,0.0545517397721828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352484632413506,0,0,0,0,0,0,0,0,0.250644868328096,0,0.0981485838692078,0,0,0,0,0,0,0,0.0511861027167752,0,0,0,0,0.0928410562855243,0,0,0,0,0.068419370605834,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687469941467737,0,0,0,0,0,0,0,-0.0774309498568428,0.468108929046069,0.219236230032582,0,0,0,0,0,0,0,0,-0.11583328936011,0,0.0804449824361539,0,0,0,0.0466156314082019,0.0574486192632298,0,-0.143198369819172,0,0.0260263963479756,0,0.148316636873827,0,0.0109038395283579
X388.HK.EQUITY,0,0,-0.166997174380098,0,0.157013028505705,0,0,0.127590802207688,0,0,0,0,0,0,0,0.0242512993672828,0,0,0,0,0,0,0.429416327219838,0,0,0,0.208412995054664,-0.0184791839157494,0,0,0,0.045796453491491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205420143234177,0,0,0.252101839487526,0
