,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X600837.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0358421976805758,0,0.0946442801221222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0953680599173923,0.453012772129826,0,0.684580924007636,-0.0684381959785245,0,0.151997440154754,0,0,0,0,0,0,0.017349312181082,-0.25084548345545,0,0,0,0,0,0,0,0,0,0,-0.28292086563158,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.140484765535333,0,0.0064175814851301,0,0,0.0352633547777091,0,0,0,0,0,0,0,0,0,0.444754093261772,0,0,0,0,0,0,0,0,0.145961952771498,0.00515844073390677,0,0,0,0,0,0,0,0,0,0.143696887951994,0,0,0,0,0,0,0,0,0,0,0,0.139731571786907,0
X601939.CH.EQUITY,0,0,0,0.840228325465082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00638418489174505,0.0623642789878303,0,0,0,0,0.0902182327062701,0,0,0,0,0,0,0,0,0.0534724878738363,0,0.0293647813918759,0,0,0,-0.0592573514631547,0,0,0,0,0,0,0.00328309735809277,0,-0.0681983402860017
X601288.CH.EQUITY,0,0,0.881523296861198,0,-0.0746260140310732,0,0,0,0,0,0,0,0,0,0.0206141341807654,0,0.0636636203060716,0.118244382145419,0,0,0,0,0,0,0,0,-0.0312752502494028,0.0527167137292185,0,0,0,0,0,-0.0176031022169216,0,0,0,0,0,0,-0.109328717098251,0,0,0,0,0,0,0,0,0,-0.0356491511941174,0,0
X601628.CH.EQUITY,0,0.0492032776640025,0.0222268549977881,0,0,0,0.294432403818903,0,0,-0.0471104049116852,0,0,0,0,0,0,0,0,0,0,0,0,0.0440908740572023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126932525799499,0,0.133964211542966,0,0,0,-0.0285432962248088,0,0.0579902485338434,0,0.0911706281575959,0,0.105483101675354,0.0872798227089282,0.0584510116153821,0
X601988.CH.EQUITY,0.0809561810442763,0,0,0,-0.284624316734894,0,0,0,0,0,0,0,0,1.10200386382807,0,0,0,0,0,-0.108432405906292,-0.00176622701136706,0,0,0,0,0,0,0,0,-0.00709979185463249,0,0,0,-0.190075511245513,0,0,-0.072586218650142,0,0,0,0,0,0,0,0,0,0,0,0,0.172174181270654,0,0.23940640814239,0
X600036.CH.EQUITY,0,0,0,0.391014743671847,0,0,0,0.0641585310035116,0.0336894591857435,-0.0147779005801211,0,0,0,0,0,0.0730837984113736,0,0,0,0.0237029860852574,0,0,0,0,0,0,0,0.134098948129316,0,0,0,0,0,0.249691214599485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481453472103308,0,0,0.0533759004799091,0,0.0503028475648285
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0968233034320502,0,0,0,0,0,0,0,0,0.20068563191942,0.0405400804773968,0,-0.0525070402696801,0,0,0,0,0,0,0.207366522369087,0,0,0,0,0,0.153354662444011,0,0.0382357683226082,0,0,0,0,0,0,0,0,0.344415788305173,0,0,0.179826531929143,0.101147929674666,0
X5.HK.EQUITY,0,0,0,0,-0.0711146805954809,0,0,0,0,0.0361731563943655,0,0,0,0,0,0,0.198202246035886,0,0,0,0,0.266931369955775,0,0,0,0.212139792619165,0,0.131384934866397,0,0,0,0,0,0,0,0,0,-0.0218949097838673,0,0,0,0,0,0.182554689698933,0.0351766875496003,0,0,0,0,0,0.196267013804236,0,0.187753218058785
X388.HK.EQUITY,0,0.245076688453877,0,0,0,0,0,0,0,0,-0.0132542108370819,0,0,0,0.0370327214683724,3.46944695195361e-18,0,0,0,0,0.49058565897569,0.253391396689708,0,0,0,0,0,0.14115990930956,0,-0.217400871300426,0,0,0,0.0625697242156305,0,0,0.188119611630506,0,0,0,0.0078435514613746,0,-0.517237515115901,0,-0.133337425082808,0,0,0,0,0,0,0.0498280445570565,0
X601658.CH.Equity,0,0,0,0.232976157198955,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224877946310374,0.0490327789805363,0,-0.11039383180216,0,0,0,0,0,-0.131662498400701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387440718901197,0,0,0.0634938685291335,0,0,0,0.00233472857058338,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0.00514069004488155,0,0,0,0,0.236401543668395,0,0.065565079806946,0,0,0,0,0,0,0,0,0,0.0494096178074019,-0.00395684625929772,0,0,0,0,0,0,0.340925519400178,0,0,0.0604671519205347,0,0,0,0.0658408677908347,0,0,0,0,0,0.0036947340820547,0.0929828726412309,0,1.38777878078145e-17,0,0.0150472396114585,0,0
