,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN2YR,CN210SLOPE
X601398.CH.EQUITY,0,0.00242785594099713,0,0.223288385447249,0,0,0.110582573663954,0,0.243621354025278,0,0,0,0,0,0.127862219102461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103899158565085,0,0,0,0,0,0,0,0,0,0,0,0,0.0479466299083335,0,0,0.0771542541790425,0,0,0
X601318.CH.EQUITY,0.136049926404739,0,0,0,0,0,0,0,0.32805039167822,0,0,0,0,0,0.00443429073858951,0,0.334284987419852,0,0,0,0,0.0205245976020023,0,0,0,0.119164569353253,0,0.0216985377393773,0,0,-0.132550908732427,0,0,0.127580339432472,0.0766895345163021,0,0,0,0,-0.0387460916562326,0.0396948276138006,0,0,-0.00713993780158895,0,0,0,0,0,0,0,-0.00557665837739292,0
X601939.CH.EQUITY,0,0,0,0.285145966468129,0,0.075464730368056,0,0,0,0,0,0,0,0.423871387739237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562243348621148,0,0,0,0.0735045003461441,0,0,0.00953178996633396,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.333431123397322,0,0.0166323143559846,0,0,0.502906123543596,0,0,0,0,0.013843787515274,0,0,0,0.043431297569523,0,0,0,0,0,0,-0.0200780822374109,0,0,0,0,0,-0.0139702274296292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104131710554012,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0166862664654155,0,0,0,0,0,0.0704844470190176,0,0,0,0.0681240750067691,0,0,0,0,0.0913416746160622,0.050691079170929,0,0,0.577858716717015,0,0,-0.0676755192396425,0,0,0,0,0.0483684773434348,0,0,0,0,0,0,0,0,0,0,0,-0.0421218671110384,0
X601988.CH.EQUITY,0.398492080244634,0,0.00837909075594988,0,0,0,0,0,0,0,0.0633044456653518,0,0,0,0,0,0,0,0.0391196070314096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152103083019328,0.010279790081985,0,0,0,0,0,0,0,0,0,0,0.291897807730854,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.220907305310493,0,0,0.264248185852137,-1.38777878078145e-17,0.0676689857404952,0,0,0,0.175109739047409,0,0,0,0,0,0,0,0,0,0,0.00919026287262121,0,0.114961088532274,0,0.0745135257381586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0601917721542493,0,0,0,0.470731600806406,0,0,0,0.124969405626009,0.106208889305236,0,0,0,0,0,0,0,0,0.268545466252001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.265984877246979,0.0413144925196225,0,0,0,0,0,0,0,0,0,0,0,0.0498986056935187,0,0,0,0,0,0.0927136489050136,0,0,0,0,0,0,0,0,0.0802817383544837,0.272937929842222,0,0,0,0,0.0554059124387297,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.310753445268307,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,-0.0285401230941785,0,0,0,0,0,0,0,0.31287403287933,6.93889390390723e-18,0,0,-1.38777878078145e-17,-0.813480352988571,0.506235365262385,0,0.366390938658741,0,0,0.391987123660044,-0.599466833391619,0,0,0,0,-0.445467071415895
