,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.602926492307158,0,0.0203074896826662,0,0,0,0,0,0,0.0991757360441861,0,0,0,0,0,0,0.121006594797132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196831100792451,0,0,0,0.0778585393417953,0,0.0461853097080202,-0.00130755486447417,0,0,-0.0116845871448629,0,0.0412593484779215,-0.0407326938976849,-0.011804945367759,0
X601318.CH.EQUITY,0,0,0,0.118779230631565,0,0,0,0,0.0589417516306569,0,0,0,0,0,0,0,0,0,0.231198674186568,0,0,0,0,0,0,0.0383219200029773,0,0,0.0410755488968616,0,0,0,0.114086045599073,0,0,0,0,0,0,0.194654411885665,0.0755979968753783,0,0,0,0,0,0.0784581305715875,0,0,0,0
X601939.CH.EQUITY,0.1546881587468,0,0,0.303941640073645,0,0.254534546742104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995182450605216,0,0,0,0.0805420793977007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502928073410688,0,0,0,0
X601288.CH.EQUITY,0.191992755700767,0,0.222449100874705,0,0,0.0393812906962263,0,0,0,0,0,0,0,0,0,0,0,0,0.108703941266413,0,0,0,0,0,0,0.114817563158039,0,0.0928521328140754,0,0,0,0,0,0,0,0,0,0,0,0.118389756159135,0,0,0.0466184414856127,0,0,0,0,0,0,0,-0.0901217855958314
X5.HK.EQUITY,0,0.0276269912553352,0,0,0,0,0,0.442183908819125,0,0,0,0,0,0.0320473967817378,0.111089018078916,0,0.160952882705539,0.0918664503571667,0,0,0,0,0,0,0.159635283797895,0,0,0,0,0.120048747500712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.675350114094851,0,0,-0.135645747218584,-0.174129536495927,0
X601988.CH.EQUITY,0.0735261998293501,0,0.0793459423265506,0,0.01156653673272,0,0,0,0,0,0,0.0533575830100896,0,0,0,0,0,0,0,0,0,0,0.600521991874694,0.0122935366519008,0,0,0,0,0,0.114298234876545,0,0,0,0,0,0,0,0,0,0.0911949069004968,0,0,0,0,0,0,0,0,0,-0.0972558393213005,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0294888573709801,0,0,0,-0.0212593610489372,0,0,0,0,0,0.0749157981202318,0,0,0,0,0,0,0.686669676756215,0,0,0.0273162672142377,0.0977364091471292,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0714865836839589,0,0,0.0493995291747974,0,0,0,0,0,-0.00672313367429342
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0431155326414886,0,0,0,0,0.261312942107701,0,0,0.170850794354883,0,0,0,0,0.0715633334339676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.215910699554058,0,0,0,0,0.030677133519426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492914679613089,0,0,0,0,0,0,0,0,0,0,0.399722872374537,0,0,0,0.233254419815465,0.0293862181023692,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676017159514272,0,0,0,0.140844750674531,0,0,0,0,0,0,0.206906626522627,0,0,0,0,0,0,0,0.240690921690953,0,0,0,0,0,0,0.0772771144520315,0,0,0.00353369542198983,0.0355567083731247,-0.00736822063311653,0,0,0.0116179825059324,0,0,0.237371933918394,0,0,0,0,0.0335511132070241,0,0,0.0140374018633672,0,0,0
X601166.CH.EQUITY,0.0289797765578991,0,0.218335549056763,0,0,0,0.164636436545192,0,0,0.0814983902395576,0,0.0045865448187738,0,0.186983372186068,0,0,0,0,0,0,0,0,0,0,0,0.0889088433935684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969309931146324,0,0,0,0,0,0,-0.0468026301469718,0
X11.HK.EQUITY,0,0,0,0,0,0,0,0.251435474939519,0,0,0,0,0,0,0,0,0.185184719004492,0.206119462116782,0.150824317081574,0,0.0754434586711155,0,0,0,0,0,0.147949701716204,0,-0.166749170712152,0,0.00815233617786713,0,0,0.211323897630874,0,0,0,0,0,0,0,0,-0.038315724285195,0,0.0604389182736275,0,0,0.0420252861280545,0,0,0.0142900845613677
X16.HK.EQUITY,0,0,0,0,0,0,0,0,-0.203726193080782,0,0,-0.0859015631297147,0,0,0,0,0,0,0,0,0,-0.112027086169749,0,0,0,0,0.170417282572876,0,0,0.100275952306152,0.119237854302226,0.315619801032827,0,0.316001623451345,0,-0.0459485909560426,0,0,0.0785712856247,0,0,0,0,0,0,0.153205084050193,0,0,0,0,0
