,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.532762459423109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213525630058966,0,0,0,0,0,0,0,0,0,0.401249875023843,0,0,0.120924844535881,0,0,0,0,0,-0.148135792587081,0,0,0,0,0,0,0,0,0,0,0,0.0668125824084233,-0.102883021125474,0,-0.0242250864981475,0
X601939.CH.EQUITY,0.125231937335045,0,0,0.40241111359741,0,0,0,0,0,0,0,0,0,0.132890206539255,-0.133716978961481,0,0,0,0,0,0,0,0,0,-0.0917063238352919,0.269716019488082,0,0,0,0,-0.0175569848201764,0,0,0,0,0,0,0,-0.00910508654718924,0,0,-0.0290311493601426,0,0,0,0,0,0.0631930595951463,0,0.119343906867226,0,0
X601318.CH.EQUITY,0,0,0,0,0.25914689148239,0.0950051527015485,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445421035505819,0,0,0,0.13569267706499,0,0,0,0,0,0,0,0,0,0,0.171536226734397,0,0,0,0,0.0844966369144713,0,0.019542846659673,0,0,0,0,0,0,0,0.021092741103086,-0.0263669637838997,0
X601288.CH.EQUITY,0,0.654540366370548,0,0,0,0,0,0,0,0,0,0,0.102140682925211,0,0,0,0,0,0,0,0.148548635985579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238540413909627,0,0,0.0268489482445929,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0363750009300035,0,0.37601240513187,0,0,0,0,0,0.312260405947153,0,0,0,0,0,0.108355182647357,0,0,0.112757083022854,0,0.0516693559084662,0,0,0,0.173870582067605,0,0,0.044324958199507,0,0,0,0,0,0,0,0,0,0,-0.546759430302362,0,0,0,0,0,0,0,0,0,0,0,0,-0.265965206406229
X600036.CH.EQUITY,0,0.176846039362572,0,0,0,0,0,0,0.0325585072188806,0,0,0,0.0413888646209826,0,0,0,0,0,0.110970370040173,0,0,0,0,0.242917068219216,0,0,0,0,0,0,0,0,0,0.362931095362126,0,0,0,0,0,0,0.0763639028042404,0,0,0,0,0,0.092807620438578,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.166190658975278,0,0,0,0,0,-0.145430169220799,0,0,0,0,0.200991515300362,0,0,0,0,0.19148575102981,0,0,0,0,0,0,0.0278898539965589,0,0.0365034496773094,0,-0.104944697998882,0.017446657811972,0.0611144618024241,0,0,0,0,0,0.157016116784159,0,0,-0.166440362085289,0,-0.10179904420346,0,0.225636963140642,0,0,-0.138494393503826,-0.0407779897749763
X601658.CH.Equity,0,0.148324468671638,0,0,0.00986400018908268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388294628493087,0,0,0,0,0.0131925923751977,0,0,0,0,0,0,0,0,0,0,0,0.188607795044199,0,0.113025153239441,0,0,0,0,0,0,0,0,0,0,0,0,0
