,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X601155.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.258839898031731,0,0,0,0.262703997483281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170053438715918,0,0,0,0.091600298279105,0.0353391715127427,0,0.00978781662107489,0.0601934571137972,0,0.0800795668746859,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325287601553385,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.157734386447097,0,0,0,0,0.0854886532489698,0,0,0,0.206972847286861,0,0,0,0,0,0,0.23370904196489,0,0.045503577107106,0,0,0,0,0,0,0.172982446447046,0,0,0.0155177147128619,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0824365784329407,0,0,0.0458344093462715,0,0,0.141755641216363,-0.00233612183246067,-0.0563312678340432
X600036.CH.EQUITY,0,0,0,0,0,0.163391369518213,0,0,0,0,0,0,0.159816795237178,0,0.0678429526753461,0,0,0,0,0,0,0,0,0,0.103866938908588,0,0,0.0447413449953813,0.0371800763718969,0,0,0,0.0744213935891015,0,0,0,0,0,-0.107591687677814,0,0.0257528571160652,0,-0.073354846351365,0,0,0,0,0,-0.0452455451012868,0.397636104708226,-0.0444854411971126,0
X601939.CH.EQUITY,0.615297279367289,0.148219951356306,0,0,0,0,0,0,0,0,0.135696056370015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746966611518671,0,0.0764873296136856,0,0,0,0,0.0243903535060655,0,0,0,0,0,0.19177301206446,0,0,0,0,0,0,0,0,0,0,0.093874109409804,0,0
X601288.CH.EQUITY,0,0.0370004131952476,0,0.12490008267753,0,0,0,0.527643139872526,0,0,0,0,0,0,0,0,0,0,0.0456245219885701,0,0,0,0.0400305512437969,0,0.117848443413676,0,0,0.056590023150728,0,0,0,0,0,0,0,-0.0320203194820486,0,0,0,0,0,0,0,0,0,0,0,0.042756167741405,0,0,-0.018142886196847,0.0698875420205607
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0748714138350499,0,0,-0.0787058314317344,0,0,0,0,0,0,0,0,0,0.0750476996989913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105535652612691,0.10201964729357,0.152049490388986,0,0.184161065091292,0,0,0.0422477429040178,0,0.196366016659342,0,0,0,0
X601628.CH.EQUITY,0,0,-0.0549872587312437,0,0,0,0,0,0,0.161289937777199,0,0,0,0,-0.0679494032628362,0.13511505082063,0,0,0,0,-0.0325318378762132,0,0.133876706234568,-0.0667640340170925,0,0,0,0,0,-0.0258309577944774,0,0,0,0,0,3.46944695195361e-18,0,0.399279688970136,0,0,0,0,0,0.0101803666161633,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.246708460228331,0,0,0,0.346253041724309,0,0,0,-0.00581340986968617,0,0,0.0835176588527069,-0.0262572614491979,0,0,0,0,0.0914475029221135,0,0,0,0,0,0,0.0636865220384206,0,0,0,0,0,0,0,-0.199159481232093,0,0,0,0,0,0,0,0.090251880210952,0,0,0,0,0.123286544767897,0,0,0,0,0,0.0141020997555913
X5.HK.EQUITY,0,0.201266396856365,0,0.0199484856511182,0,0,0,0,0,-0.124798525437184,0.0535163228885412,0.0960678476861198,0,0,0,0,0,0,0,0,0,0,0.289275366441773,0,0,0,0.136909012972949,0,0,0,0,0,0.0833968715857488,0,0.0370655527992012,0,0,0,0.227627539675972,0,0,0,0.0894805249719918,0,0,0,0.0842892603011719,0,0,0,-0.0347969041806595,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,-0.0604221593458996,0,0,0,0,0,-0.149556788544837,-0.05083408412479,0.314779785241602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.273603478289075,0,-3.46944695195361e-18,0,-0.133949445986892,0.321862689793437,0,0,0.161513659209054,0,0.0575117246523945,0,0.080352398513935,0,0,0,0,0,-0.413312455672436,0
