,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,8.67361737988404e-19,0.0903554786151291,0,0,0,0,0,-0.053149054948639,0,0,0,0,0,0,0,0,0,0,-0.0800999130105328,0,0.482904283201523,0.474726629664324,0.0601401230548753,0,0.179755117738748,0,-0.202067804472428,0,-0.0774660183659061,0,0,-0.105739073134202,0,0,0,0,0,0,0,0,0,0.0470714690920783,0,0,0,0,0,0,0,-0.039710480909682
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X601939.CH.EQUITY,0,0.0642900621339244,0,0.814591661569486,0,0,0,0,0,0,0,0,-0.0308730652561491,0.0140209057503438,0,0,0.0778865523409981,0.0430664602707542,0.0213879543748923,0,0,-4.33680868994202e-19,0,0,0,0.0177637110569665,0.0271211972648095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240608046407847,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.856212594610439,0,-0.0740265480598006,0,0,0,0,0,0,0,0,0,0.00579755409595998,0.0299939670635034,0.057918927120673,0,0.163426155043617,0,0.0322387859270136,0,0,0,-0.055728742646461,0.0104907948611003,0,0,0,0,0,0,0.0247724542607175,0,0,0,0,0,-0.0484038760595446,0,0,-0.136919993092253,0,0,0,0,0,0,0,0,0,-0.00655729886195621
X601628.CH.EQUITY,0,0,0,-0.029545701710658,0,0,0,0,0,0.122091366127537,-0.100124027587494,0.409188874257492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0476538286560038,0,0,0.628901677576762,0,0,0,0,0,0,0,0,0.256820227819825,0.0822778570394165,0,0,-0.0515283676643821,0,-0.0312719997657704
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.159610602481453,0.0816833013283796,0,0.0269916747779857,0,0,0,-0.000840503952694919,0,0.0384963705028339,0,0,0,0,0,0,-0.0725915235714747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105749602026675,0,0.0108081623839636,0,0,0,0,1.01772599524424,0,0.0348207971716935,0
X1299.HK.EQUITY,0,0,0,0,0.156516361711188,0,0,0,0,0.125869055849433,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199524835111478,0,0.390455205101945,0,0,0.0917336476278516,0.335815065114857,0.171246345792596,0.102471108377549,0,0,0,0,0,0,0,0,0,0,0,0,-0.152296197066249,0,0.06510096426274,0,0,0,-0.0403157427579327,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150511512996694,0,0,0,0,0,0,0.231088467249405,0,0.480497087034596,-0.129719596674041,0,0,0,0,0,0,-0.0313931811971946,0,0,0,0.00468303408788283,0,0,0,0.0108330459278718,0.0672229080163741,0,0,0,0,0.128951145422581,0,0
X388.HK.EQUITY,0,0,0,0,0.186581354574427,0,0,0,0.0623967626592508,0,0,0,0,0,0,0,0,-0.237887036380109,0,0,0,0,0,0,0.366483090643132,0,0,0,0.0887491197617893,0,0.0933566625398038,0.0458657061629266,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241246824087157,0.0488553440803206,0,0,-0.200692898053468,0,0
