,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.243669778498534,0,0.178342384480259,0,0,0,0,0,0,0.198889513948851,0,0,0,0,0,0,0,0,0,0,0,0.0492014260169434,0,0,0,0,0,0,0.129534971138676,0,0,0,0,0,0,0,0,0,0,-0.0640422235755649,0.0398875796843436,0,0,0,0,0,0,0.0232937814245881,-0.0109057565288997,-0.20968305508441,0
X601939.CH.EQUITY,0.440482700527603,0,0,0.287795584464732,0,0,0,0,0,0,0,0,0,0.0593379088635116,-0.185971886209077,0,0,0,0,0,0,0,0,0,-0.0198462005443095,0.189963058619672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629316979368189,0.0641633316591187,0,0.00522990816440831,0
X601318.CH.EQUITY,0,0,0,0,0.152115166501465,0.160675004362274,0,0,0,0,0,0,0.0309731349727221,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.136964652411634,0,0,0,0,0,0.0569381609425964,0,0.0308150399255032,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.296428912402867,0.0946477851197869,0,0,0.174320195507454,0,0,0,0,0,0,0,0,0.184999717089568,0,0,0,0,0.0447673242678351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119233131016666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.48327159349088,0,0,0,0,0,0.309363118634833,0,0,0,0,0,0.190040210164185,0,0.14258499306024,0,0,0.054089319487828,0,0,0,0.0378621063775632,0,0,0,0,0,0,0,0,0,0,0,0,-0.5283052868169,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.258421649073674
X600036.CH.EQUITY,0,0.04974875177656,0,0,0,0,0,0,0,0,0,0,0.169959673537142,0,0,0,0,0.0286360204494753,0,0,0,0,0.207895106195437,0.0132982178346542,0,0,0,0,0,0,0,0,0.357877170972548,0,0,0,0,0,0,0,0,0.112167098545676,0,0.142470397443558,0,0,0,0.00287711015141374,0,0,0,0
X1299.HK.EQUITY,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.212712225115564,0,0,0.434887920551538,6.93889390390723e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0708877243005617,0,0,0,0,0,0,0,0,0,0,0.0405805293098921,0,0.0777521349194106,2.16840434497101e-19,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.166164828075996,0,0,0,0,0.164918119143149,0,0,0,0.073390845031868,0,0.219283650731903,0.0668152302263719,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.215452714507341,0,0,0,0,0,0.183303080786451,0,0,-0.0746925370250192,-0.0181933193228369
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0363041620748175,0,0,-0.0781773693335529,0,0,0,-0.405456192643432,0,0.629779554417928,0,0.0661278580007786,0,0.695753463613482,0,0,0,0,0,0,0,0,0,0,0.0433631222816394,0,0,0,0,0,0,-0.135913218946036,0,0.257831407142272,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.0832434749681744,0,0,0,0,0,0,-0.0971874834820127,0,0.189830643616362,0,0,-0.209078928013079,0.125364804219052,0,0,0.230003742074009,0,0,0,0,0,0,0,0,0.106530294876383,0,0,0,0,0,0.477434065502958,0,0.163456347916545,0,-0.171494013354357,-0.145742764189716,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0
