,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0.00414376644895927,0,0.207208220497008,0,0,0,0.394594511661212,0,0,0,0.0437142592442085,0,0,0,0,0,0,0,0,0,0,0,0,0.228651661273284,0,0,0.00700324125733369,-1.38777878078145e-17,0,0,0,0.104952223590982,0,0.074666290351707,0,0,0,0,0,0,0,0.0530754478798244,0,0,0,0,0,-0.107059466140131,0,0,0
X601318.CH.EQUITY,0,0,0,0.143558312326954,0,0,0,0,0.150636324448133,0,0,0,0.195356475969876,0,0.0878200250222348,0.0310271051106101,0,0,0.0453408067600713,0.0148603459736385,0,0.0613528633317831,0,0,0,0,0,0.182388812697434,0,0,0,0.0518041315946292,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.154278138441232,0.144540461620676,0,0,0,0,-0.00568568331112938
X600036.CH.EQUITY,0,0,0,0,0,0.193404604398471,0,0,0,-0.0144627066365687,0,-0.00174745002603358,0.125031601920936,0,0,0,0.156243185151641,0,0,0,0,0,0,0.0116138970559935,0,0.444516071151528,0,0,0.0745636738804887,0,0,0,0,0,0,0,0,0,-0.139744589852983,0,0,0,0,-0.0135437841640612,0,0,0,0,0,0,0,-0.115179389158262
X601939.CH.EQUITY,0.516513205819185,0.100227653384655,0,0,0,0,0,0,0.135528194394646,0,0.170027923983654,0,0,0,0,0,0.0101404575640914,0.119834011901515,0.0608749542298283,0,0,0,0,0,0,0,0,0,0.188819031054825,0,0,0,0.0477535526630929,0,0,0,0,0,0.0650388311747903,0,0,-0.0925143941036975,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.0949974723800964,0,0,0,0.546174228422124,0,-0.0247588578846282,0,0,0,0,0,0,0,0,0.067494688567567,0,0,0,0.0704889477951421,0,0.0690880221878892,0,0,0,0.0576528036447452,0,0,0.0408535076732301,0,0,0,-0.0324510024181145,0,0,0,0,0,0,0,0,0,0,0,0.0167509522550535,0.043280440518377,0,0,0.0696331668598124
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0360412276027269,0,0.137944170437433,0,-0.0884939838248207,-0.129820920975024,0,0.0843162526789299,0,0,0,0,0,0,0,0.197076523088766,0,0,0,0,0,0,0,0,0,0.0489154971764538,0,0,0,0,0.024761536212209,0,0.040147126995151,0,0.191824742561041,0,0.153977288058941,0,0,0,0,0.193546994587037,0,0,0.0556918816991664
X601628.CH.EQUITY,0,0,-0.0528175433870279,0,0,0,0,0,0,0.149121647824116,0,0,0,0,0.116511940378675,0,0,0,0,0,-0.0547484082129895,0,0.151795260239974,-0.066490917578405,0,0,0,0,0,0,-0.0022553291822038,0,0,0,0,-1.38777878078145e-17,0,0.375062284484365,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.161660947772718,0,0,0,0.426344554161688,0,0,0,-0.0329173547989336,0,0,0.0829339184306777,-0.0721536348005756,0,-0.00823401382529178,0,0,0.0659893505121114,0,0,0,0,0,0,0.0188473459684049,0,0,0,0,0,0,0,-0.11603173223444,0,0,0,0,0,0,0,0,0.155537560862896,0,0,0.195817352473639,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.157175473979285,0,0,0,0,0,0,0,-0.1916888269356,0.0472398105820701,0.0970760956949177,0,0,0,0,0,0,0,0,0,0,0.241715837825484,0,0,0,0.144482978123065,0,0,0.0136725370120023,0,0,0.149611549491564,0,0,0,0,0,0.238865960119235,0.0273094511356407,0,0,0,0.214864269996715,0,0,0,0,0,0,-0.0138682126096064,0
X388.HK.EQUITY,0,0,-0.167773206910141,0,0.0644374658944014,0,-0.114289816963436,0,-0.13647251108626,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.0519268090900561,0,0,0,0,0,0,0,0,0,0,-0.249093125771644,0,0,0,0,0.214469272242229,0,0,0.196510632636764,0,0.276647652122285,0,0,0,0.0283817159095121,0,0.187235180297523,0,0,-0.0268812904703073
