,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X2007.HK.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.181171714698769,0.381455794578321,0,0.0233394319932488,0,0.133559503371754,0,0,0,0,0,0,0,0,0,0,0.313598683964715,0,0,0,-0.0846015816601792,0,0,0,0,0,0.03418325416435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462148830442525,0,0,0.0653919961030616,0.0337542546390668,0.000858057107491941,0.043781569497013,0,0.0223797217859255
X601318.CH.EQUITY,0,0,0,0,0.0819831530740641,0,0.0168473306061588,0,0.151430576208443,0,0.0824333580814702,0,0,0.0433592796909374,0,0,0,0,0.138966046842378,0,0.296801495175032,0,0,0,0,0,0,0.126313330113843,0,0,0,0,0,0,0.0651010613466486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0304023178863686,-0.142660476802295
X601939.CH.EQUITY,0,0,0,0.317919031075362,0,-4.33680868994202e-19,0.0309136609188757,0,0,-0.0344803693619761,0,0,0,0,0,0,0,0.103490473379531,0,0.034051727917433,0,0,0,-0.0412540400124298,0.550645741333263,0.132290262537819,-0.126738073575426,0.0381244591051956,0,0,0,0,0,0,0,-0.154064668171205,0,0,0,-0.050881957513097,0,-0.051233009313531,0,0,0,0,0,0,0,0,0,0.0319274468391294
X601288.CH.EQUITY,0.269601290428488,0,0.0622526568794447,0,0,0,0.195226427548066,-0.121909933731581,0.136655728199543,0,0,-0.0504260031616963,0,0,-0.0197691400271681,0.187049482190905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189624984706402,0,0,0,0,-0.115022036207442,0
X600036.CH.EQUITY,0,0.19495318281171,0,0,0,0.0455361293983198,0.0814762511318739,0.111518527494168,0,0,0,0,0,0.199569929900367,0.0529024502406166,0,0,0,0,0,0,0.0676673699137072,0,0,0,0,0,0,0.323604704240421,0,0.0634218449469594,0,0,0,1.73472347597681e-18,0,0,0,0.014525227729944,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0704325736591771,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.111012783621369,0,0,0,0,0,0,0.190563552905849,0,0,0,0,-0.0721929241517413,0,0,0,0.146426903463707,0,0,0,0.626343636243896,0,0,0,0,0.094775177645667,0,0,0,0,0,0,0,0,0,-0.0476622588639344
X601988.CH.EQUITY,0,0.0240555573828772,0.0493724855076256,0.187803935410808,0.358026601968387,0,0,0,0,0,0,0,0,0,0,0.201719194456068,0,0,6.93889390390723e-18,0,0,-0.0111792317466341,0,0,0,0,0,0.0759902825235262,0,0,0.0201991373568429,0,-0.115893076293488,0,0.285653937087032,0,0,0,-0.0665734044036309,0,0,0,0,0,0,0,0,0,0,0,0.0507733826804205,0.0107890385585755
X1299.HK.EQUITY,0,0,-0.186576874869777,0,0,0,0,0,0,0.149442136405826,0,0,0,0,0,0,0.00632851238555808,0,0,0,0,0,0,0,0,0,0.0560299179012242,0,0,0,0.0170138145880502,0,0,0,0,0,0,0,0,0,0.204426901141289,0.274932346771541,0.0662344219078146,0.208687836261564,0.107583608206316,0,0,0,0,0,0.0879459547779531,0
X5.HK.EQUITY,0,0,0,0.0189234410933711,0,0,0.0133840013528759,0,0,0.0311314245064782,0,0,0,0.0934817674657407,0.0537536586119583,0,0,0,0,0,0,0,0.089949562079666,0,0,0,0,-0.0569406021636991,0,0,0,0,0,0,0,0,0,0,0.535192338352018,-0.0114276936485054,0,0.213786777872809,0,0.159188848840663,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.207105744413391,0,0,0,0,0.187248395305568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39838713966008,0,0,0,0,0,0,0,0,0.0693877529841524,0,0,0,0,0,0,0.17201718322144,0,0.0776033770162535,0,0,0.131101107291714,0,0,0,0,0,-0.0552075939400514,0
