,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.231566928059836,0,0.0883161305003001,0,0,0,0.0674675838620828,0,0,0,0,0,0,0,0,0.116494014359816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661000977004688,0,0,0,0,0,0.00691209255918461,0.10911528789603,0,0.0300322474957181,0,0.148402197028912,0,0,0,0,0,0
X002142.CH.EQUITY,0.0104011345397392,0,0,0.0928243454782329,0,0,0,0.429234347302538,0,0,0,0,0,0,0,0.0711728178496986,0,0,0,0,0,0.00962383566290383,0,0,0,0,0,0,0,0,0,0,0.244254001214196,0,0,0,0,0,0,0.00337485948687795,0,0.1208638755962,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-6.93889390390723e-18,0.188580090150611,0,0,0.210420482896277,0,0.135981573317842,0,0,0,0,0,0,0,0,0.049632316938123,0.034607859820712,0,0,-1.73472347597681e-18,0.12256825174906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109720543994497,0,0,0,0,0,0.0559777455692423,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0.216286845158411,0,0,0,0,0,0,0,0,0.0211646033404102,0,0.0235237935827195,0.363983184435348,0,0,0,0,0,-0.0525270467976516,0,0.107392671727648,0,0,0,0,0,0,0,0.343121519112322,0.0194559597870673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119883073322405
X600016.CH.EQUITY,0.0560198463210856,0.00343288655963572,0.143270020442623,0.172661058585577,0,0,0,0,0.0537667577033221,0.0623019902197188,0.118131641936998,0.0829492689381326,0.178752065000577,0,0.0410378881305566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823220407408674,3.46944695195361e-18,0,0,0,0,0,0.0267384330094151
X600036.CH.EQUITY,0.566156930219122,0,0,0.188093186452969,0,0,0,0,0,0,0,0,0,0,0.138542896714117,0,0,0,-0.096564608962191,-0.0318794823670984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861061747908328,8.67361737988404e-19,0.0188336792470016,0,0,0.0763142105105407,0,-0.0889475252866598,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.393849076963763,0,0,0,0,0,0,0.117656069294415,0,0,0,-0.0273889242524824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127527467576618,0,0.341156573747271,0,0,0,0.0250639883712004,0,0,0,0,0,0,0,0,0,-0.0697131700783573,-0.0606658345215324
X601009.CH.EQUITY,0.154644158681787,0,0,0,0,0.0860587161978699,0.35509645806058,0,0.151238546266938,0,0,0,0,0.0735426473520021,0,0.0840971719910236,0,0,0,0.110349527823887,0,-0.0453701128336062,0,-0.116709124290869,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106042628347741,0.0228704288892221,0.181424594343582
X601166.CH.EQUITY,0,0,0.116471050889449,0,0,0.216373985318023,0,0.109782538817392,0,0,0,0.111469098564245,0,0,0,0.318625327614398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245318995296481,0
X601169.CH.EQUITY,0,0,0,0.158464984843857,0,0.0915856536796452,0,0,0,0,0.247010924051631,0.143175467131526,0.187836307725403,0,0,0,0,0,0,0,0,0,0.0133962478931165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959737127851547,0,0,0.00833541522174956,0,0.0329412069589097,0
