,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0.300643632155527,0.106592723805374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0499305156225742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332359058841365,0.0341094292087456,0,0.0358580377806576,0,0,-0.102133858727488
X002142.CH.EQUITY,0.0717598709102111,0,0,0,0,0,0,0.294130880070524,0,0,0,0.107713374886296,0,0,0,0,0,0.033484073191282,0,0.0718737427375878,0,0.017586857550588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0796579737056156,0,0,0,0.0206025547724938,0,0,0,0,0
X002958.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.291085094190808,0,0,0,0,0,0,0,0.211667856890535,0,0,0,0,0,0,0,0.193640357656087,0,0,0,-0.0195186426718327,0,0,0,0,0,0,0,0,0.0989033880790199,0,0,-0.00431085091322082,0,0,0,0,0.197581111391176,0,0,-0.111429400526127,0,0.00234971183487448
X600000.CH.EQUITY,0,0,0,0,0.1373989293942,0.0662245049987025,0.0307948267680921,0,0,0,8.67361737988404e-19,0,0,0.264023657673554,0.0394899299830552,0.031491655954762,0,0,0.182547251470373,0,0,0,0,0,0,0,0.040779018557722,0,0,0.0679615251844205,0,0,0,0,0.0950304040837594,0,0,0,0,0.0158384821443152,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.262626568554267,0,0.0464280455823161,0,0,0,0,0.000759010900913875,0,0.316392764321628,0,0,0,0,0,0,0,0.0652383896547389,0,0,0,0,-0.0397280441467134,0.349559323646679,0,0.0295946504872242,0,-0.0758584533680961,0,0,0,0,0,0,0,0,0,0,-0.109518463343132,-0.0723114152882318,0,0,0,0,0.0775488899824762,0,-0.0384175724841533,0,0
X600016.CH.EQUITY,0,0,0,0,0.232531081566755,0,0,0,0,0.0776956395922877,0,0,0,0,0,0,0.128544584778852,0.0484267419908821,0,0.298155471664847,0,0,0,0,0,0.1940740511228,0,0,0,0,0.0404507791413667,0,0,0,0,0,0,0,0,0,0.0668731322274473,0,0,0,0,0,0,0,-0.0149795366900099,0,0.0400287410118321,-0.00220363562878427
X600036.CH.EQUITY,0.409187682147771,0.0508500363567897,0,0,0,0,0,0,0,0,0,0.0115512694198629,0,0,0,0,0,0,0.100608759543613,0,0,0,0,0,0,0,0,0,0.221758961796801,-0.0479529065172514,0,0,0,0.0565466794644116,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0.0606381100202086,0
X600919.CH.EQUITY,0.078171514849642,0.183143365277955,0,0,0,0,0,0,0,0,0.196120076509488,0,0.160312145869521,0,0,0.169462932771826,0,0,0,0,0,0,0.0207405013678127,0.0381029604603463,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688034594137047,0,0,2.16840434497101e-19,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.337948662262872,0,0,0,0,0.290449683801418,0,-0.035908986906431,0,0.130795666927636,0,0,0,0,0,0,0,0.0325101048186353,-0.0242189084814747,0,0,0,0.039039076336802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471059140124685,0,0,0
X600928.CH.EQUITY,0,0,0.186400131019164,0.00305106728945544,0.0744135253252994,0,0,0,0,0,0,0,0.0911746077496183,0,0,0,0,0,0,0,0,0,0.169154565304545,0,0,0,0.462179051929799,0,0,0,0,0,0,0,0,0,0.0105523657388003,0,0,0,0,0,-0.0713096000949945,0,0,0,0,0,-0.0689256928427293,0.0243885488151416,0,0.112667354968152
