,X000001.CH.EQUITY,X002142.CH.EQUITY,X002958.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X600928.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X000627.CH.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.10712049488895,0,0.18664739703482,0,0,0.275354910684824,0.188521773888045,0.0557189376794041,0,0,0.100625551158906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.150763250468617,-0.0361588361951021,0,0,0,-0.338077949835652,0,0,0,0,0.111601474462758,0.251577113496511,0,0,0,0,0,0,0,-0.0207486020268701,0,-0.0556176570817892,0,0,0
X002142.CH.EQUITY,0.0242099701690012,0,0,0,0,0,0.0527429968028448,0,0.606455702059933,0,0,0.0277074105715109,0,0,0,0,0,0,0,0,0.0766972255314308,0,0,0,0,0,0,0,0,0,0,0,0,0.174651854367521,0,0,0,0,-0.255783716686222,0,0,0,0,0.17017309743243,0,0,0,0,0,0,-0.0599289262023376,0.0598849487697191
X002958.CH.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.393510058100063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556662325261116,0,0.134424311857997,-0.0725449281001018,0,0,0,0,0,0,0,0,0,0,-0.233568099573835,0,0,0,0,0,0.294450084332986,0,0,0,0.0736043924784691,0.079481221367077,0,0
X600000.CH.EQUITY,0.0973905146440223,0,0,0,0,0,0.206568040041339,0,0.0255830979687842,0.06006981472519,0,0,0,0,0,-0.00100743996506944,0,0,0,0,0,0,0.450947651750176,0,0,0,-0.122823523642372,-0.0340207993492963,0,0,0.0555100615816409,0,0,0,-0.104502979155402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118433475240781,0,0
X600015.CH.EQUITY,0.143469621574651,0,0.0751551075848395,0,0,0,2.16840434497101e-19,0,0,0,0,0,0.119492953068733,0.13902581820724,0,0.0210884789641613,0,0,0,0.077915739230691,0,0,0,0.206778178048249,0,0,0.0255352220505397,0,0,0,0,0,0,0,0,0,0,0,-0.152817775809089,0,0,0,0,0,0,0,0,0,0,0,-0.00486055858563111,0
X600016.CH.EQUITY,3.46944695195361e-18,0,0,0.150584687927311,0,0,0.0778138775515246,0,0,0,0,0,0,0,0,0,0,0.080505276029724,0.296437538139949,0,0,0,0,0,0,0,0,0,0.148743087918231,-0.00202253486606657,0,-0.17395812289686,0,0,0,0,0.617418371964403,0,0,0,0.254615460296827,0,0,0,0,0,0.209719278412047,-0.281602588319373,0,0,0,0
X600036.CH.EQUITY,0,0.186820221040813,0,0,0.00614634392973186,0,0,0.0414064875586471,0,0,0,0.110879191828492,0.00280010482670229,0,0,0,0.0501128462029374,0,0.12393410087434,0.0446828298608468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216601125933306,0,0,0,0,0,0,0,0,0.0275390452389595,0,0,0.373303018528969,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,4.33680868994202e-19,0,0.0772914866554851,0,-1.38777878078145e-17,0,0.00581961178542672,0,0,0.000858972001458148,0,0.127410169184318,0,0,0,0,0,0,0.387361291130036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867872008798526,0,0,0,0
X600926.CH.EQUITY,0.212461753640616,0.337764853945566,0,0,0,0,0,0,0,0,0,0,0,0,-0.0344161262495189,0,0,0.322245865560778,0,0.0481207593801882,0,0,0,0,0,0,0,0,0,0,0,0,0.0664588201913173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643850911814182,0,0,0,0
X600928.CH.EQUITY,0,0,0.312695786388705,0,0,0,-6.93889390390723e-18,0.0221096773726411,0.168927449613485,0,0,0,0,0,0.0589983157255753,0,0.14659592584888,0,0,0,0,0.218207562510849,0,0,0,0,0,-0.0341314183148772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216239232806501,0,0,0,-0.0617348428121768,0,0,-0.101296033874721
