,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.26395043096862,0.215761705731966,0,-1.38777878078145e-17,0,0,0.217529695436378,0,5.55111512312578e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122647655149095,0,0,0,0,0,0,0.0791261995255516,0,0,0,0,0.036067631877355,0,0,0.150354614515896,0,0.0315847551922551,0
X002142.CH.EQUITY,0.249642711951469,0,0,0,0,0,0,0.197765286948322,0,0,0,0,0,0,0,0,0.0600884788580972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092448052786284,0,0,0,0,0,0.0325339406740507,0,0,0,0,0,0,0.117865561496726,0,0,0,0,0.234687357979038
X600000.CH.EQUITY,0,0,0,0.0811068596804032,0.242324664018005,0,0.166226754774602,0,0,0.0741714062533932,0.114839018345376,0,0.034186579317175,0,0,0,1.38777878078145e-17,0.116914372739656,0,0.0470868483204137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0.0622671876668068,0.110165839230254,0,0,0.127124904160731,0.0524606283819295,0,0,0.202990679050267,0,0,0.0564954182637852,0,0.0508498698001349,0,0,0,0,0.0869018749738599,0,0,0,0,0.260794770820443,0,0,0,0,0,0,0.0356461246335261,0.0814832105899365,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106032562922107,0,0,0,0,0
X600016.CH.EQUITY,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.243092102565367,0,0.0794467001047368,0.404331058009275,0,0,0,0.179990737679292,0,0,0.0900467350251243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0790145826354684,0,0,0,0,0,0,0.285162196966564,0,0,0,0,0,0,0,0,0,0.0412180314797269,0,0.00509024269691411,0,0.0368117507022105,0.183927806478951,0,0,0,0,0,0,0,0,0,0.11400040070357,0,0,0,0.0819870771210228,0,0.00334446696309207,0,0.0697412385599075,0,0,0,0,0.0510428012360005,0.108324186496313,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0.268667238710786,0,0,0.32836142063351,0,0.133900282971537,0,0,0,0,0,0,0,0,0.00624746080893781,0,0,0,0,0,0,0,0.179331508015629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356666357468767,0,0,0,0,0.0141197509886495,0,0,0.0739398607248677
X601009.CH.EQUITY,0.208874270820823,0,0.106432669350656,0,0.146152148411457,0,3.46944695195361e-18,0,0.0259954293771225,0,0.0612384092849247,0.0860416001545548,0,0,0.0166952272545971,0,0,0,0,0.201201857953504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106394908650671,0,0,0,0,0,0,0,0,0,0,0.0733233154931445,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0839997587384839,0,0,0.192970587473492,0,0.281644451014652,0,0,0,0,0,0,0.273647972012424,0.108182699524313,0,0,0,0,0,0,0,0.0412490969344867,0.0533956476427765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.0487146705566955,0,0,0,0.0549347913386653,-6.93889390390723e-18,0,0.362884624140951,0,0.0706033121115722,2.71050543121376e-20,0,0,0,0.254620515475214,0,0,0,0,0,0,0,0,0.0783083848795595,0,0,0,0,0,0,0,0.0273591592164391,0,0,0,0,0.00448467499210524,0,0,0.0858843359432787,0.015577628454077,0,0,0,0,0,0,0,0
