,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.237776085349326,0,0,0,0,0,0,0.157267489953412,0,0,-0.151759699062921,0,0,0,0.150616363639252,0,0,0,0,0,0,0,0,-0.0676527464504955,0.0783516635245422,0,0,0,0,0,0,0,0,0.207803556436643,0.0370340078068678,0,0,0,0,0,0,0.040221958380886,0,0.220576992659322,0,0,0,0,0.0281588445341411,0.241996431087674,-0.0152072957712413
X002142.CH.EQUITY,0.211465438887283,0,0,-0.0632543479694201,0,0.203731108472609,0,0.185715180402366,0,0,0,0,0,0,0,0,0,-0.063852856111062,0,0,0,0,-0.0125008720562755,0,-0.129884802223805,0,0,-0.0421127482142838,0,0,0,0,0,0,-0.298944806388617,0,0,0,0,0,-1.0842021724855e-19,0.349466898918536,0,0.222111109000339,0,0,-0.0603880110733512,0,0,0,0,-0.0229558309746695
X600000.CH.EQUITY,0.0187618091967545,0,0,0,0.010487615259563,0.0919352945023402,0,0,0,0,0,0,0.507322468527597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139248484953664,0,-3.46944695195361e-18,0,0,0,0,0,0.0823055602308357,0,0,0,0,0,0,0,0,0,0,0,-0.0207904310854635,0,0,0,0.0491697087653827,0
X600015.CH.EQUITY,0,0,0,0,0.0171347828465157,0,0.107956128860627,-1.73472347597681e-18,0,0.0917658192017324,-1.73472347597681e-18,0,0,0,0.218773454496274,0.0419262506860873,0,0.076817306576475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969503364221647,0.0155404762546852,0,0.0633250307349938,0,0,0,0,0,0,0,0.151194445359432,0,0,0,0.0242886016187378,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.110258793425184,0,0,0.0781741211026409,0,0,0.213216277975369,0,0,0.152670693171518,0,0,0,0.0944511148610534,0,0.0163455153498162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201155702031028,0,0,0,0,0,0,0.106402330721134,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.237240304100451,0.106307429620137,0.239242930485036,0,0,0,0,0,0,0,0,0,0.0848166660258512,0,0,0,0,0,0,0,0.00754541002688572,0.0315089027748448,0,0.031820133926898,0,0,0,-0.0862048810197537,0,0,0,0,0,0.12488651693651,0,0,0,0,0,0,0,0,0,0,0,0,0.270183256239515,0,0.0268819339838763,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0.0718003693584522,0,0,0.0818358994724002,0,0,0.0886114918106488,0,0.191957423767394,0,0,0,0.0358841739407939,0,0,0,0,0,0,0.0611386133559429,0,0,0,0,0,0,0,0,0,0,0,-0.00588039639313698,0,-0.0450184776258834,0,0,0,0,0,0,0,-0.0601530009750513,0,0,0
X601009.CH.EQUITY,0.115716618638838,0,0,0.383839867886988,0,0,0.134816019788831,0,0,0,0.11177976256915,0,0,0.0671662977893895,0,0,0,0,0,0,0,0.024438886746439,0.0456603572154985,0,0,0,0,0,0,0.0777050855101897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389964198958071,0,0,0,-0.218448029903017
X601166.CH.EQUITY,0,0,0,0.0496628311422167,0,0.264682068686354,0,0.140322675307881,0,0.0961153104309143,0,0,0,0,0,0.118533903217324,0,0,0,0,0,0,0,0,0.013137595111151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310742296736344,0,0,0,0,0,0.200231011926077,0,0,0,0.11387551147008,0,0,0
X601169.CH.EQUITY,0,0,0,0.414644664289997,0,0,0,0,0,0,0,0,0.231687850781321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250267667644796,0,0,0,0,0,0,0,0.209383560054959,0,0,0,0,0,0,0,0
