,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0,0,0,0,0.207053585333824,0,0,0,0,0,0,0,0,0,0.196289755982454,0,0,0,0,0,0.152130057893029,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.438754187790415,0,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.325841651010479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354856148755886,0,0,0.0776247398331369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141030845708273,0,0,0,0,0,0,0,0.199018672006435,0,0,-0.128047730908609,0.0876625427478395,-0.0388926538429316,0
X600000.CH.EQUITY,0,0,0,1.73472347597681e-18,0.349622027654696,0,0,0,0,0.00676968085679666,0.079355027771547,0,0.144540645534789,0,0,0,0,0.135397430878049,0,0.111098385386669,0,0,0,0,0,0,0,0,0.0910515899223384,0,0,0,0,0,0.011790415793721,0,0.00278833899099962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.124215711672303,0,0,0,0,0,0.138181627944036,0.375304086748411,0,0,0,0,0.0171362471652443,0.0901619425475852,0,0,0,0,0,0.165710185477537,-0.108873323586806,0,0,0,0.0507222786583702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624361935625189,0,0,0,0,0,0,0,0,0,0.0534827371382103,0.132066199199559
X600016.CH.EQUITY,0,0,0.150755685366525,0.0326932895786527,0,0,0,0,0,0.178483545108295,0.180040097564078,0.133724333673434,0.240036316174164,0,0.0641621028765043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.0492205264790052,0,0,0,0,0,0,0,0.410405213860236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228341659684964,0.199533033339391,0,0.0523614005768619,0,0,0,0,0.0544576946337252,0,0,0,0.0982965410432398,0,0,0,0,0,0,0,0.0696351231070686,0,0,0.00311443167381902,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0505646503370758,0,0.0732733216826592,0,0,0.260688584438674,0,0.125913394289371,0,0,0,0,0,0,0.0567998968625242,0,0.0218318936272177,0.144054126185807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100922016259306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.213237351956205,0,0.068115023453269,0,0.0625024117852073,0,0,0,0,0,0.0364859292046256,0.0102471876981082,0,0,0.0826965547118468,0,0,0.128956783086834,0,0.193507866293744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896369069736948,0,0,0,0,0,0,0,0,0,0,0.0473414125093895,0,0,0,0,0,0
X601166.CH.EQUITY,0.136079922099116,0,0,0.0435908092338995,0.0424694652786547,0.231012090653268,0,0,0,0.102612549203046,0,0,0.107575437874157,0.0209423498612373,0.159993933029886,0.0914033368315146,0,0,0,0,0,0,0,0,0,0,0.0584378557538721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208149449476643,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0793241352089779,0.160255635001173,0,0,0.146177417481457,0,0,0,0,0,0,0,0,0,0,0,0.000791795158744211,0.531059694168328,0.0341151360840367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00366963719692233,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0829641179104749,0.0143107756431686,0,0.184152336980863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599862990828854,0,0.02605521258658,0,0,0,0,0,0,0,0,0.0293506405876713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0404797872949954,0,0,0.464249090687733,0,0,0.218585974884231,0,0,0.11587434702612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093653988413941,0,0,0,0,0,0,0,0,0,0,0,0.00210718948924006,0,0,0
X601328.CH.EQUITY,0,0,0.103023578159911,0,0.175397082404513,0,0,0,0,0,0.184821582969318,0.310781679760722,0,0.0451336641802995,0,0,0,0.0543292838053968,0,0,0,0.0294853818515525,0,0,0,0,0,0,0,0,0,0,0,0.118617549873594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227790801581498
X601398.CH.EQUITY,0,0,0,0.0226860459652409,0,0,0,0,0.0897132711832681,0,0,0.267429052220349,0.0674873228731779,0,0,0.286500404749055,0,0,0,0,-0.112289824634529,0,0,0,0,0,0.0173807243269436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653773690957573,0,0.0626060703686774,0.133960865238739,0,0,0,0,0,0.0613745255134344
