,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.194022824755384,0,0,0,0.0679224640419626,0,0.232705184201613,0,0,0,0,0,0,0,0,0.207128768407381,0,0,0,0,0,0,0,0,0,0,0,0.0787987701555185,0,0,0,0,0,0,0,0,0,0.0178328576327591,0,0.118148468243037,0.0430555909414048,0.105936289120574,0,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0,0.376768624831058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.301517230866838,0,0,0,0,0,0,0,0,-0.0100626406887947,0,0,-0.129387377636355,-0.0275982859104038,-0.10402201267745,0.0201400344668301,0.22232534809397,0,0.588780741303474,0,0,0,0,0,0,0.0391838316770117,0.0301584094916106
X600000.CH.EQUITY,0.113451466497784,0,0,0.0853692340572752,0,0,0,0.0566928528482684,0.151533225921161,0.0758736539063276,0,0.256671554495724,0,0,0,0,0.0104440685105211,0,0.0725463073026909,0,0,0,0,0,0,0.0982022653059455,0.0978967453887501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0.416635175139037,0,0,0,0.00134354686703339,0,0.0611953326923878,-3.46944695195361e-18,0,0.0282947939691068,0,0.0380339580744914,0,0.0237239274261673,0.112335382248935,0,0.0613682660726101,0,0,0,0,0,0,0,0,0,0.145314079877032,0,0,0,0,0,0,0.0176195315680609,0,0,0,0,0,0,0,0,0.0548805861125642,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0503789905158576,0.0661654640572248,0,0,0.226167302125577,0,0,0,2.16840434497101e-19,0.500885610195036,0,0,0.0692890789013071,0,0,0,0.0770100586875955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.189241836349071,0.0446192581625717,0,0,0,0,0,0.269220369615635,0,0,0,0,0,0.0286215670005916,0,0,0,0.00639363545919577,0,0,0,0,0,0.0857429131287009,-0.0232646380118463,0,0,0,0,0,0,0,0,0,0.0627739566671998,0,0,0.105032795526349,0,0,0,0,0,0,0,0,0.210126587714701,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.427722913494399,0,0,0,0,0.0516549787262906,0,-3.46944695195361e-18,0,0,0,0,0.34341552925301,0,0,0.00918796705503115,0,0,0,0,0.0356462871413415,0,0,0,0,0.0244578294296115,0,0,0,0,0,0,-0.0343210039848827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137268224161432
X601166.CH.EQUITY,0,0,0,0.190671499057788,0,0.286456764139789,0,0,1.38777878078145e-17,0,0,0,0,0.415200212987297,0,0,0,0,0,0,0,0,0.114280037249489,0,0,0,0,0,0,0,0,0,0,0,-0.00335541501970534,0,0,0,0,0,0.0227740543868027,0,0,0,0,0,0,0,0,0,0.0137107323422417,-0.0441345274742672
X601169.CH.EQUITY,0.0567028309786992,0,0,0.141153746067433,0,0,0,0,0,0,0,0.454506144920847,0.0353190140754486,0,0,0,0,0,0.0284609539144937,0,0,0.0605358407237109,0,0,0,0,0,0.228120704457432,0,0,0,0.00714164420351691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.14775641851435,0,0,0,0.0845740128182964,0,0,0.3359385221352,0,0.08205670389732,0.104254191224963,0,0.151598464040704,0,0,0,-0.25086036612106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256791058691947,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.0789009124658055,0,0,0,0,0,0,0.327306351418376,0,0.0746482587533568,0.508752605855528,0,-0.00177286404995171,0,0,0,0,0,0.0290440861874372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0274942035363883,0,0,0,0,0,0,0,0.00191949575447749,0,0,-0.0347592745200894,0
X601328.CH.EQUITY,0,0,0.702004048621601,0,0.226555134625494,0,0,0,0,0.0238450471711461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0,0,0,0,0.0507088658595243,0,0,0,0,0.40517350919949,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.0344691684864709,0,0.11179911503266,0,0,0,0,0,0,0,0,0.0365031699446019,0,0,0,0,0,0.0932445040273093,0,0,0,0,0.277773509205829,0,0,0,0,0,-0.0489699364119601
X601818.CH.EQUITY,0.204304196506534,0.0747125333550433,0,0.450199586548431,0,0,0,0.0871671314206452,0,0,0.112388738552962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502462191302616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0292404110015442,0,0,0,0,0,0,-0.0861607403080301,0,0,0,0.00818158543003392,0
X601939.CH.EQUITY,0,0.119332929765177,0.434488981358144,0,0,0,0,0.0316438332633134,0,0,0,0,0.150158477584555,0,0,0,0,0,0,0,0,0,0.0142353156715745,0,0.0788040431757051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031908723035417,0,0.139671180518663,0,0,0,0,0,-0.0330493776041428,0
X601988.CH.EQUITY,0,0,0.210675356985692,0,0.238856693793039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148092339558598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895209453928918,0,0,0.10095334556696,0.146662666803588,0,0,0,0,0,0
X601998.CH.EQUITY,1.73472347597681e-18,0,0,0.25106540603132,0,0,0,0,0,0,0,0.173891115211447,0,0.174772634550014,0,0,0,0,0.205086433069489,0,0,0,0,0,0.0129263464072872,0,0,0,0,0,0,0,0,0,0,0,0.0798928494461932,0,0,-0.0484182721821252,0,0.0226305757122236,0,0.132227681753796,0,0,0,0,0,0,0.00381025812470568,-0.0224955596583512
X601658.CH.Equity,0,0,0,0.654383421382211,0,-0.220930079696587,0,0,0,0,0,0,0,0,0,0,0,0,0.45086965693087,0,0,0,0,0.00682999236780061,0,-0.522549509517458,0,0,0,0,0,0,0,0,0,0,0,0,0.139666834877367,0.15461921872012,-0.129913992728132,0,0,0,0,0,0,0,0,0,-0.0290543573501546,0.221759997271234
X601916.CH.Equity,0.169344437274806,0.183808380884846,0,0.232115411080643,0,-0.571551349733414,-0.0951612424593402,0,0,0,0,0,-0.0244621182120064,0.0504519819709589,0,0,0.457412135013702,0,0,0,0,-0.00927289934549257,0,0,-0.0420950060754395,0,0,0,0,0,0,0,0.372382032375305,0,0,0,0,0,0,0,0,0,0,0,-0.0811951463652603,0,0,0.285959507312589,0,0,0.136224065378706,0.00423226522203709
X11.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55367612142322,0,0,0,0,0,0,0,0.0393611153351488,0,0,0,0,0,0,0.0528842629917565,0,0,0,0,0,0,0,0,0,0,0.256902747308711,0,0,0,-0.00826855011070065,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.209343921307962,0,0,0,0,0,0,0,0.311853687196271,0,0.0250325259010223,0,0,0,0.0365421802863591,0.0247431403121753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0931491226086584,0.267899459932114,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154466737708872,0,0,0.952314271877136,0,0,-0.142143355483973,0,-0.334509683131182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036194107563604,0,0,0,0.336144139320495,0,0,0.108266606766274,-0.132286690413637,0
X2884.TT.EQUITY,0,0,0,0,0,0.0491967924432376,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115689005147407,0,0,0,0.441654369759927,0,0.308010877137483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334391401902456,0,0,0,-0.023058714466567,0,0
