,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X601901.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X000069.CH.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0,0,0.195020129605741,0.0140598822398925,0.124909696449619,0,-1.73472347597681e-18,0.161712553668961,0,0,0,0.120877939858514,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.00338587600080864,0,0,0,0,0.0191030343300802,0,0,0,0,0,0,0,0,0.0555815557946529,0,0.0991633812061665,0,0,0.0785085074934546,0.0493598790966788,0,0
X002142.CH.EQUITY,0,0,0,0.196439963253279,0,0,0,0.22818973710175,0,0,0.21881181595073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185394696657917,0.161248347429112,0,0,0,0,0,0,0,0,0,0,0,0.0677523384614581,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0353348136436818,0,0,0,0.139130538862007,0.218776879615313,0,0,0,0,0,0,0.15702161741683,0,0,0,0,0,0,0,0.0216019378826081,0,0,0,0,0.00726773559953212,0,0,0,0,0,0,0,0,0,0,0,0,0.0222456733833728,0,0.0768327862157659,0,0,0.115789863182688,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.607625595219491,0.0660659119553003,0,0,0.100456849644673,0,0,0,0.0507659851325698,0.0516270687574845,0,0,0,0,0,0,0,0,0.0527778532662839,0,0,0,0.00183740900441033,0,0,0,0,0,0,0.0212850096563632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.112732541118141,0.258330737751094,0,0,0,0,0.328860063151084,0,0,0,0.00623910975014188,0,0,0,0.105258244955666,0.0606387998989831,0,0,0,0,0,0.104241655026486,0,0,0,0,0,-0.0282227594933271,0,0,0,0,0,0,0,0,0,0,0.0362558792801046,0,0,0,0,0,0,0,0,0.00810881728939109
X600036.CH.EQUITY,0.422152766406174,0,0.259272295110754,0,0,0,0,0,0,0,0,0,0,0,0.101938573908632,0,0,0,0,-0.0448515802851818,0,0,0,0.0624894216433305,0,0,0,0,0,-0.00767648504483692,0,0,-0.0221321566716552,0,0,0,0,0,0,0,0.0316962823488635,0.123424567053161,0,0,0,0.018498918678121,0,0,0,0.0541472632712191
X600919.CH.EQUITY,0,0,0,0.264103433390811,0,0,0,0,0,0,0,0,0,0,0,0,0.274041969662204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875486573278073,0,0.202252427844998,0,0,0.0340768210588687,0,0,0.051577062987069,0,0,0.0143201386817024,0,0,0,0,0,0,0
X601009.CH.EQUITY,0,0.230553585943154,0,0.215895024321889,0,0,0,0,0.369413292880922,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619268067243026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335105901939597,0,0.261134422078952,0,0
X601166.CH.EQUITY,0,0.0106073910457855,0,0,0.0472456706868633,0.170514693280355,0,0.0620300304759251,0,0,0,0,0.125958863981705,0,0,0.143249368246792,0.0705045411751731,0,0,0,0,-0.0527930602721808,0,0,0,0,-0.000721050719763099,0,0,0,0,0,0,0,0,0,0,0,0.0574935594234363,0,0,-4.33680868994202e-19,0.155499602351657,0,0,0,0.0972587802656792,0,0,0
X601169.CH.EQUITY,0,0,0,0.0357032081114504,0,0.0544137077207599,0,0,0,0,0,0,0.0124829838196103,0,0,0,0.200258634400844,0.153437736892096,0,0,0,0,0,0,0,0.0996066550684502,0,0,0.0512298840553914,0,0.0976375683288386,0,0,0,0,0,0,0.0746021140967837,0,0,0.0672256518660662,0,0,0.0675027415540114,0,0,0,0,0,0
X601229.CH.EQUITY,0,0.0780111956700598,0.104082302989298,0,0,0,0,0.0404813270143525,0,0,0,0,0,0,0.186349010115976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00438266496649395,0,0,0,0.444365736596382,0,0,0,0,0.195890867301452,0,0,0,0,0,0,0,0.0377481189761688
X601288.CH.EQUITY,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.152975300216476,0.16490977447575,0,0.373099932579072,0,0.1834183173895,0,0,0,0.000808695379388387,0.0198333612224567,0,0,0,0,0,0,0,0,0,0,0,0,-0.0996494564539983,0,0.0739857733553191,0,0,0,0.0236395813393408,0,0,0,0,0,0,0,0
