,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601788.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X601696.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.120630060716014,0.161944643320265,0,0,0.00613149739703208,0,0.14764271482435,0,0,0,0,0,0,0,0,0,0,0,0.104640842295107,-1.73472347597681e-18,0,0,0.014723068872599,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.101220588800772,0,0.115555438672502,0.112430741403316,0,0,0.00394824902617096,0,0,0,0
X002142.CH.EQUITY,0.0848817058865352,0,0,0,0.212922665955906,0.555340966623073,0.060176158582665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168924449987028,0,-0.242217985273533,0,0,0,0,0,0.0108507768545112,0,0,0,0,0.24425668663587,0,0,0,0.116618508764999,0,0,0,0,0,0,0,0,-0.154208461817596,-0.0295540015463562,0
X600000.CH.EQUITY,0,0,0,0.414083517397306,0,0.201462386827949,0,0.0528853933089126,0,-0.0593493998181184,0,0.0490624742064804,0,0,0,0,0.274979094623509,0.0226354848131342,0,0,0,0,0.0324202093745937,0.147579657488882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.135307456121056,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.629048143735504,0,0,0,0,0.0352451392430117,0,-0.0171156987614254,0,0,0,0,0,0,0.0323480966158945,0,0.026083115790421,0,0,0,0,0,0,0,0,0,-0.167046789495122,0,0,0,0,0,0.056387857477477,0,0.0274900270820338,0,0.29372388209741,0,0,0,0,0,0,0.0609724367074265,0,0
X600016.CH.EQUITY,0,0.0975173425760002,0,0,0,0,0,0.0354381406518912,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145321965930681,-0.0348309513749196,-0.307952633677714,0.714619725791026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515127915368598,0,0,-0.151974055127258
X600036.CH.EQUITY,0,0.241029837397275,0.160298164131523,0,0,0,0,0,0,0.0543913876931346,1.73472347597681e-18,0,0,0,0.359875013756022,0,0,0,-0.00562891601886983,0,0.167825840240835,0.00893281983818642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044226210096019,0,0,2.16840434497101e-19,0,0.0332517538339929,0,0,0,0,0
X601009.CH.EQUITY,0.039348504836846,0,0,0.923994022691462,0,0,0,0,0,0.0242339219858438,0,0,0,0,0,0,0,0.0338274565387233,0,0.0228759582012926,0,0,0,0,0,0,0,0,0,0,0,-0.0815462365653616,0,0,0,0,0,0,0,0,-0.110964923414497,0,0,0,0,0,0.0679266310673903,0,0,-0.110540584813183,0.0167312290384036,0
X601166.CH.EQUITY,0.169253457795764,0,0.0508782664033144,0,0.0732114776302829,0,0,0,0.0228886533273569,0,0,0,0,0,0,0.532165492901424,0.0257824036430311,0.0433564358955113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367468339295039,0,0,0,0.0197722353037542,-0.0415713916204969,0,0.0260568698352412,0,0,0,0,0,0,0,0,0.0701536392979214,0,0
X601169.CH.EQUITY,-0.0478699353335523,-0.00492846994609464,0,0,0,0,0,0,0,0,0,0.00541481671549655,0,0,0,0.773089173084483,0.0918548237142133,0,0,0,0,0,0,0,-0.00785048468739335,0,0.0906277728049983,0,0.0707208273220628,0,0,-0.0255646428109193,0,0,0,0,0.0144331237612362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607168252834105
X601229.CH.EQUITY,0,0,0.139941865155526,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0089249282216613,0.470425752261706,0,0.463130000779191,0,0,0,-0.506262999457726,0,0,0.103718220568901,-0.0910701665582491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075603971149162,0,0.0770423086192588,0,0,0,0,0,0,0,0,0,0,-0.165119554872806,0,0.0835800772217077
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.00881062510350744,0.0195351192493078,0.824596165427888,0,0,0,0.0852566438811305,0,0.110355142273471,0,0,-0.03621595074466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447370045592007,0,-0.0716806463504406,0,0,0.0633708256737978,0,0,-0.0492437807957742,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0266443225407246,0,0.325883806714652,0,0,0,0,0.156270350304274,0.224807956616671,0,0.0393145587086171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0687647783613995,0,0,0,0,0,0,0,0,0,0.0166173000016643,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601398.CH.EQUITY,0,0.207730964762452,0,0,0,0.089457771975483,0,0,0,0,0.0552156531881356,0,0,0,0.0533198932242097,0,0.359695826659611,0,0,0,0,0,0.0418400198254935,0,0,0,0,0,-0.152807612780914,0,0,-0.228861284460183,0,0,0,0,-0.108888514935992,0,0,0,-0.0119881493880039,0,0,0,0,0,0,0.0789741736222732,0,0,0,0
X601818.CH.EQUITY,0,0,0.0605633454040008,0,0,0,0,0,0.0158987321153444,0,0.034535921412136,0.0303547951359298,0,0,0.194519420356028,0,0,0,0.154747432401651,0,0,0,0,0,0,0.0744982822584442,0,0,0,0,0,0,0,0,0.0860824878824289,0,0,0,0,0,-0.0261714783499003,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0405883742369874,0.0194292096082891,0,0,0.0536085311568598,0,0,0,0,0.728921746948324,0,0,0.0422807069818197,0,0.0085990358661938,0,0,0.0904732047006101,0,0,0,0,0.0451239093055084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168744914930573,0,0,0,0,0.0243196708906065,0,0,0,0,-0.0069816162428096,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0.0562456279976453,0.964297872019744,3.46944695195361e-18,0.0603522827185761,0,0,0,0,0,0,0,0,0,0,0,0,-0.152424932276847,0,0,0,0,0,-0.0146822129427656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218886730664247,0,0,0,0,-0.0607514563209578,0
X601998.CH.EQUITY,0,-0.00756658941194243,0,0.148569702453967,0,-0.0354207362045789,0,0,0.523300641551692,0,0,0,0.201575519132338,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0779468100618305,0,0.272799128458484,0,0,0,0,0,0,0,0,0,-0.0865430548470509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0.353114591306144,0,-3.46944695195361e-18,0,0,0,0.156290838014314,0,0,0,0.143260470539695,0,0,0,0,0,0,0,0,0,0,0.0434070460384702,0,-0.056433923252675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.066356542350604,0,-0.0116720018182606,0,0.154329724982365,0,0,0,0,0,0,0,0.0561319088065048,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.595455505707936,0,0,0,0,0.0869666057140408,0,0,0,-0.0958131371975933,0,0,0,0,0,0.0119359178788101,0,0,0,0,0,0,0,0,0,0,0.0667092925961561,0,0.133909625069794,0,0,0,0,0.133799189777348,0,0,-0.0260838340579988,0,-0.0934620623562992,-0.056451869807762,0,-0.312556089464955
X11.HK.EQUITY,0,0.149916939638095,-0.0963691610028841,0,0,0,0,0,0,0,0,0,-0.0942256564433989,0,0,0,0,0,0,0,0.252396390720999,0.280420048478213,0,0.0786191100207652,-0.0323730819096655,0,0,0,0,0,0,0,0.0763982966398221,0,0,0,0,0,-0.00828054284273685,0.133503331759783,-0.155448953331692,0,0,0,0,0,0.203552376967807,0,0,0,0.00488178368627171,0
