,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601236.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X600918.CH.Equity,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.240205395778262,0,0,0,0,0,0.0692465981336402,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330971859181841,0,0.226602187637006,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.485901222332973,0,0,0.014683938153067,0,0,0,0,0,0,0
X002142.CH.EQUITY,0.132167219611087,0,0,0,0,0.6297465056481,0,-0.0181529778734071,0,0,0.229481909035579,0,-0.175642554895178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0635156982137786,0,0,0.243337402767417,0,0,0.0543263162124738,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0.0275461740047428,0,0,-3.46944695195361e-18,0.0223251827613684,0,0,0.144925723327431,0.0277709587710323,0,0.0838784076168226,0.25797314615339,0,0,0,0,0,0.154918120797204,0,0,0,0,0,0.025877768946435,0.10753411539734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123023652685676,0,0,0.0613517471652056,0.0183896599279047,0.00400369085926114,0,0,0,0
X600015.CH.EQUITY,0,0.156511844650431,5.42101086242752e-20,0,0,0,0,0,0,0.33984911027712,0,0,0.0192529337579755,0,0,0.257704254322432,0,0,0,0,0,0,-0.188257171418914,0,0,0.171722387431015,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0354144997627717,0,0,0,0,0,0,0,0,0,0,0.181362567242373
X600016.CH.EQUITY,3.46944695195361e-18,0,0,0,0,0.0340977022747031,0,0,0,0.155582890634066,0.0516133130107906,0.3274112196336,0.0882301733789895,0.174095170171408,0,0,0.115402444795585,0,0,0,0.0279770482747879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172061607135973,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.096779923385211,0.227448950340915,0,0,0.0437626792735801,0,0,0,0,0,0,0,0,0,0,0.0168513067707709,0,0,0,0,0.0744402491656363,0,0,0,0,0,0.19699398211976,0,0,0,0,0,0,0,0,0,0,0,0.0304394642956002,0,0,0,0,0.0862357575775561,0.292346851067206,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.0561510609965821,0,0,0,0.0756645402683627,0,0,0,0,0,0,0,0.138340810007607,0,0,0,0.186424460061516,0,0,0,0,0,0,0,0.210037207963978,0,0,0,0,0,0,0,0.0553701024254393,0.0689034477638367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0207775726617243,0
X601009.CH.EQUITY,0.174596844130579,0.0383693359701701,0.0943553234517153,0,0.195546684411797,0,0,0,0.160056432303611,0.23381023068472,0.0591586534707585,0,0,0,0,0,0,0,0.0404076545697983,0.0183364261504026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114261446397757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413871217871932,0
X601166.CH.EQUITY,0.00893287382679756,0,0.0347471609098694,0.107687827805245,0,0.490998912977135,0,0.00958448820954716,0,0,0,0,0,0,0.225403434593545,0,0,0,0.0322724824410569,0,0,0,0,0,0.0462586646663562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319634792232654,0,0,0,0
X601169.CH.EQUITY,0,0,0,0.408342722910609,0,0,0.306602022167277,0.0272193140822594,0,0,-0.0169794014015681,0,0,0,0,0,0,0,0.00751035408355587,0.0389032002848338,0,0,0,0,0.134874546681962,0,0,0,0,0,0,0,0,0,0,0.110198121658664,0.0325045169669862,0.0298899271661313,0,0,0,0,0,0,0,0,0,0,0,0,-0.0564060242678078,0
X601229.CH.EQUITY,0,0.12979156966026,0,0,0,0,0.157130930018505,0.163864258753217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061331838327199,0,0,0,0,0.235139077369187,0,0,0.0794275173732487,0,0,0,0.0135471307640731,-0.136114575795163,0
X601288.CH.EQUITY,0,0,0.184837388763687,0,0.0449090839876157,0,0,0,0,0,0,0,0.00197996950080622,0.295082368697602,0,0.09434033189178,0.175289847160224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118680676746678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0265671122032343,0.0282291286301308,0,0,0,0,0,0,0.25221062707129,0,0.327144747800431,0.148947874829242,0,0,0.0342873739166865,0,0,0,0,0,0.0683133897291247,0,0,0,0,0,0,0,0.136230073764948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000566697731131838,0
X601398.CH.EQUITY,0,0,-0.0105715829514433,0.0741528300056122,0,0,0,0,0,0,-0.211004804743521,0.172984743196565,0,0,0.261634831741846,0.0870901283538618,0,0,0,0.0927941406703126,0,0,0,0,0,0.00595473223676801,0,0,0,0.0700273799310516,-0.126562362171372,0,0,0,0,0,0,0,0,-0.00941623675226086,0,0,0,0,0,0.409822757714004,0,0,0,0,0,0
X601818.CH.EQUITY,0.0769758323826724,0,0,0,0,0,0,0,0.291605161148764,0,0,0.116003140269984,0.00309575453489326,0.0322445375503581,0,0.266991188063385,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0981391718383812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057235627527827
X601939.CH.EQUITY,0,0,0,0.00531288777784483,0,0,0.0263691470960132,0,0,0,0,0.295860147774247,0.118399303559508,0.272142053141442,0,0,0,0.0720465109094609,0,0,0,0.0268621167339918,0,0,0.0658948441105747,-0.0557437174905581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901184213683292,0,0,0,0,0,0,0,0,0,0,-0.018364453755301,0.167304380117729
X601988.CH.EQUITY,0,0,0,0,0,0,0.269420281735385,0.234852929073546,0,-0.335416229999548,0,0.423501094251747,0,0,0,6.93889390390723e-18,0,0,0.499359366400493,0,-0.0440655212518087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350654863333296,0,0,0,0,0,-0.293200694783834,-0.0519170991112586
X601998.CH.EQUITY,0.0521680573349558,0,0.156334920853987,0,0,0,0,0,0.0103757102013457,0.226576293878848,0,0,0.18465459665824,0,0.111348487679314,0.175178911580686,0.0683253327062811,0,0,0,0,0,0,0,0.0132601562671182,0,0,0,0,0,0,0,0,0,0,0,0.0855906956711046,0,0,0,0,0,0,0,0,0.0945042766121452,0,0,0,0,-0.00807574764760438,0
X601658.CH.Equity,0,0,0.185795719456558,0,0,0,0,0.225334941149541,0,0.0207999736322823,-0.12428090501888,0.0822964803930609,0,0,0,0,0,0,0,0.0773711563685297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0629117470553968,0,0,0.316311742839459,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0,0,0,0,0,0,0.0728548353787039,0.244665844472017,0.0690779227559373,0.109038074210223,0,0,0,0,0.144747085393162,0,0,0,-0.122916275376213,0,0,0,0,0.402211551241718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0658111227400547
X11.HK.EQUITY,0,0,-0.0282461949591308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302515158223946,0.35700578071368,0,0,0,0,0,0,0,0,0,0,0,0.0971092644985611,0,0,0,-6.93889390390723e-18,0,-0.0968524623873449,0,0,0.0936525987799632,0,0.121571121582886,0.0379358135152786,-1.73472347597681e-18,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.452116807981914,0,0,-0.00546146256299261,0,0,0,0,0,0,0,0,0.122314608767416,0,0,0,0,0,0,0,0.180867555116654,0,0,0,0,0.143996339563534,0.204420941888247,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029249492240416,0,-0.147990931372446,0.63025685156906,-0.397573069865843,0,0,0.241924697936326,0,0,0,0,0.0233230929037293,0,0,0,-0.131045245201782,0,0,0.0416432615658956,0,0,0,0,0,0,0,0,0,0,0,0,0.670434058689603,0,0
X2884.TT.EQUITY,0.311849521263555,0.0331158458270987,0,0,0,0,-0.00268763265543009,0,0,0,0,-0.182884210581968,0,0,0,0,0,0.0427155358158298,0,0,0,0,-0.0391420795197461,0,0.0400447506957342,0,0.602862418883894,0,0,0,0,0,0,0.224405632330301,0.0275949697453006,0,0,0,0,0,0,0,0,0,0,0.0590748084739249,0,0,0,-0.0191670133408585,0,0.0372963554687257
X2886.TT.EQUITY,0,0,0,0,0,0,0.0820395071938787,0,0,0.0209770115633,0,-0.0718455215162563,0,0,0,0,0,0,0,0,0,0.0353621164220335,0.0396809938560075,0.397949301028958,0,0,0.261630540922012,0,0,0,-0.0213370222424546,-0.0363017367397529,0,0,0,0,0,0,0,0.0732431866484856,0,0,0,0,0,0,0,0.242880263005056,-1.73472347597681e-18,0,-0.0649613043651208,0
X2891.TT.EQUITY,0,0,-0.089378989998044,0.107527920621321,-0.0500247378806412,0,0,0,0,0.0426527024257333,-0.0142858319309364,0,0,0.0879403589661781,0,0,0,0,0,0,0,0.100595708133754,0,0,0.178991646975809,0,0.425998649171699,0,0,0,0,-0.0523916922021028,0,0,0,0,-0.0305762535930809,0,0,0,0,0,0,0,0,0.168164187475349,0,0,0.047426814517423,0,0,-0.0103395746681052
X2892.TT.EQUITY,-0.000713047864948689,0.0151717411438607,0,0,0,0,0,0,0,0,0.0860430368029707,0,0,0,0,-3.46944695195361e-18,-0.0462979376847031,0,0,-0.0289254753774601,0,0,0,0.443132144346718,0.150696964843884,0.428691776123517,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0508790131484126,0,0,0,0,0.00538842205097136,0,0,0.0268760753712563,0,0,0,0
X000166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172222466139293,0,0,0,0,0,0,0.140617523680049,0,0,0,0,0,0,0,0.0953328144337014,0,0,0.638285507762425,0,0,0,0,-6.93889390390723e-18,0,-0.00347242775287911,0.16113257818707,0,0,0,0,0,0,0,0,0,0,0
X000776.CH.EQUITY,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-8.67361737988404e-19,0,0.00451751159238563,0,0,0,0,0.0607751683828885,0.00982421080977383,0,0,0,0,0,0,0,0,0.0730886997163502,0,0,0,0.124094542239477,0.297805937091237,0,0.000509958847671344,0,0.0617531457903413,0.239076300145306,0,0,0,0,0.0227376080988011,0,0,0,0,0,0,0.0479651892878962,0,0.00432111615200668
