,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601818.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X5.HK.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X600958.CH.EQUITY,X600999.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601881.CH.EQUITY,X388.HK.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.210360931245603,0,0,0,0,0,0,0.100303818194871,0.0895834196103318,0,-0.159427714216896,0,0,0,0.195155886526511,0,0,0,0,0.18172302572258,0,0,0,-0.0336207699553025,0,0,0,0,0,0,0,0,0,0,0.214354844718846,0.146147292759026,0,-0.263451564152813,0,0,0,0,0,0.13270343633267,0,0,0,0,0.0475184269446276,0,-0.139170326222443
X002142.CH.EQUITY,0.140744817182934,0,0,0,0,0.159120204770051,0,0.134049029679296,0,0.00020401738433523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169928109473432,0,0,0,0,0,0,0,0,0,0,0,0,0.0242894723780518,0.0415608906498065,0,0.212793578265872,0,0,0,0,0,0,-0.160412428461301,-0.0719037858499795
X600000.CH.EQUITY,0.0826713279399081,0,0,0,0,0.16573311884542,0,0,0,0,0,0.0118349191643328,0.346936117477116,0,0.141147645768519,0,0.104473738908376,0,0,0,0,0,0,0,0,0,0.174739813065409,0,0,0,0,0,0,0,0,0.0466931151403466,0,0,0,0,0,0,0,0,0,0,-0.0520710024784164,0,0,0,0,0.0648336649101966
X600015.CH.EQUITY,0,0,0,0,0,0,0.00453972218636286,0,0,0.0558540795660198,0,0,0,0,0.183392308357925,0.166846626013939,0,0,0,0.0167489562266879,0,0,0,0.0131351576483213,0,0,0,0,0,0.0132950014536664,0,0,-6.93889390390723e-18,0.0855107256827411,0,0,0.0836158577746583,0,0,0,0,0,0,0.286112903547009,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0225504924830241,0,0,0,0.115607001230257,0,0,0.240259346164771,0.0270569886164597,0,0.189954264289074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575654057157388,0,0,0,0,0,0,0.172199919706963,0,0,0,0,0,0,0,0.172947064635238,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.198089781476464,0.0736176421669583,0.189609281553706,0,0,0,0,0,0.0549742035408438,0,0,0,0.0405697804476004,0,0,0,0,0,0,0,0,0.00169469319175641,0,0.0544783672385301,-0.107714430475929,0,0,-0.0647112670436789,0,0,0,0,0.12232492810077,0,0,0.0106553299498997,0,0,0,0,0,0.0771560856207852,0,0,0,0,0.247947123082001,0,0.0369018825092541,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.263509106341662,0,0,0,0,0,0.228570245643786,0,0,0,-0.00778992863789968,0,0,0.0945379971305004,0,0,0,0,0,0,0.0661388236616618,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0651422989921369,-0.0356972906323703,0,0,0,0,0,0,0,0,0,0,0
X601009.CH.EQUITY,0.167350577557838,0,0,0.329635482330991,0,0,0,0,3.46944695195361e-18,0,0,0.260945229672628,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00642882295621717,0,0,0,0,0,0,0,0,0,0.0119041457397114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0960974786616253,0,0,0,-0.0596002207225736
X601166.CH.EQUITY,0,0,0,0.102663529033871,0,0.349306932120817,0,0.152829080874671,0,-1.73472347597681e-18,0,0,0,0,0,0.0464000821971512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277793420980103,0,0,0,0,0.275982825293474,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.280192020491927,0.445925646696057,0,0,0,0,0.0338784122201424,0,0,0,0.242948557120804,0,0.0137992650650201,0,0,0,0,0,0,0,0,0,0,0.0345199272048338,0,-0.0872431768040438,0,0,-0.00623334428581656,0,0,0,0,0,0,0,0,0,0,0.0512604869703861,0,0.0288417343932961,0,0,0,0,0,0,0,0
