,X000001.CH.EQUITY,X002142.CH.EQUITY,X600000.CH.EQUITY,X600015.CH.EQUITY,X600016.CH.EQUITY,X600036.CH.EQUITY,X600919.CH.EQUITY,X600926.CH.EQUITY,X601009.CH.EQUITY,X601166.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X601288.CH.EQUITY,X601328.CH.EQUITY,X601398.CH.EQUITY,X601577.CH.EQUITY,X601818.CH.EQUITY,X601838.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X601997.CH.EQUITY,X601998.CH.EQUITY,X601658.CH.Equity,X601916.CH.Equity,X601077.CH.Equity,X11.HK.EQUITY,X2388.HK.EQUITY,X2801.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2886.TT.EQUITY,X2891.TT.EQUITY,X2892.TT.EQUITY,X5880.TT.EQUITY,X600030.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X2885.TT.EQUITY,X601318.CH.EQUITY,X601319.CH.EQUITY,X601336.CH.EQUITY,X601601.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X2881.TT.EQUITY,X2882.TT.EQUITY,X2883.TT.EQUITY,X2888.TT.EQUITY,X267.HK.EQUITY,TED,RealEstateDiff
X000001.CH.EQUITY,0,0.010975665359791,0,0,0,0,0.0767270624340968,0,0,0.349639067943002,0,0,0,0,0,0.110473515552874,0.120817418966755,0,0,0,0,0,0,0,0,0,0,0,0.119380540464445,0,0,0,0,0,0,0,0,0,0,0,0,0.12677117632844,0,0,0.10169838631816,0,0,0,0,0.0399095213990813,0.0158608018069515,0
X002142.CH.EQUITY,0.149095729531798,0,0,0,0,0.0885700995247704,0,0,0,0,0,0,-0.0524949279961508,0,0.399032975122495,0,0,0,0,0,0,0,0.27956645065576,0,0,-0.224440915207251,0,0,0,0.0636050794908485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14597430775853,0,0,0,0,0.0273461206798867,-0.044031035364418,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0.223748137937566,0,0,0,0.117951784144021,0,0,0.104155469692497,0,0,0,0,0.11835162497889,0,0,0,0,0.0579995774166058,0,0,0,0,-0.0998346313281074,0,0,0,0,0.274891767318258,0.0514245865777548,0,0,0,0,0,0,0.0558923943144745,0,0.111511333278272,0,0,0,0,0.0490408493172427,0,0
X600015.CH.EQUITY,0,0,0,0,0.0658043486300422,0,0,0,0,0,0.132811905771381,0.118103752353513,0,0.0325790555307867,0,0,0.480948256608715,0,0,0,0,0.0359510443460588,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.144187938857293,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131958604997339,0,0,0,0,0.262790470322709,0,0,0,0.125810453506275,0.464458322715819,0,0,-0.123642629707754,0,-0.0694273697387312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180300686919652,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.226421257061955,0,0,0,0,0,0,0,0,0.2848299485164,0,0,0,0,0,0,0,0,0,0,0,0.201950427496477,0,0,0,0,0,0,0.227210784327441,0,0.159582707579444,0,0,0.0122692410279326,0.118751182855252,0,0.0364416492160387,0,0,0,0,0,0
X600919.CH.EQUITY,0.0573639712741663,0.39495256137495,0,0,0,0,0,0,0.0300575780317286,0,0,0,0,0.0680173721697385,0,0,0,0,0,0.413529704634474,0,0,0,0,0,0,0,0.0738207030002691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184040626293273,0,0,0,0.0112349753833537,0.0609555841274271,0
X600926.CH.EQUITY,0,0,0,0,0,0,0,0,0.154658314844362,0,0,0,0.0772652301842789,0,0,0,0,0.142099459820261,0,0,0,0,0.319677277061577,0,0,0,-0.0280414343329727,0,0,0,0,0,0,0,0.193476989642583,0,0,0,0.101695058448837,0,0,0,0.0666795333919963,0,0,0,0,0,0,0,0.0122318777215447,0
X601009.CH.EQUITY,0,0,0,0,-0.202032169335703,0,0.321880668455295,0.332178164977636,0,0.214736513658527,0,0,0,0,0,0,0,0,0,0.154653145783651,0,0,0.068444792988173,0,0,0,0,0.0720153986870974,-0.0930024643482498,0,0,1.73472347597681e-18,-0.253010325846248,0,0,0,0,0,-0.00554142511212389,0,0,0,0,-0.00825048415519094,0,0,0.221822972364326,0,0.0665812323661497,0,0,-0.0269271126860236
X601166.CH.EQUITY,0.325687795150816,0,0.011593645315235,0,0,0,0,0,0.101794925074221,0,0,0,0,0,0,0,0,0.239525158746053,0,0.0978229962520028,0,0,8.67361737988404e-19,0,0,-0.0577917001518942,0,-0.0825471679699081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980241697464065,0.278705828094433,0,-0.046574593895925
X601169.CH.EQUITY,0,0,0,0.166551630409957,0,0,0,0,0,0,0,0.0665740031958638,0,0,0,0.0481893994513934,0,0,0.131593268146443,0,0.237357944672744,0.102931917969333,0,0,0.00373758708838642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144848758765065,5.42101086242752e-20,0,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0.197009960186677,-0.0589824765256097,0.0527937681593381,0,0,0,0,0,0,0,0.352728077479088,0,0,0,0,0,0,-0.125027765778054,0,0,0.31736160898334,-0.0342189099043951,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801840367097383,0,0,0,-0.0571961032670762,0,0,3.46944695195361e-18,0.288298257346424,0,0,0,0,0,0,0.115878402011921,-0.0433384737169009,0
X601288.CH.EQUITY,0,-0.0244841281912618,0,0,0,0,0,0.0807104186134109,0,0,0,0,0,0,0.351194870194809,0,-3.46944695195361e-18,0.0236048982953572,0.247077011904777,0,0.026358617732188,0,0,0,0,0,0,0.0847948250976697,0,0,0,0,0,0,0,0.0518684458670686,0,0,0,0,0,0,0,0,0.0447570329286572,0,0.166018831778092,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.378580152661459,0,0,0,0,0,0.139245164089281,0,0.168557860638467,0.1291383413222,0,0.0929001808680356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297333078080096,-0.0116726200785084,0,0,0
X601398.CH.EQUITY,0,0.242582707944959,0,0,0,0,-0.0579787266418593,0,0,0,0,0,0.417208977760948,0,0,0,0,0,0.105295983056494,0.234511721703685,0,0.0804189428077429,0,0,0,0,-0.0506895630577688,0,0,0,0,0,0,0,-0.168793488550664,0,0,0,0,0,0,0,0,0,0,0,0.0701122493916151,0,0,0,8.67361737988404e-19,-0.0365680094161508
X601577.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.737026863470722,0,0,0.11074802393674,0.0294234921775026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521941803770283,0,1.38777878078145e-17,0,0,0,0,0.0980170849212571,0,0,0,0
X601818.CH.EQUITY,0.175064162011197,0,0,0.0600442475644092,0.194672169439301,0,0,0,0,0,0,0,0,0,0,0,0,-0.221517160863025,0,0.405658133076859,0,0.00224012326535529,0,0.198298384798974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184614264294492,0,0,0,0.0991470328851291,0,0,-0.026646260302052,0,0,0,0,0
X601838.CH.EQUITY,0,0,0,0,0.0646873243339218,0,0.33829362544674,0.356186990577607,3.46944695195361e-18,0,0,0,0.0251125888566237,0,0,0,0,0,0,0,0.0181743292837351,0,3.46944695195361e-18,0,0,0,-0.18609607608046,0,-0.0278323135819978,-0.0911215292329185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238648036684564,0,0,0,0.131861408216777,-0.142909024423809,0,0
X601939.CH.EQUITY,0,0,0,0,0.31232439441974,0,0.194125249655487,0,0,0,0.119337740155792,0,0,0.146212868556687,0.0819588872675447,0,0,0,0,0.149918736791891,1.38777878078145e-17,0,0,0,0,-0.00410542704975802,0,0,0.0180570361595008,0,0,-0.0189908099969105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0.189011012726219,0.197081858084539,0,0,0.276571127577876,0,0.0843951552729076,0,0,0,0.087134938023578,0,0,0,0.199167790368727,-0.099208322795427,0,0.113756851625318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615919565141668
X601997.CH.EQUITY,0,0,0,0,0.145793623108613,0,0,0,0,0,0.239012783542994,0.00518246034632679,0,0,0,0.198473733535375,0,0,0,0,0,0,0.156222911303431,0,0,0,0,0,0,0,0,0,0,0,0,0.189747376644321,0.0169958398662445,0.0297352704235034,0,0,0,0,0,0,0,0,0,0,0,0,-0.0488576532561291,0
X601998.CH.EQUITY,0,0,0,0.101146224441085,0,0,0,0,0,0,0,0,0,0.288932990080209,0,0,0,0,0,0,0,0,-0.148018924747955,0,0,0,-0.421983321628147,0,0,0,0,0,0,0,0,0,0.0283560581737049,0,0,0,-0.107843926293475,0.131220725593426,0,0,0.279261860337282,0,0,0,0,0.083543886341905,0,-0.130917765142524
X601658.CH.Equity,0,0.145251565168049,0,0,0,0.240129354428092,0,0.0390939139518446,0,0,0,0,0,0,0,0,0.154401425448553,0.0470856955494753,0,0.0807774658179852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0692916105927369,0,0.0256592776573824,0,0,0,0,0,0,0,0,0,0
X601916.CH.Equity,0,0,-0.244348099687862,0,0.0580445667523738,0,0,0.297751373195906,0,0.147732436509748,0,0,0,0,0,0,0,0,0,-0.0974829924395525,-0.119945353095613,0,0,0,0,0,0,0.0092895814551446,0,0,0.0697281886225647,0,0,0,0,-6.93889390390723e-18,0.445419904710824,0,0,0,0.357923733539966,0,0,0,0,0,0,0,0,-0.0573198069748581,-0.26172918159338,0.186427446816269
X601077.CH.Equity,0,0,-3.46944695195361e-18,0.14371681717963,0,0.0457954620936988,0,0,0,0.0543172823085176,0.174959135161914,0.0682856701263408,0,0.0156795927653314,0,0.306089099164046,0,0,0,0,0,0,0,0.0313651836332373,0,0,0,0,0,0,0,0,0,0.034287250367306,0,0,0,0,0,0,0,0.0461065684913894,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,-0.0402437969800572,-0.0132523331317185,0,0,0,0,0,-0.139188324041256,0,-0.240877640526706,0,0,0,0,0.183316435288613,0,0,0,0,0.269708156176947,0,0,-0.0756089091649217,0,0,0,0.42234523270986,0,0,-0.100972509135749,0,0,0,0,0,0,0,0,0,0.281010168468332,0,0.542534434032609,0,0,0,0,0,0,0.250499114312803,-0.279383477905421,0,0
X2388.HK.EQUITY,0,0,0,0,-0.0318440547784836,0,0,-0.275086865285813,0,0,0,0,0,0,-0.0678052002367732,0,0,0.112947927708978,0,0,0,0,0,0,0,0.79814451204563,0,0,0,0,0,0,0,-0.0595532422687772,0.145542359258268,0,0,0,0,0,0.0705762101575693,0,0,0,0.258581635229218,0,0.0433519042200429,0,0,0.0563122562398995,0,0
X2801.TT.EQUITY,0,-0.183898291891933,-0.123343336286349,0,0,0,0,0,0.318409673364256,0,0,0,0.0113685109586705,0,0,0,0,0.162103879089126,0.00561930698079731,0,0,0,0,0.288377207234056,0,0,0,0,0.607888663457977,-0.0493443023426952,0,0.345425749016069,0,0,0,0,0,0,0,0,0,0,0,0,0.0375828166812688,0,-0.302051521148662,0,0,0,-0.213890191210968,0
X2880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0391040308716019,0,0,-0.0437056616356291,0,0,0,0,0,0,-0.000614987978196388,0.1270919529243,0,0,0,0,0.139635896501428,0,0.048848963628886,0,0.0583536180600369,0.304644624116395,0.460913376504645,0,0,0,0,0,-0.182921698830581,0,0,0,0,0,0,0,0.0233144998813321,0,0,0,0
X2884.TT.EQUITY,0,0.194944651337973,0,0,0,0,0,0,0,0,0,0,0,0,0.0598843496976929,0,0,-0.0379330362968874,0,0,0,0,0,0,0,-0.0508335023170819,0,0,0,0,0.513292218052894,0,0.307504848279351,0,0,-0.158053019946896,0,-0.00128566951424001,0,0,0,0,0,0,0,-0.111437431944517,0,0,0,0,0.00895762191947088,-0.116864140791222
X2886.TT.EQUITY,0,-0.0507492992939417,0,0,0.0485003690036913,0,0,0,0,0,0,0,-0.0523439918591629,0,0,0,0,-0.0823543762045348,0,0,0,0,-0.0910387265597169,0,0,0.0201664314856205,0,0.00157174609553121,0,0.38870726707483,0,0.21762524439252,0.382830648082447,0,0,0,0,0,0,0,0,0,0,0,0,0.00824533143511713,0,0,0.0507678631027781,0,0,0.142724853852422
X2891.TT.EQUITY,0,0,0,0,0,0,0,0,-0.124962515936549,0,0,0,0,0,0,0,0,0,0,0.0116164547255254,0,0.123417929242565,0,-0.0878579230506466,0,0,0,0.00164150476578089,0,-3.46944695195361e-18,0,0,0.488069574275957,0,0,0,0,0,0,0,0,0,0,0,0.0628885724036283,0.0230162581019422,0.0654801740882586,0,0.219246116729137,0,0,0
