,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X300059.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X267.HK.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0981803286509306,0.0348162560264659,0,0,0,0,0,-0.235348875996918,0,0,0,0,0,0,0,0,0,0,-0.0163301405519198,0.0968362290485855,0,0.270278667877735,0.450256978984718,0,0,-0.0217185062845039,0,0.139952391631961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0666717850415715,0,0,0.0601535132690473,0,0,0,0.178906947209574,0,0.0840840099369801,0.205554223862162,0,0,0,0,0,0,0.10176926879721,0,0,0,0.169271908052083,0,0,0,0,0.109486585767911,0.0172554327454751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543353681358486
X601939.CH.EQUITY,0,0,0,0.772420078426477,0,0,0,0,0,0.00162049415446706,0.0997884196259541,0,0,0,0,0,0.108956544566383,0,0,0,0,0,0,0,0,0,0,0.0126574467281963,0.0679390240274966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00606493838547775
X601288.CH.EQUITY,0,0,0.903951949029538,0,-0.0353912051922719,0,0,-0.0465119720990347,0,0,0,0,0,0,0,0.0111503772534827,0,0,0,0,0.0521755024378421,0,0,0.0829341735779178,0,0,0,0,0.0408254670945976,0.0411387964908834,0,0,0,0,0,0,0,0,0,0,-0.148022472527204,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.01410637135461,0,0,0,0,0,0,-0.0642620419175301,0.23910150624184,0,0.34113026240736,0,0,0,0,0,0,0.245344939246067,0,0,0,0,0,0,0,0,0,-0.111041114556273,0,0,0,0,0,0,0,0.338051752116262,0,0,0,0,0,0,0,0,0.0623220859702349,0,0,0,0,0.0519239276070875,0
X600036.CH.EQUITY,0,0,0,0.348242682073325,0,0,0,0,0.0753061144970202,0,0,0,0,0,0.00436921807081332,0,0.0199590465097223,0.146513979454947,0,0,0,0,0,0,0,0,0.101177717238337,0,0,0.16837354968331,0,0,0,0.0260631869393795,0,0,0,0,0,0,0,0,0,0,0.037417971804325,0,0,0.0433666642924647,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0626787423121069,0,0.0133193568590935,0,0,-0.0572362497499924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731058479581909,0,0,0,0,0,-0.0256652538639209,0,0,0,0,0,0,0,0,0,0,0.000466468167446669,-0.134222800756255,0,0.999763907234104,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318048746770872,0,0,0,0.0231821260739196,0,0,0,0,0,0,0,0.108866964652313,0,0,0,0.196481552135734,0,0,0,0,0.145888255189962,0,0,0,0,0,0,0.0661937547109577,-0.0489427734453883,-0.0626091345854608
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212251399741186,0.332295268723249,-0.0691119943689718,0,0.0408950993659537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428994164625318,0.0983429566718962,0,0,0.00632205915797758,0,-0.350039241018111,0,0.0766936164955992
X388.HK.EQUITY,0,0,0,0,0.247932344695142,0,0,0,0,0,0,0,0,0,0,0.144946100420814,-0.166367706498642,0,0,0,0.231344447055691,0.334549747023498,0,0,0,0,0,0.240842455847644,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509682823904285,0,0.154567257787412,-0.15484731613924,-0.106481185486928,0,0,-0.0743621854282679,0,0,0.101525255692179,0
