,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000001.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0687496632543491,0,0.669829879153706,0,0.0156867362934694,0,0,-0.0127491613696606,0,0,0,0,0,0,0.00720486434058518,0.125608269785133,0,0,-0.0012140574294672,0,0,0,0,0,0,0,0.0561584287663087,0,-0.0163432877976705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192034113943715,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.00164617899994296,0,0.0129618691818029,0,0,0,0,0,0.15947771300474,0,0,0,0,0.468882202384556,0,0,0,0,0,0,0,0,0,0,0,0.0478932132252029,-2.71050543121376e-20,0,0,0,0,0.0674753249651574,0,0,0,0,0,0.112432636462904,0,0,0,-3.46944695195361e-18,4.33680868994202e-19,0,0,-0.149072972695381
X601939.CH.EQUITY,0,0,0,0,0.441082751194419,0,0,0,0,0.114067784747313,0.255422085567122,0,0.0385116026431647,0,0,0.16849911337303,0,0.00816586823930679,0,0,0,0,0,0.00660794154545091,0,0.0419269657880161,0.0349472366532575,0,0,0,0,0,0,0,0.0531087742018424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846379159090187
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165184026009656,0,0.0717836432422907,0,0,0,0,0,0,0.328682158960998,0,0,0,0.20334374105382,0.0880368502925272,0,0,-0.00204374870020128,0,0,0,0,0,0.162261753091012,0.031922469262321,0,0.0642708384280624,0,0,0,0,0,0,0,0,0,0,0.158635398031176,0,0,0,0,0
X601288.CH.EQUITY,0.3383928721513,0,0.2336489422183,0,0,0,0,-0.134982239608278,0,0,0,0,0,0,0,0,0.0205803412125225,0,0,0,0,0,0,0,0,0,0,0,0,0.150217991940766,0,0,0,0,0,0,0.017367706742519,0,0,0,0.105692171260081,0,-0.0178192029741165,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.249153073922742,0,0,0,0,0,0.0387403084356062,0,0,0,0,0,0,0.252376518861742,0,0.000436934610102131,0.123888069147151,0,0,0,0.0100023005840809,0,0,0,0.260501501488412,0,0.0571633860185579,0.0832968298799939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0.266327877544837,0,0,0,0,0,0,0,0,0,-0.0742481301297786,0,0,0,0,0,0.0348580031881948,0,0,0,0,0,-0.0641194649769991,0,-0.0348470925534543,0,0,0,-0.169809990029004,0,0,0,0,0,0,0,0,0,0,0,0,0.00641446076171809,-0.0445380150519439,0.942352868932328,0,0.0821266546022749,0
X1299.HK.EQUITY,0,0,-0.189367855517021,0,-0.103913223918049,0,0,0,0,0.301877746823654,0.050009152555438,0,0,0.088110280641475,0,0,0.0294254779421059,0,0,0,-0.0825887458226226,0.150375142976155,0,0,0,0,0.393714942241746,0,0,0,0,0,0,0,0,0,0.0598131653634707,0.0506499254607974,0,0.0207849472289831,0,0.00433218316739633,0,0,0.147604218415895,0,0,0.044829703752502,0,-1.38777878078145e-17,0,-0.107336498887483
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.237899043553496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610635054844169,0.0224148397997014,0.367915378991017,0,0.115561060188726,0,0,0,0,-0.062766471702608,0,0.0828422639491512,0,0,0,0,0.147097630790075,0,0.322998552561834,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.0856395733277759,0,0,0,0,0,0.0293523762453153,0,0,0,0.141977226634973,0,0,0,0,0.00276890607454392,0,0,0,0.10432066900316,0.0844943345417845,0.0140544546515338,0,0,0,0,0,0,0,0.110861893558517,0,0,0,0,0,0.0482478934557349,0.0998274826463269,0.290456824323513,0,-0.294974838690387,0,0,0,0.00701256345096163,0,0.274996172873165,0,0,0,0,0
