,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.293171763404648,0,0.00552373035907004,0,0,0.441196405331839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115558647178818,0,0,0,0.0655391548161599,0,0,0,0.0183570154322561,0,0,0,0,0,0,0.0770031566621116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.224856115397189,0,0,0,0,0,0.179764497804089,0,0,0,0.0152928624822609,0,0.0945638392782469,0,0,0.0873779551739815,0,0.137052001201507,0,0,0,0,0,0,0,0,0,0.0215228720241955,0,0,0,0,0,0,0,0.0678992578004557,0,0,0,0.00559112325309555,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.144728725765418
X601939.CH.EQUITY,0.488931679321093,0.284127856744411,0,0,0,0,0,0.214833516029825,0,0,0,0.0565147883209391,0,0,0,0,0,0,0,0,0,-0.144463848366454,0,0,0,0,0,0,0.163656784696335,0,-0.073349819533199,0,0.0526206434152899,0,0,0,0,0,0,-0.0979271400151794,0,0,0,0,0,0,0,0,0,0.0579777579857266,-0.0921254534785057,0
X601288.CH.EQUITY,0,0,8.67361737988404e-19,0,0,0.00465587205370334,0,0.556989728264531,0,-0.0853956561395824,0,0.045753108234505,0,0,0,0,0,0,0,0,0,0.0754088085930848,0.0890054174682325,0.0801596754152314,0,0,0,0,0.110484144134655,0,0,0,0.0542184572110819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595359572508224,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0.205255292880934,0.115074270745568,0,0,0,-0.0790604184879721,0.19791669050559,0,0,0.108126450407329,0,0,0,0,0,0,0.100955311501891,0,0,0,0.00818162342734564,0,0.0304502608951824,0,0.0276792130695696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367097057760285,0.0371484214039318,0
X601628.CH.EQUITY,0.0683891758149441,0,0,0,-0.00026408232432829,0,0,0,0,0,0,0,-0.0649878419694574,0,0,-0.208312539398072,0,0,0,0,0,0.183211037451069,0,0,0.0726087984895321,0,-0.0987969636151396,0,0,0,-0.00554562920307917,0,0,0.583249996110469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147671010401045,0
X1299.HK.EQUITY,0,0,-0.230997938777796,0,0,0,0,0,0,0.128552280704303,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0205562572567082,0.10395301163864,0,0,0,0,0,0,0,0,0.204584061248492,0,0,0,0,0.0110709561620154,0,0.175841081331015,0.0342236723113136,0.102229802567141,0,0.315022107254432,0,0,0.271020630565929,0,0,0,0,0
X601988.CH.EQUITY,0.167270792628844,0,0.0958821601209619,0.376170836050949,0,0,0,0,-2.71050543121376e-20,0.0473319749316122,0,0,0.181370946122851,0,0,0,0.132965691126812,0,0,0,0,0,0.00268522176249672,0.0209708319998115,0,0,0,0,0,0.0959961416216017,0,0,0,0,0,0,0.0187770576717295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.247368077534674,0,0,0,0,0,0,0,0,0,0,0,-0.0858471298833021,0,0,0,0,0,0,0,0,0,0.36708272561176,0,0.0745575280412522,0,0.0631106816598265,0,0,0,0,0.0437124870334925,0,0,0,0,0,-0.0164025116413869,0,0.224346532949964,0,0,0.103951268591971,0,0,0,0.123828566550046,0,0,0,0
X388.HK.EQUITY,0,0,0,0,-0.272617703112035,0,0.279696730223773,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.09449395313673,0.399432822652794,0,0,0,0,0,0.022289292824677,0,0,-0.0118655712088425,0,-0.188700887163141,0,0,0,0,0,0.104803437450202,0.130186395038743,0,0,0,0,0,0,0.0795336921437116,0,0,0,-0.00995430419602147,0
X601166.CH.EQUITY,0,0,0.0237194405293221,0,0,0,0,0,0.0177541999669347,0,0,0.0415869083730464,0.163507516948349,0,0,0.140936952768442,0,0,0,0,0,0,0,0,0,0.00644365007884375,0.186176765280605,0,0.382290805472663,0,0,0,0,0.0213632274120017,0,0,0.0103272126663265,0,0,0,0,0,0,0,0,0,-0.0127425369219272,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.243018942293461,0,0,-0.069588244838125,0.172917312345939,0,0,0.264595556125582,0,0.0775290293977174,0,0,0.0193484152969905,0.479785556563776,0,0,0,0,0.319533619195052,0,0,0,0,0,0,0,0,0,-0.306464139797648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.342916881271371,0,-0.0289999925961812
X000001.CH.EQUITY,0,0.101596174736783,0,0,0.150188139888046,0,0,0.248463653392761,0,0.042192851305006,0.312101851660872,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.198553809231469,0,0,0.172097617526445,0,0,-0.0933065808099719,8.67361737988404e-19,0,-0.311818887262021,0,0,0,0,-0.052182999751094,0,0,0,0,0,0,0,0,0,-0.0151776122703741,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0419547124811842,-0.0291455704152786,0,0,0,0,0,0,0,0.263565479060537,0,0,0,0,0,0,0,0,0,0,0,0,0.0320001643809952,0,0.0365540313718163,0.0335155630072814,0.257766381065398,0.182351108904027,0.00584538582639062,0,0,0,0,0.200232312021637,0,-8.67361737988404e-19,0.0529390356563169,0,0,0.0663028648088055,0,0,0
X601601.CH.EQUITY,0,0.0462062003181186,0,0,0,0,0,0.0993721312614238,0,-0.0120123310306646,0,0,0.35709184212409,0,0,0,0,0,0,0.17958800284315,0,0,0,0,0,0.0515569822001833,0,0.0167381748895316,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531522519319818,0,0,0,0.241160916229429,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0649675057876863,0,0.124186303314099,0,0,0,0,0,0,0,0,0,0,0.348134863588598,0.0142888023753314,-0.130156866076952,0,0,0.444482803817727,0,0.0701407661387573,0,0,0,0,0,0,0,0,0,0,0,0,0.059220747245099,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.142339074700703,0,0,0,0,0,0.294293357751802,0,0,0,0,0,0,0.128260977385316,0,0,0,0,0,0,0,0,0,0,0,0,0.150306400297434,0,0.0200479676900098,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.19940164875545,0,0,0.134208074713763,0,0,0,0,0,0,0,0,0,0,0,0.319468064799042,0,0,0,0,0,0.133909499711696,0,0,0,0,0.00755486084489148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524005404742762,0.0458837954108845,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0925435792633935,0,0,0,0,0,0,0,0,0.0292282701599889,-0.0579662141557414,0.561599968095384,-0.0847256868548329,0,-0.0201751882132625,0,0,0,0,0,0.0872416550438554,-0.0774124523994099,0,-0.132092235755589,0,-0.0108690552580307,0,0,0,0,0,0,0,0,0,0,0.207495597591652,0,0,0,0,0,0,0.101010938990558,0,0,-0.0518819877803609,0,-0.168708655700795,0
X601319.CH.EQUITY,0,0.106448718172202,0.165989418207157,0,0,0,0,0.056560893861933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130530336814184,0,0,0.0206602232835956,0,0,0.0489440155156486,0,0,0,0,0,0.158590150116259,0.00525731684933674,0.124777767173723,0,0,0,0,0,0,0,0,0.0707874233418048,0.00480632738916367,0,0,3.46944695195361e-18,0.0142649154016333,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.0558456452288899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215904143283801,0.0301496318944367,0,0,0,0,0,0.105946444535881,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0.453640054642333,0.0931173366330111,0,0.133136854889832,-0.0858304675717722,0,-0.496819222814474,-0.143697400434908,0.213193587345475,0,0,0
