,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.484858638617065,0.0899791646428943,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.0816327324203098,0.0668177394652511,0,0,0,0,-0.143776660791507,0,0,0,0,0,0,0,0,0.0247318658196274,0,0,0,0,0,0,0.0485342945305421,0,0,0,0,0,0,0,0,0,0,0.100365333079315,0.182411040430855,0.0392264563310889,0,0
X601318.CH.EQUITY,0,0,0.210127001976684,0.109194357665425,0,0,0,0,0,0,0,0,0,0,0.296311256463703,0.071049540363336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140467600597051,0,0,0,0,0,0,0,0.099704515110152,0,0,0,0,0,0,0,0.0238476133628049,0,0,0
X601939.CH.EQUITY,0.331724035755531,0,0,0,0,0,0,0,0,0,0,0,0,0.456194196707583,0,0,0,0,0.148634299231025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104775438444944,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0
X601288.CH.EQUITY,0.347939679150846,0,0.0171104339606247,0,0.506036211248776,0,0,0,0,0,0.0105406444151036,-6.93889390390723e-18,0,0,0,0.048828523835957,0,-0.031865220629687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000431332361360034,0,0,0,0,0,0,0,0.0857468033946542,0,0,0
X601988.CH.EQUITY,0,0,0,0.109217153895675,0,0,0,0,0,0,0,0.500006178603894,0,0,0,0,0,0,0,0,0,0,0.020793472727915,0,0.00745540373142755,0,0,0,0,0,0,0,0,0,0.104788498569442,0,0,0,0,0,0.112195916552502,0,0,0,0,0.0312820696336383,0,-3.46944695195361e-18,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.209059784246915,1.38777878078145e-17,0,0.0700181437341472,0,0,0,0,0.327586505962292,0,6.93889390390723e-18,0,0.510534171593065,0.145640903776922,-0.614703708232919,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.3276182190943,-0.0991977751055316
X600036.CH.EQUITY,0.0937124102848482,0.0304329697784772,0,0,0,0,0,0,0,0,0.156468297772797,0,0,0,0.0502167250764452,0,0,0,0.0729461760051275,0,0,0,0,0,0,0,0,0,0,0,0.107841038500517,0,0,0.239498652039825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213287280949164,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.121514134228718,0.0260864596643169,0,0,0,0.0888970496184688,0.0843190534049403,0,0,1.38777878078145e-17,0,0,0,0.0707791264164023,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.313052849998985,0,0,0
X601628.CH.EQUITY,0,0,0.299877696222683,0.135002049994302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600230426078039,0.0499786673748045,-0.00745144300547333,0,0,0,0,0,0,0,0,0.202499722017591,0,0,0,0,0.00756363987023749,-4.33680868994202e-19,0,0,0,0,0,0,0.10458206506002,0,-1.38777878078145e-17,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.211955711364249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42404377973716,0,0,0,-0.166625505454919,-1.38777878078145e-17,0.507859156749479,-0.411856190747225,0,0,0,0,0.824830762238207,0,-0.32277862886109,0,-0.0226594533864581,-0.167820499638202
X601166.CH.EQUITY,0,0,0,0.176879505022814,0,0,0.253579554737908,0,0,0,0,1.38777878078145e-17,0,0.141181575949051,0,0,0,-0.0235041635890889,0,0,0,0,0,0,0,0,0,0,0,0,0.281883464847632,0,0,0,0,0,0,0,0.139125856646314,0,0,0,0,0,0,0.0485720330701923,0,0,0,0,0,0
X601328.CH.EQUITY,0,-6.93889390390723e-18,0,0.255487742882521,0.201850488095897,0,0,0,0,0,0,0,0,0.176121422944811,0,0,0,0,0,0,0,0,0.279996041218934,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0416192579860468,0,0,0.0471793560815679,0,0,0,0,0,0.0296012276477245,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.023069945571216,0,0,0.0220580392324557,0,0,0.0364180519757058,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.00299641936731562,0,0,0,0,0,0,0,0.102631810783896,0.57079255078173,0.0703402536778333,0,0,0,0,0.00840820634026844,0.0458261829719227,0,0,0,0,0,0,-0.0771554597035449,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00352417697605826,0.435113595529339,0,0,0.0834295299640551,0,0,0,-3.46944695195361e-18,0,0,0.00463565678113221,0,0,0.0969141730354807,0,0,0,0,0,0,0.0141883060573803,0,0,0,0,0,0,0,0,0.0672905485063565,0,0,0,0.0442316545487317,0,0.267027084083624,0,0,0,0,0
