,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600030.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X1113.HK.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X12.HK.EQUITY,X600918.CH.Equity,X2882.TT.EQUITY,X823.HK.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,VXFXI.INDEX,CN210SLOPE
X601398.CH.EQUITY,0,0,0.00538716222683373,0,0.231901152288277,0,0,0,0,0,-0.216381207642598,0,0,0,0,0,0,0,0,0,0,0,0.470062947563621,0.475024881388079,0,0,0.104620834917916,0,0,0,0,0,-0.0825230520061456,0,0,-0.180869917435187,0,0,0,-0.618050118040222,0,0,-0.0944238314068909,0.0352138118024054,0.0321851461969258,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.032343473240955,0,0,0.213845983580941,0,0,0,0,0,0,0,0.254495060761442,0.223341886454013,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0.0326265368037276,0,0,0,0,0,0,0,0,0,0,0,0,-0.00864251919228039,0,0,0,0,0,0,0,0,0,0.00658471416647676,0,0.236119952225057,0,0,-0.131016090582504
X601318.CH.EQUITY,0,0,0,0,0.0243562361848062,0.263515410908052,0.138410551894354,0,0,0,0,0,0,0,0,0,0,0,0,0.223195202833636,0,0.153491329435086,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.279264716330094,0,0,0.328584324647154,0,0,0.0593656246868776,0,0,0.0186611961586933,0,0.104954136177815,0,0.0643383478127406,0,0,0,0,0,0.0686572539203654,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0609445257956989,0,0,0,0,0,0,0.00590995617418207,0.0269053926393405
X601988.CH.EQUITY,0,0,0,0.300568812946764,0,0,0,0,0,0.35822387933486,0,0.0905934179897445,0,0,0,0,0.203938903065317,0,0.044970676376991,0,0,0,0,0.012858466546508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.307452644533701,0.0494411170989317,0,0,0,0,0,0,0,0,0,-0.200741137826864
X600036.CH.EQUITY,0,0.087057407362243,0,0,0,0,0.0349418327475212,0.0623404387644452,0,0,0,0.114626080268158,0,0,0,0,0,0,0,0.126731467336313,0,0,0,0,0.016638766630418,0,0.00161348505879073,0,0,0,0,0,0,0.387425900564395,0,0,0,0,0,0,0,0,0,0,0,0.0727832261997512,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.27519457342196,0,0,0,0,-0.0681358741928543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953748075269532,0.155131964547755,0.156463025310435,0,0,0,0.0747217038961403,0.0310288257534633,0,0.0344997976080915,0.0336246304120546,0,0,0,0,4.33680868994202e-19
X1299.HK.EQUITY,0,0,0,0,0,0,0.0931172398293009,0,0,0,0,0,0,0,0,0.0571159218118258,0,0,0,0,0,0.231930913822247,0,-0.0517819669800068,0,0.0108968116478611,0,1.38777878078145e-17,0,0,0.135375109995884,0,0,0,0,0,0,0,0,0,0,0,0.0503955187665285,0.183675968048177,0,0.483174602349978,0,0,0,0,-0.0590395005248504,0
X5.HK.EQUITY,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340198699635255,0,-0.0535572710728581,0,0,-0.578120622980514,0.838835020508718,0,0,0.141977448915086,0.641368048092574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185590828641591,0,0
X601658.CH.Equity,0,0,0,0.0410456065101435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294572323767747,0.0540617885446475,0,-4.33680868994202e-19,0,-0.00683286612202813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217607554014313,0,0,-0.0123358181530553,0,0,0,0,-2.16840434497101e-19,0
