Apr 18 2013;BV010082 INDEX;;CVIX INDEX;;DXY INDEX;;SPX INDEX;;VIX INDEX;;;VCRIX
;6/12/18;2.296;9/18/18;7.49;4/25/18;91.172;6/28/18;2716.31;6/28/18;16.85;;
;6/13/18;2.314;9/19/18;7.49;4/26/18;91.561;6/29/18;2718.37;6/29/18;16.09;;
;6/14/18;2.306;9/20/18;7.57;4/27/18;91.542;7/2/18;2726.71;7/2/18;15.6;;
;6/15/18;2.302;9/21/18;7.72;4/30/18;91.841;7/3/18;2713.22;7/3/18;16.14;;
;6/18/18;2.303;9/24/18;7.75;5/1/18;92.449;7/5/18;2736.61;7/5/18;14.97;;
;6/19/18;2.299;9/25/18;7.69;5/2/18;92.512;7/6/18;2759.82;7/6/18;13.37;;
;6/20/18;2.308;9/26/18;7.5;5/3/18;92.414;7/9/18;2784.17;7/9/18;12.69;;
;6/21/18;2.299;9/27/18;7.6;5/4/18;92.566;7/10/18;2793.84;7/10/18;12.64;;
;6/22/18;2.304;9/28/18;7.58;5/7/18;92.749;7/11/18;2774.02;7/11/18;13.63;;
;6/25/18;2.298;10/1/18;7.55;5/8/18;93.12;7/12/18;2798.29;7/12/18;12.58;;
;6/26/18;2.297;10/2/18;7.67;5/9/18;93.04;7/13/18;2801.31;7/13/18;12.18;;
;6/27/18;2.282;10/3/18;7.62;5/10/18;92.65;7/16/18;2798.43;7/16/18;12.83;;
;6/28/18;2.287;10/4/18;7.72;5/11/18;92.537;7/17/18;2809.55;7/17/18;12.06;;
;6/29/18;2.293;10/5/18;7.65;5/14/18;92.587;7/18/18;2815.62;7/18/18;12.1;;
;7/2/18;2.307;10/8/18;7.83;5/15/18;93.219;7/19/18;2804.49;7/19/18;12.87;;
;7/3/18;2.312;10/9/18;7.87;5/16/18;93.392;7/20/18;2801.83;7/20/18;12.86;;
;7/5/18;2.318;10/10/18;7.65;5/17/18;93.469;7/23/18;2806.98;7/23/18;12.62;;
;7/6/18;2.316;10/11/18;7.74;5/18/18;93.637;7/24/18;2820.4;7/24/18;12.41;;
;7/9/18;2.325;10/12/18;7.61;5/21/18;93.677;7/25/18;2846.07;7/25/18;12.29;;
;7/10/18;2.334;10/15/18;7.64;5/22/18;93.609;7/26/18;2837.44;7/26/18;12.14;;
;7/11/18;2.329;10/16/18;7.46;5/23/18;94.003;7/27/18;2818.82;7/27/18;13.03;;
;7/12/18;2.345;10/17/18;7.57;5/24/18;93.775;7/30/18;2802.6;7/30/18;14.26;;
;7/13/18;2.345;10/18/18;7.59;5/25/18;94.253;7/31/18;2816.29;7/31/18;12.83;;
;7/16/18;2.36;10/19/18;7.51;5/28/18;94.418;8/1/18;2813.36;8/1/18;13.15;;
;7/17/18;2.373;10/22/18;7.56;5/29/18;94.82;8/2/18;2827.22;8/2/18;12.19;;
;7/18/18;2.373;10/23/18;7.86;5/30/18;94.069;8/3/18;2840.35;8/3/18;11.64;;
;7/19/18;2.358;10/24/18;7.89;5/31/18;93.979;8/6/18;2850.4;8/6/18;11.27;;
;7/20/18;2.362;10/25/18;7.83;6/1/18;94.156;8/7/18;2858.45;8/7/18;10.93;;
;7/23/18;2.378;10/26/18;7.9;6/4/18;94.038;8/8/18;2857.7;8/8/18;10.85;;
;7/24/18;2.379;10/29/18;7.99;6/5/18;93.876;8/9/18;2853.58;8/9/18;11.27;;
;7/25/18;2.388;10/30/18;7.97;6/6/18;93.614;8/10/18;2833.28;8/10/18;13.16;;
;7/26/18;2.395;10/31/18;7.98;6/7/18;93.435;8/13/18;2821.93;8/13/18;14.78;;
;7/27/18;2.391;11/1/18;7.93;6/8/18;93.535;8/14/18;2839.96;8/14/18;13.31;;
;7/30/18;2.393;11/2/18;7.64;6/11/18;93.608;8/15/18;2818.37;8/15/18;14.64;;
;7/31/18;2.397;11/5/18;7.83;6/12/18;93.818;8/16/18;2840.69;8/16/18;13.45;;
;8/1/18;2.409;11/6/18;7.87;6/13/18;93.544;8/17/18;2850.13;8/17/18;12.64;;
;8/2/18;2.404;11/7/18;7.72;6/14/18;94.879;8/20/18;2857.05;8/20/18;12.49;;
;8/3/18;2.407;11/8/18;7.65;6/15/18;94.788;8/21/18;2862.96;8/21/18;12.86;;
;8/6/18;2.411;11/9/18;7.71;6/18/18;94.756;8/22/18;2861.82;8/22/18;12.25;;
;8/7/18;2.421;11/12/18;8.02;6/19/18;95.013;8/23/18;2856.98;8/23/18;12.41;;
;8/8/18;2.426;11/13/18;8.1;6/20/18;95.124;8/24/18;2874.69;8/24/18;11.99;;
;8/9/18;2.416;11/14/18;8.25;6/21/18;94.862;8/27/18;2896.74;8/27/18;12.16;;
;8/10/18;2.397;11/15/18;8.53;6/22/18;94.52;8/28/18;2897.52;8/28/18;12.5;;
;8/13/18;2.402;11/16/18;8.3;6/25/18;94.289;8/29/18;2914.04;8/29/18;12.25;;
;8/14/18;2.41;11/19/18;8.3;6/26/18;94.676;8/30/18;2901.13;8/30/18;13.53;;
;8/15/18;2.403;11/20/18;8.33;6/27/18;95.29;8/31/18;2901.52;8/31/18;12.86;;
;8/16/18;2.417;11/21/18;8.21;6/28/18;95.312;9/4/18;2896.72;9/4/18;13.16;;
;8/17/18;2.413;11/22/18;8.16;6/29/18;94.47;9/5/18;2888.6;9/5/18;13.91;;
;8/20/18;2.4;11/23/18;8.34;7/2/18;94.871;9/6/18;2878.05;9/6/18;14.65;;
;8/21/18;2.406;11/26/18;8.12;7/3/18;94.591;9/7/18;2871.68;9/7/18;14.88;;
;8/22/18;2.397;11/27/18;8.08;7/4/18;94.531;9/10/18;2877.13;9/10/18;14.16;;
;8/23/18;2.401;11/28/18;8.11;7/5/18;94.395;9/11/18;2887.89;9/11/18;13.22;;
;8/24/18;2.412;11/29/18;8.2;7/6/18;93.963;9/12/18;2888.92;9/12/18;13.14;;
;8/27/18;2.425;11/30/18;8.31;7/9/18;94.077;9/13/18;2904.18;9/13/18;12.37;;
;8/28/18;2.435;12/3/18;8.02;7/10/18;94.158;9/14/18;2904.98;9/14/18;12.07;;
;8/29/18;2.439;12/4/18;8.09;7/11/18;94.719;9/17/18;2888.8;9/17/18;13.68;;
;8/30/18;2.424;12/5/18;8.13;7/12/18;94.827;9/18/18;2904.31;9/18/18;12.79;;
;8/31/18;2.428;12/6/18;8.54;7/13/18;94.677;9/19/18;2907.95;9/19/18;11.75;;
;9/4/18;2.445;12/7/18;8.49;7/16/18;94.511;9/20/18;2930.75;9/20/18;11.8;;
;9/5/18;2.451;12/10/18;8.59;7/17/18;94.985;9/21/18;2929.67;9/21/18;11.68;;
;9/6/18;2.452;12/11/18;8.4;7/18/18;95.085;9/24/18;2919.37;9/24/18;12.2;;
;9/7/18;2.487;12/12/18;8.41;7/19/18;95.164;9/25/18;2915.56;9/25/18;12.42;;
;9/10/18;2.493;12/13/18;7.97;7/20/18;94.476;9/26/18;2905.97;9/26/18;12.89;;
;9/11/18;2.515;12/14/18;7.99;7/23/18;94.632;9/27/18;2914;9/27/18;12.41;;
;9/12/18;2.515;12/17/18;7.98;7/24/18;94.613;9/28/18;2913.98;9/28/18;12.12;;
;9/13/18;2.52;12/18/18;8.05;7/25/18;94.233;10/1/18;2924.59;10/1/18;12;;
;9/14/18;2.542;12/19/18;8.15;7/26/18;94.785;10/2/18;2923.43;10/2/18;12.05;;
;9/17/18;2.541;12/20/18;8.23;7/27/18;94.669;10/3/18;2925.51;10/3/18;11.61;;
;9/18/18;2.554;12/21/18;8.37;7/30/18;94.348;10/4/18;2901.61;10/4/18;14.22;;
;9/19/18;2.565;12/24/18;8.58;7/31/18;94.554;10/5/18;2885.57;10/5/18;14.82;;
;9/20/18;2.563;12/25/18;8.6;8/1/18;94.661;10/8/18;2884.43;10/8/18;15.69;;
;9/21/18;2.572;12/26/18;8.67;8/2/18;95.17;10/9/18;2880.34;10/9/18;15.95;;
;9/24/18;2.582;12/27/18;8.72;8/3/18;95.161;10/10/18;2785.68;10/10/18;22.96;;
;9/25/18;2.589;12/28/18;8.73;8/6/18;95.358;10/11/18;2728.37;10/11/18;24.98;;
;9/26/18;2.583;12/31/18;8.66;8/7/18;95.186;10/12/18;2767.13;10/12/18;21.31;;
;9/27/18;2.591;1/1/19;8.69;8/8/18;95.092;10/15/18;2750.79;10/15/18;21.3;;
;9/28/18;2.589;1/2/19;9.222907;8/9/18;95.504;10/16/18;2809.92;10/16/18;17.62;;
;10/1/18;2.598;1/3/19;8.952615;8/10/18;96.357;10/17/18;2809.21;10/17/18;17.4;;
;10/2/18;2.596;1/4/19;8.953389;8/13/18;96.391;10/18/18;2768.78;10/18/18;20.06;;
;10/3/18;2.613;1/7/19;8.17;8/14/18;96.731;10/19/18;2767.78;10/19/18;19.89;;
;10/4/18;2.627;1/8/19;8.1;8/15/18;96.696;10/22/18;2755.88;10/22/18;19.64;;
;10/5/18;2.636;1/9/19;8.33;8/16/18;96.645;10/23/18;2740.69;10/23/18;20.71;;
;10/9/18;2.645;1/10/19;8.11;8/17/18;96.101;10/24/18;2656.1;10/24/18;25.23;;
;10/10/18;2.635;1/11/19;8.15;8/20/18;95.9;10/25/18;2705.57;10/25/18;24.22;;
;10/11/18;2.629;1/14/19;7.98;8/21/18;95.256;10/26/18;2658.69;10/26/18;24.16;;
;10/12/18;2.631;1/15/19;8.07;8/22/18;95.146;10/29/18;2641.25;10/29/18;24.7;;
;10/15/18;2.642;1/16/19;7.9;8/23/18;95.666;10/30/18;2682.63;10/30/18;23.35;;
;10/16/18;2.645;1/17/19;7.77;8/24/18;95.146;10/31/18;2711.74;10/31/18;21.23;;
;10/17/18;2.657;1/18/19;7.8;8/27/18;94.779;11/1/18;2740.37;11/1/18;19.34;;
;10/18/18;2.652;1/21/19;7.51;8/28/18;94.72;11/2/18;2723.06;11/2/18;19.51;;
;10/19/18;2.676;1/22/19;7.66;8/29/18;94.6;11/5/18;2738.31;11/5/18;19.96;;
;10/22/18;2.678;1/23/19;7.62;8/30/18;94.723;11/6/18;2755.45;11/6/18;19.91;;
;10/23/18;2.663;1/24/19;7.53;8/31/18;95.14;11/7/18;2813.89;11/7/18;16.36;;
;10/24/18;2.632;1/25/19;7.49;9/3/18;95.14;11/8/18;2806.83;11/8/18;16.72;;
;10/25/18;2.649;1/28/19;7.48;9/4/18;95.439;11/9/18;2781.01;11/9/18;17.36;;
;10/26/18;2.631;1/29/19;7.41;9/5/18;95.184;11/12/18;2726.22;11/12/18;20.45;;
;10/29/18;2.635;1/30/19;7.4;9/6/18;95.021;11/13/18;2722.18;11/13/18;20.02;;
;10/30/18;2.656;1/31/19;7.43;9/7/18;95.365;11/14/18;2701.58;11/14/18;21.25;;
;10/31/18;2.675;2/1/19;7.37;9/10/18;95.15;11/15/18;2730.2;11/15/18;19.98;;
;11/1/18;2.666;2/4/19;7.27;9/11/18;95.249;11/16/18;2736.27;11/16/18;18.14;;
;11/2/18;2.695;2/5/19;7.28;9/12/18;94.799;11/19/18;2690.73;11/19/18;20.1;;
;11/5/18;2.697;2/6/19;7.63;9/13/18;94.518;11/20/18;2641.89;11/20/18;22.48;;
;11/6/18;2.709;2/7/19;7.63;9/14/18;94.927;11/21/18;2649.93;11/21/18;20.8;;
;11/7/18;2.723;2/8/19;7.67;9/17/18;94.496;11/23/18;2632.56;11/23/18;21.52;;
;11/8/18;2.737;2/11/19;7.57;9/18/18;94.64;11/26/18;2673.45;11/26/18;18.9;;
;11/9/18;2.723;2/12/19;7.51;9/19/18;94.537;11/27/18;2682.17;11/27/18;19.02;;
;11/13/18;2.709;2/13/19;7.44;9/20/18;93.912;11/28/18;2743.79;11/28/18;18.49;;
;11/14/18;2.697;2/14/19;7.52;9/21/18;94.22;11/29/18;2737.76;11/29/18;18.79;;
;11/15/18;2.696;2/15/19;7.56;9/24/18;94.185;11/30/18;2760.17;11/30/18;18.07;;
;11/16/18;2.673;2/18/19;7.47;9/25/18;94.133;12/3/18;2790.37;12/3/18;16.44;;
;11/19/18;2.665;2/19/19;7.37;9/26/18;94.193;12/4/18;2700.06;12/4/18;20.74;;
;11/20/18;2.675;2/20/19;7.46;9/27/18;94.894;12/6/18;2695.95;12/6/18;21.19;;
;11/21/18;2.686;2/21/19;7.3;9/28/18;95.132;12/7/18;2633.08;12/7/18;23.23;;
;11/23/18;2.692;2/22/19;7.21;10/1/18;95.298;12/10/18;2637.72;12/10/18;22.64;;
;11/26/18;2.7;2/25/19;6.89;10/2/18;95.507;12/11/18;2636.78;12/11/18;21.76;;
;11/27/18;2.701;2/26/19;6.75;10/3/18;95.762;12/12/18;2651.07;12/12/18;21.46;;
;11/28/18;2.69;2/27/19;6.73;10/4/18;95.751;12/13/18;2650.54;12/13/18;20.65;;
;11/29/18;2.692;2/28/19;6.73;10/5/18;95.624;12/14/18;2599.95;12/14/18;21.63;;
;11/30/18;2.694;3/1/19;6.67;10/8/18;95.761;12/17/18;2545.94;12/17/18;24.52;;
;12/3/18;2.715;3/4/19;6.89;10/9/18;95.668;12/18/18;2546.16;12/18/18;25.58;;
;12/4/18;2.711;3/5/19;6.77;10/10/18;95.508;12/19/18;2506.96;12/19/18;25.58;;
;12/6/18;2.693;3/6/19;6.87;10/11/18;95.017;12/20/18;2467.42;12/20/18;28.38;;
;12/7/18;2.676;3/7/19;6.96;10/12/18;95.221;12/21/18;2416.62;12/21/18;30.11;;
;12/10/18;2.685;3/8/19;6.93;10/15/18;95.059;12/24/18;2351.1;12/24/18;36.07;;
;12/11/18;2.706;3/11/19;6.84;10/16/18;95.048;12/26/18;2467.7;12/26/18;30.41;;
;12/12/18;2.704;3/12/19;6.79;10/17/18;95.575;12/27/18;2488.83;12/27/18;29.96;;
;12/13/18;2.695;3/13/19;6.8;10/18/18;95.9;12/28/18;2485.74;12/28/18;28.34;;
;12/14/18;2.684;3/14/19;6.72;10/19/18;95.713;12/31/18;2506.85;12/31/18;25.42;;
;12/17/18;2.657;3/15/19;6.44;10/22/18;96.013;1/2/19;2510.03;1/2/19;23.22;;
;12/18/18;2.634;3/18/19;6.41;10/23/18;95.961;1/3/19;2447.89;1/3/19;25.45;;
;12/19/18;2.633;3/19/19;6.22;10/24/18;96.434;1/4/19;2531.94;1/4/19;21.38;;
;12/20/18;2.639;3/20/19;6.29;10/25/18;96.679;1/7/19;2549.69;1/7/19;21.4;;
;12/21/18;2.63;3/21/19;7.08;10/26/18;96.359;1/8/19;2574.41;1/8/19;20.47;;
;12/24/18;2.6;3/22/19;7.02;10/29/18;96.579;1/9/19;2584.96;1/9/19;19.98;;
;12/26/18;2.622;3/25/19;7;10/30/18;97.011;1/10/19;2596.64;1/10/19;19.5;;
;12/27/18;2.595;3/26/19;6.81;10/31/18;97.127;1/11/19;2596.26;1/11/19;18.19;;
;12/28/18;2.577;3/27/19;7.01;11/1/18;96.277;1/14/19;2582.61;1/14/19;19.07;;
;12/31/18;2.574;3/28/19;7.23;11/2/18;96.542;1/15/19;2610.3;1/15/19;18.6;;
;1/2/19;2.568;3/29/19;6.93;11/5/18;96.279;1/16/19;2616.1;1/16/19;19.04;;
;1/3/19;2.494;4/1/19;6.83;11/6/18;96.317;1/17/19;2635.96;1/17/19;18.06;;
;1/4/19;2.557;4/2/19;6.81;11/7/18;95.997;1/18/19;2670.71;1/18/19;17.8;;
;1/7/19;2.579;4/3/19;6.89;11/8/18;96.724;1/22/19;2632.9;1/22/19;20.8;;
;1/8/19;2.605;4/4/19;6.52;11/9/18;96.905;1/23/19;2638.7;1/23/19;19.52;;
;1/9/19;2.589;4/5/19;6.45;11/12/18;97.542;1/24/19;2642.33;1/24/19;18.89;;
;1/10/19;2.587;4/8/19;6.2;11/13/18;97.303;1/25/19;2664.76;1/25/19;17.42;;
;1/11/19;2.578;4/9/19;6.18;11/14/18;96.803;1/28/19;2643.85;1/28/19;18.87;;
;1/14/19;2.567;4/10/19;6.18;11/15/18;96.927;1/29/19;2640;1/29/19;19.13;;
;1/15/19;2.563;4/11/19;5.49;11/16/18;96.465;1/30/19;2681.05;1/30/19;17.66;;
;1/16/19;2.565;4/12/19;5.53;11/19/18;96.193;1/31/19;2704.1;1/31/19;16.57;;
;1/17/19;2.575;4/15/19;5.62;11/20/18;96.836;2/1/19;2706.53;2/1/19;16.14;;
;1/18/19;2.597;4/16/19;5.52;11/21/18;96.712;2/4/19;2724.87;2/4/19;15.73;;
;1/22/19;2.584;4/17/19;5.52;11/22/18;96.712;2/5/19;2737.7;2/5/19;15.57;;
;1/23/19;2.585;4/18/19;5.48;11/23/18;96.916;2/6/19;2731.61;2/6/19;15.38;;
;1/24/19;2.574;4/19/19;5.44;11/26/18;97.074;2/7/19;2706.05;2/7/19;16.37;;
;1/25/19;2.59;4/22/19;5.5;11/27/18;97.369;2/8/19;2707.88;2/8/19;15.72;;
;1/28/19;2.588;4/23/19;5.48;11/28/18;96.786;2/11/19;2709.8;2/11/19;15.97;;
;1/29/19;2.58;4/24/19;5.73;11/29/18;96.778;2/12/19;2744.73;2/12/19;15.43;;
;1/30/19;2.548;4/25/19;6.2;11/30/18;97.272;2/13/19;2753.03;2/13/19;15.65;;
;1/31/19;2.519;4/26/19;5.91;12/3/18;97.04;2/14/19;2745.73;2/14/19;16.22;;
;2/1/19;2.543;4/29/19;5.84;12/4/18;96.965;2/15/19;2775.6;2/15/19;14.91;;
;2/4/19;2.554;4/30/19;5.95;12/5/18;97.07;2/19/19;2779.76;2/19/19;14.88;;
;2/5/19;2.547;5/1/19;5.98;12/6/18;96.81;2/20/19;2784.7;2/20/19;14.02;;
;2/6/19;2.546;5/2/19;5.77;12/7/18;96.514;2/21/19;2774.88;2/21/19;14.46;;
;2/7/19;2.525;5/3/19;5.84;12/10/18;97.219;2/22/19;2792.67;2/22/19;13.51;;
;2/8/19;2.517;5/6/19;6.07;12/11/18;97.388;2/25/19;2796.11;2/25/19;14.85;;
;2/11/19;2.528;5/7/19;6.06;12/12/18;97.044;2/26/19;2793.9;2/26/19;15.17;;
;2/12/19;2.533;5/8/19;6.2;12/13/18;97.064;2/27/19;2792.38;2/27/19;14.7;;
;2/13/19;2.548;5/9/19;6.42;12/14/18;97.443;2/28/19;2784.49;2/28/19;14.78;;
;2/14/19;2.531;5/10/19;6.05;12/17/18;97.1;3/1/19;2803.69;3/1/19;13.57;;
;2/15/19;2.541;5/13/19;6.23;12/18/18;97.104;3/4/19;2792.81;3/4/19;14.63;;
;2/19/19;2.53;5/14/19;6.14;12/19/18;97.035;3/5/19;2789.65;3/5/19;14.74;;
;2/20/19;2.532;5/15/19;6.32;12/20/18;96.276;3/6/19;2771.45;3/6/19;15.74;;
;2/21/19;2.544;5/16/19;6.15;12/21/18;96.956;3/7/19;2748.93;3/7/19;16.59;;
;2/22/19;2.529;5/17/19;6.2;12/24/18;96.553;3/8/19;2743.07;3/8/19;16.05;;
;2/25/19;2.539;5/20/19;6.1;12/25/18;96.581;3/11/19;2783.3;3/11/19;14.33;;
;2/26/19;2.529;5/21/19;6.08;12/26/18;97.05;3/12/19;2791.52;3/12/19;13.77;;
;2/27/19;2.534;5/22/19;5.93;12/27/18;96.481;3/13/19;2810.92;3/13/19;13.41;;
;2/28/19;2.545;5/23/19;6.15;12/28/18;96.402;3/14/19;2808.48;3/14/19;13.5;;
;3/1/19;2.564;5/24/19;6.14;12/31/18;96.173;3/15/19;2822.48;3/15/19;12.88;;
;3/4/19;2.559;5/27/19;6.08;1/1/19;96.085;3/18/19;2832.94;3/18/19;13.1;;
;3/5/19;2.564;5/28/19;6;1/2/19;96.819;3/19/19;2832.57;3/19/19;13.56;;
;3/6/19;2.549;5/29/19;6.09;1/3/19;96.305;3/20/19;2824.23;3/20/19;13.91;;
;3/7/19;2.53;5/30/19;5.94;1/4/19;96.179;3/21/19;2854.88;3/21/19;13.63;;
;3/8/19;2.528;5/31/19;6.13;1/7/19;95.666;3/22/19;2800.71;3/22/19;16.48;;
;3/11/19;2.532;6/3/19;6.16;1/8/19;95.903;3/25/19;2798.36;3/25/19;16.33;;
;3/12/19;2.52;6/4/19;6.3;1/9/19;95.219;3/26/19;2818.46;3/26/19;14.68;;
;3/13/19;2.521;6/5/19;6.43;1/10/19;95.539;3/27/19;2805.37;3/27/19;15.15;;
;3/14/19;2.525;6/6/19;6.32;1/11/19;95.67;3/28/19;2815.44;3/28/19;14.43;;
;3/15/19;2.515;6/7/19;6.18;1/14/19;95.61;3/29/19;2834.4;3/29/19;13.71;;
;3/18/19;2.519;6/10/19;6.12;1/15/19;96.039;4/1/19;2867.19;4/1/19;13.4;;
;3/19/19;2.523;6/11/19;6.03;1/16/19;96.059;4/2/19;2867.24;4/2/19;13.36;;
;3/20/19;2.488;6/12/19;6.03;1/17/19;96.065;4/3/19;2873.4;4/3/19;13.74;;
;3/21/19;2.491;6/13/19;5.97;1/18/19;96.336;4/4/19;2879.39;4/4/19;13.58;;
;3/22/19;2.454;6/14/19;5.9;1/21/19;96.336;4/5/19;2892.74;4/5/19;12.82;;
;3/25/19;2.42;6/17/19;5.92;1/22/19;96.303;4/8/19;2895.77;4/8/19;13.18;;
;3/26/19;2.421;6/18/19;5.93;1/23/19;96.123;4/9/19;2878.2;4/9/19;14.28;;
;3/27/19;2.391;6/19/19;5.94;1/24/19;96.601;4/10/19;2888.21;4/10/19;13.3;;
;3/28/19;2.394;6/20/19;6.04;1/25/19;95.794;4/11/19;2888.32;4/11/19;13.02;;
;3/29/19;2.412;6/21/19;6.06;1/28/19;95.746;4/12/19;2907.41;4/12/19;12.01;;
;4/1/19;2.426;6/24/19;6.16;1/29/19;95.821;4/15/19;2905.58;4/15/19;12.32;;
;4/2/19;2.416;6/25/19;6.17;1/30/19;95.34;4/16/19;2907.06;4/16/19;12.18;;
;4/3/19;2.428;6/26/19;6.18;1/31/19;95.578;4/17/19;2900.45;4/17/19;12.6;;
;4/4/19;2.428;6/27/19;6.22;2/1/19;95.579;4/18/19;2905.03;4/18/19;12.09;;
;4/5/19;2.436;6/28/19;6.21;2/4/19;95.852;4/22/19;2907.97;4/22/19;12.42;;
;4/8/19;2.445;7/1/19;5.9;2/5/19;96.067;4/23/19;2933.68;4/23/19;12.28;;
;4/9/19;2.437;7/2/19;5.94;2/6/19;96.39;4/24/19;2927.25;4/24/19;13.14;;
;4/10/19;2.429;7/3/19;5.98;2/7/19;96.507;4/25/19;2926.17;4/25/19;13.25;;
;4/11/19;2.442;7/4/19;6;2/8/19;96.637;4/26/19;2939.88;4/26/19;12.73;;
;4/12/19;2.462;7/5/19;6.05;2/11/19;97.057;4/29/19;2943.03;4/29/19;13.11;;
;4/15/19;2.459;7/8/19;5.55;2/12/19;96.709;4/30/19;2945.83;4/30/19;13.12;;
;4/16/19;2.467;7/9/19;5.58;2/13/19;97.129;5/1/19;2923.73;5/1/19;14.8;;
;4/17/19;2.463;7/10/19;5.62;2/14/19;96.978;5/2/19;2917.52;5/2/19;14.42;;
;4/18/19;2.459;7/11/19;5.7;2/15/19;96.904;5/3/19;2945.64;5/3/19;12.87;;
;4/22/19;2.456;7/12/19;5.7;2/18/19;96.904;5/6/19;2932.47;5/6/19;15.44;;
;4/23/19;2.444;7/15/19;5.7;2/19/19;96.52;5/7/19;2884.05;5/7/19;19.32;;
;4/24/19;2.422;7/16/19;5.78;2/20/19;96.454;5/8/19;2879.42;5/8/19;19.4;;
;4/25/19;2.428;7/17/19;5.81;2/21/19;96.605;5/9/19;2870.72;5/9/19;19.1;;
;4/26/19;2.405;7/18/19;6.03;2/22/19;96.507;5/10/19;2881.4;5/10/19;16.04;;
;4/29/19;2.411;7/19/19;6.17;2/25/19;96.413;5/13/19;2811.87;5/13/19;20.55;;
;4/30/19;2.391;7/22/19;6.05;2/26/19;96.003;5/14/19;2834.41;5/14/19;18.06;;
;5/1/19;2.413;7/23/19;6.1;2/27/19;96.154;5/15/19;2850.96;5/15/19;16.44;;
;5/2/19;2.428;7/24/19;6.21;2/28/19;96.157;5/16/19;2876.32;5/16/19;15.29;;
;5/3/19;2.428;7/25/19;6.3;3/1/19;96.527;5/17/19;2859.53;5/17/19;15.96;;
;5/6/19;2.415;7/26/19;6.29;3/4/19;96.682;5/20/19;2840.23;5/20/19;16.31;;
;5/7/19;2.403;7/29/19;6.47;3/5/19;96.866;5/21/19;2864.36;5/21/19;14.95;;
;5/8/19;2.408;7/30/19;6.46;3/6/19;96.873;5/22/19;2856.27;5/22/19;14.75;;
;5/9/19;2.395;7/31/19;6.5;3/7/19;97.667;5/23/19;2822.24;5/23/19;16.92;;
;5/10/19;2.394;8/1/19;6.86;3/8/19;97.306;5/24/19;2826.06;5/24/19;15.85;;
;5/13/19;2.351;8/2/19;7.26;3/11/19;97.215;5/28/19;2802.39;5/28/19;17.5;;
;5/14/19;2.359;8/5/19;7.77;3/12/19;96.935;5/29/19;2783.02;5/29/19;17.9;;
;5/15/19;2.34;8/6/19;7.41;3/13/19;96.55;5/30/19;2788.86;5/30/19;17.3;;
;5/16/19;2.357;8/7/19;7.83;3/14/19;96.785;5/31/19;2752.06;5/31/19;18.71;;
;5/17/19;2.36;8/8/19;7.63;3/15/19;96.595;6/3/19;2744.45;6/3/19;18.86;;
;5/20/19;2.371;8/9/19;7.79;3/18/19;96.524;6/4/19;2803.27;6/4/19;16.97;;
;5/21/19;2.392;8/12/19;8.11;3/19/19;96.383;6/5/19;2826.15;6/5/19;16.09;;
;5/22/19;2.383;8/13/19;8.05;3/20/19;95.761;6/6/19;2843.49;6/6/19;15.93;;
;5/23/19;2.333;8/14/19;7.89;3/21/19;96.495;6/7/19;2873.34;6/7/19;16.3;;
;5/24/19;2.354;8/15/19;8.01;3/22/19;96.651;6/10/19;2886.73;6/10/19;15.94;;
;5/28/19;2.328;8/16/19;8.03;3/25/19;96.566;6/11/19;2885.72;6/11/19;15.99;;
;5/29/19;2.318;8/19/19;7.81;3/26/19;96.736;6/12/19;2879.84;6/12/19;15.91;;
;5/30/19;2.298;8/20/19;7.65;3/27/19;96.774;6/13/19;2891.64;6/13/19;15.82;;
;5/31/19;2.214;8/21/19;7.62;3/28/19;97.202;6/14/19;2886.98;6/14/19;15.28;;
;6/3/19;2.137;8/22/19;7.61;3/29/19;97.284;6/17/19;2889.67;6/17/19;15.35;;
;6/4/19;2.145;8/23/19;7.57;4/1/19;97.232;6/18/19;2917.75;6/18/19;15.15;;
;6/5/19;2.107;8/26/19;7.79;4/2/19;97.361;6/19/19;2926.46;6/19/19;14.33;;
;6/6/19;2.123;8/27/19;7.59;4/3/19;97.091;6/20/19;2954.18;6/20/19;14.75;;
;6/7/19;2.074;8/28/19;7.76;4/4/19;97.308;6/21/19;2950.46;6/21/19;15.4;;
;6/10/19;2.103;8/29/19;7.77;4/5/19;97.395;6/24/19;2945.35;6/24/19;15.26;;
;6/11/19;2.125;8/30/19;7.82;4/8/19;97.05;6/25/19;2917.38;6/25/19;16.28;;
;6/12/19;2.102;9/2/19;8.07;4/9/19;97.006;6/26/19;2913.78;6/26/19;16.21;;
;6/13/19;2.06;9/3/19;8.18;4/10/19;96.946;6/27/19;2924.92;6/27/19;15.82;;
;6/14/19;2.058;9/4/19;7.52;4/11/19;97.177;6/28/19;2941.76;6/28/19;15.08;;
;6/17/19;2.071;9/5/19;7.03;4/12/19;96.972;7/1/19;2964.33;7/1/19;14.06;;
;6/18/19;2.076;9/6/19;6.98;4/15/19;96.942;7/2/19;2973.01;7/2/19;12.93;;
;6/19/19;1.997;9/9/19;6.8;4/16/19;97.043;7/3/19;2995.82;7/3/19;12.57;;
;6/20/19;1.964;9/10/19;6.78;4/17/19;97.009;7/5/19;2990.41;7/5/19;13.28;;
;6/21/19;1.981;9/11/19;6.78;4/18/19;97.474;7/8/19;2975.95;7/8/19;13.96;;
;6/24/19;1.959;9/12/19;6.72;4/19/19;97.378;7/9/19;2979.63;7/9/19;14.09;;
