,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.23834445632647,0.169324849867599,0,0.236198930417296,0,-0.135955172665185,0,0,0.0728781142221554,0,0,0,0,0,0,0.0603456968330186,-0.0261286936759336,0,0,0.0112817289347,0,0,0,0.174177795774149,0,0,-0.0849332185288621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0464354103967046,0,0,0,-0.0589321557038486,0.0307881804126106
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.1460937528168,0,0,0,0.297880187892764,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0726529826166411,0,0,0,0,0,0,0,-0.223518180122845,0.289913443550439,0,0.173655765113246,0,0,0,0,0,0.0751575958666583,0,0,0
X601939.CH.EQUITY,0.390981443999361,0,0,0.0723701890429801,0,0,0,0,0,0,0,0,0.223108694038993,0,0,0,0,0,0,0.0861746062912611,0.0866375897009194,0,0,0.088714032658156,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.298186862820712,0,0,0,0,0,0,-0.0165117609273008,0,0,-0.0190932602444057,0,0.0952887032597325
X601288.CH.EQUITY,0.441058222694914,0,0.139333157979771,0,0.0333909339910543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287038679099543,0,0,0,0,0,0,0,0,0,0,0,0.100403338187885,0,0,-0.0382203691409615,0,0.0549636415707049,0.0847837430644405,0,0,0.196690689047732,0,0,0,0,0,0,0.13851225288363,0,0.028663494775035
X5.HK.EQUITY,0,-0.235807371243329,0,0.281117497602345,0,0,0,0,-0.0754931199615485,0,0.228937106940939,0,0,0,0.100807275942605,0,0,0.230813017250672,0,0,0,0,-0.175121774764637,0.412487762019402,0,0,0,-0.0474067766784932,0,0,0,0,0,0,0,-0.065448609892147,0.0324765006657221,0,0.0803740474680753,0,0.12654278843211,0,0,0,0,0,0,0,-0.211027735013607,0.119393803850322,0
X601988.CH.EQUITY,0,0,0.180541644136433,0.222712480890546,0,0,0,0.00126279231002845,0,0.105429075400342,0.29066662767356,0,0,0,-0.271375874305891,0,0,0,0,0,0,0,0,0,0,-0.0133970732844531,0,0,0,-0.0258117984170855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17126667324194,0,0,0,0,0.146170983860752,0.0309560291781692
X600036.CH.EQUITY,0,0.350677792074596,0,0,0,0,0,-0.0267611155084241,0,0,0,0,0.185810109771384,0,0,0,0,0,0.0607074223860386,0,0.0224373349089139,0,0,0.267697827892951,0,0,0,-0.0051649070454763,0,-0.00111750625071848,0.218936942885084,0,0,0,0,0,0,0,0,0,0.0623681688047444,0,0,0,0,0,0.0191560477376094,0,0,0,0
X601628.CH.EQUITY,0,0.176349977408618,0,0,0.0547880992788878,0,0,0,1.38777878078145e-17,0,0,0,0,0.302146600346532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431425621424885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102551323328721,0.109086163480926
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342354265062689,0,0,0,0,0,0.170928212003508,0,0.137199626094443,0,0.166634166174141,0,0,0,0,0.0207328434388694,0.38693548014168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534651739068861,0,0,0,0,0
X601166.CH.EQUITY,0.0494110116055383,0,0.00544215175910289,0,0,0.107949624592734,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.211256463403876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456796094157053,0,0.234456442520932,0,0,0,0,0,0,0.135945505194873,0,0,0,0,0,0,-0.0669587150505795,0,0,0,0.0455884375758837
