,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601066.CH.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,-8.67361737988404e-19,0.0224292101958975,0,0,0,0,0,-0.0794713162973081,0,0,0,0,0,0,0,0,0,0,-0.0110785499064856,0,0.485947282037305,0.637368037004259,0.0314220540077712,0,0,0,-0.117439138880442,0.218109094229824,-0.188690146728199,0,0,0,0,-0.287481754020774,0,0,0,-0.0390053380648038,0,0,0,0,0,0,0,0,0,0,0,-0.0274892221779755
X601318.CH.EQUITY,0,0,0,0,0,0.209996691455993,0,0,0,-0.00915184718085611,0,0,0,0,0,0,0,0,0,0.0427388422048488,0,0,0,0,0,0,0,0.0578688773115507,0,0,0,0.0400852990225555,0,0,0,0,0.234599436259438,0,0,0,0,0,0,0,0,0,0.0927487486746389,0,0,0.342060149157745,0,0
X601939.CH.EQUITY,0,0,0,0.825116248500023,0,0,0,0,0,0.021740320499953,0,-0.0458002851675645,0,0,0,0,0.0737587671259915,0,0,0.061128561556454,0,0.00894528006170952,0,0,0,0,0.0625624144417325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501440392468837,0.0301228997593317,0,0
X601288.CH.EQUITY,0.0383183639104896,0,0.878070919577374,0,-0.061200348577926,0,0,0,0,0,0,0,0,0,0.0279189063568615,0.0109156907701265,0,0,0,0.137826071257804,0,0,0,0,0,0,0.0394573165177789,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.117777183740272,0,0,0,0,0,0,-0.0487227418893168,0,0,0,-0.0473290195060763,0
X601628.CH.EQUITY,0,0.0773744281052782,0,0,0,0,0,0,0,0.06745587338336,0,0.056489341003955,0.435900387112801,0,0,0,0,0,0,0,0,0.0642184599647912,-0.102989805219474,0,0,0,0,0.0551125967075135,0,0,0,0,0,0,0.172758608665076,-0.209483413086879,0.134677198588633,0,0,0,0,0,0,0,0.143165878488507,0.245458060633565,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.408401353407487,0,0,0,0,0,0.0248237334938604,-0.00642764897880453,0,0,0,0,0,0,0.106566054244801,0,0.00488327421990674,0,0.0126828557303321,0,0,0,0,0,0.192378334468958,0,0,0.123021543815319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.134936918603743,0.0927805571655702,0,0.0448087179113676,0,0,0,0,-0.0129108235089165,0,0,0,0,0,0,0,-0.0766434286961111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.108967357265554,0,0,0.00777149514045168,0,0,0,0,0,0,1.04495588794289,0,0
X1299.HK.EQUITY,0,0,0,0,0.201594827916268,0,0,0,0,0.197131929724328,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194520339157013,0.00487969290324766,0,0.398982282322994,0.303565049567232,0,0,0.142324994913016,0.107864849886773,0,0.0347809175036134,0,0,0,0,-1.38777878078145e-17,0,0.0376839969762215,0,0,-0.146227986797994,0,0,0,0,0,0,0.105733474230074,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238512060297651,0,0,-0.135680714447093,0,0,0,0,0.0727776276680693,0,0.0524386743588067,0.39486436769763,0.205072237053153,0,0,0,0,0.0774322345616859,0,0,-0.200024650515582,0,0,0,0,0,0,0,0.0744192849048279,0,0,-0.12255265038096,0,0,0,0,0.173077516046448,0
X388.HK.EQUITY,0,0,0,0,0.291678930333253,0,0,0,0,0,0,0,0,0,0,0,0,-0.240844266170799,0,0,0,0,0,0,0.473767932263495,0,0,0,0.00482715638515876,0,0,4.33680868994202e-19,0,0,0,-0.0398577494281506,0,0,0,0,0,-0.0664177555847177,-0.120606474290106,0,0.0254453289653834,0.259080629617551,0,0,0,0,-0.115604650287686,0
