,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.133823367837368,0,0.171604889101514,0,0,0,0,0,0,0,0.329225339873023,0,0,0,0,0,0,0,-0.161459439482622,0,0,0,0,0,0.0925664790606405,0,0,0,0,0,0,0,0,0.0586683902605156,0,0.179215938185327,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.13407319374597,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0956244733313122,0,0,0.164694650153352,0,0,0,0.213458313943566,-0.0695817555203227,0,0.251365404935267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104575682939535,0,0,0,0.226116668343324,0,0,0,0,0.220250639052374,-0.255058980709477,0,0.174773883821128,0.0969059675967138,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.626771175582893,0,0,0,0.0224893665644906,0,0,-0.0336083326323334,0,0,0.172647531445514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000360842937269807,0,0,0,0,0.0324266826598225,0,0,0.277241342788643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.321039607771834,0,0.102577031982622,0,0,0.339859693314513,0,0,0,0,0,0,0,0,0,0,0,0.0889723514660062,0,0.0223210699461299,0,-0.0482212220815051,0,0,0,-0.068974562247557,0,0,0,0,0,0,0,0,-0.0474686055864451,0,0,0,0,0,0.209893770709434,0,0,0,0,0,0,0.0735317613704218,0,0,0,-0.0419177767486614
X5.HK.EQUITY,0,-0.0978397053954647,0,0.227939941059709,0,0,0,-0.0125243724937061,0,0,0,0,0.0937291959568064,0,0,0,0,0,0,0,0.453693726331195,0,0,0,0,0,0,0,0,0,0.401922475815871,0,0,0,0,0,0,0,0,0,0.0310508380696343,0,0,0,0,0,0,0.147339006905075,0,-0.128517337221801,0.0828532248657782,0
X601988.CH.EQUITY,0.225902397516373,0.0686815649367597,0.214578989957549,0,0,0,0,0,0.161576590901774,0,-1.38777878078145e-17,0.0871061394731867,0,-0.17883580851963,0,0,0,0,0,0,0.077697103507609,0,0,0,0,0.0562320574782717,0,0,0,0,0,0,0,0.0877281173568396,0,0,0.0143281508558908,0,0,0.0616038721155518,0,0,0,0.0938783674141045,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.202987200127591,0,-0.03293983949202,0.0316310347434132,0,0.236893505108668,0,0.278557413103906,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0.0463582942620635,0,0.0820960106035995,0.0347877302696245,0,0.0954267508179272,0,-0.000725328526257828,0,0.034356606193767,0,0,0,0,0,0,0,0,0,0,0.00133558457464359,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.106378470154303,0,0,0,0.112574059777023,0,0,-0.112152723217533,0,0.0234792781586517,0,0.236125142456303,0,0,0.0263445858312994,0,0,0,0.0471562730014954,0.0658716474720992,0.0910129350367911,0,0,0,0,0,0.0121296415383768,0.212868198228778,0,0.0313595523433559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.0820237479981501,0.346798112971242,0,0,0,0,0,0,0,0.104896465580677,0,0,0,0,-0.035682322564658,0,0,0.0664212190889544,0,0.0734437929591612,0,0,0,0,0,0,0,0,0,0.0468352850416379,0,0,0,0,0,0,-0.089980647568843,0,0,0,-0.0616438493548695,0,0.0662085463896027,0,0,0,0,0.20342862298959,0,0,0,0.227627326911254
X601658.CH.Equity,0,0,0,0,0,0,-0.116104415338049,0,0,0,0,0,-0.142202913091346,0,0,0,-0.0426570000379768,0,0,0,0,0,0,0,0,0,0.422369224725085,0,0,0,0,0,0,0,0.0145301180213122,0.208032423705062,0,-0.309183952353605,0,-0.54207558428255,0.46105756293459,0,0,0,0,0,0.45625645243973,0,0,0,0,-0.365010035832764
