,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0962227721936743,0,0.354708458738017,0,0,0.1131059673771,0,0.265624730140328,0,0,0.0680709348137204,0,0,0,0,0,0,0,0.0760751393414568,0,-0.030481910282216,0,0,0,0,0,0,0,0,0,0,0,0.0830301214965073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.370175390124698,0,0,0,0,0,0.000623430848050323,0,0,0,0,0,0.482952965531759,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375245143852687,0,0,0,0,0,0,0,0,0.0724784394752688,0,0,0.0372859189484742,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0815668888428841,0,0,-6.93889390390723e-18,0,0,0.0594277158204118,0,0,0,0,0.288403177085939,0,0,0,0,0,0,0,0,0,0,0,0,0.0493126539859546,0.0122198348401177,0,0,0,0,0,0,0,0,0.0593706445364071,0,0,0.0625023814641815,0,0.177108456733514,0,0,0,0,0.128993044069229,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.42979425575591,0,0,0,0.341552939728103,0,0,0,0,0,0.104786057509183,0,0,0,0,0.0097054575797547,0,0,0,0.0538152583579004,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.01263387442696,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.271411213915709,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.133549650063176,0.137342662238847,0,0,0,0,0,0,0,0,0,0.000202257097994585,0.0661754412285691,0,0.0157269952965002,0,0.045809072074859,0,0,0,0,0,0,0,0,0.165898037948235,0,0,0.148265938798861,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.335808001446869,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.225303092432044,0.111060338187549,-0.0151680616471517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.367922893638218,0,0,0,0,0,0,0,0,0.125262240363758,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.136578610122798,0,0.0428454390263381,0,0.430736982774007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113690403641117,0,0.0207382344174615,0.018884130321828,0,0,0,0,0,0.0463076123486569,0.0853030181011715,0,0,0,0,0,0,0,0,0,0,0,0,0.255512756304052,0,0.0528371114488498
X1299.HK.EQUITY,0,0,0,0,0,0,0.0511997661724603,0,0,0,0,0,0,0,0,0.0815474986967161,0.0609211032281261,0,0,0,0,0.211719685072679,0.0807124224292317,0,0.154354065235605,0,0,0.00223181374775326,0,0,0.0878977540576359,0,0,0,0.105511689952103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257772547770981,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0712716040273315,0.104056369285761,0,0,0,0,0,0,0,0.285966271631001,0,0,0,0,0,0,0,0,0,0.0408900254115029,0,0,0,0,0,0,0,0,0.202376171939454,0,0,0,0,0,0,0.055832253922941,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.176428630902603,0,0,0,0,0,0,0.157722842959484,0,0,0,0,0,0,0,0.442453313170219,0,0,0,0,0,0,0,0,0,0.22145651396716,-0.459543518970297,0,0,0,0,0.549721582290102,0,0,0,0,-0.155147070298365
