,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.208284703698289,0,0.106654292398022,0,0,0,0,0.273078835123577,0.049526114075005,0,0,0,0,0,0,0,0,0.130757038341732,0,0,0,-0.0440713148013962,0,0,0,0,0,0,0,0.100090684381427,0,0,0,0,0.0545519477565362,0,0,0,0,0,0,0,0,0,0.0118894212747418,0.0551383351764663,0,0,0,0,0
X601939.CH.EQUITY,0.441021935413388,0,0,0.048406580937219,0,0,-0.0732912823613299,0,0,0,0,0,0.429498242436874,0,0,0,0,0,0,0,0,0,0,0,-0.00410341029165988,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0392711844562175,0,-0.0378810243411987
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.165270686188061,0,0,0,0,0,0,0,0,0.0301701660311417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149665667669601,0,0,0.0800571502424141,0,0.175627321289924,0.201158564190339,0,0,0,0,0
X601288.CH.EQUITY,0.425882517310791,0.0834078798176105,0.0661289950029463,0,0.16273600533284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311882397503641,0,0,0,0,0,0,0,0,0,0,0.0889690213457991,0,0.0522812117344632,0,0,0,0,0,0,0,0.0599271393653119,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.56253836500769,0,0,0,0,0,0.22998531966878,0,0,0,0,0,0,0.227365499385939,0,0,0,0,0,0,0,0,0,0.00366665803600397,0,0,0.0339025484886362,0,0,0,0,0,-0.0711377221623012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507106634517851
X600036.CH.EQUITY,0,0,0.0216993677953971,0,0,0,-3.46944695195361e-18,0,0,0,0,0.415391894520797,0,0,0,0,0,0,0,0,0,0,0.0541550690223901,0,0.125594371987503,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.0850113854765909,0,0,0,0,0.0600137199957876,-2.16840434497101e-19,0,0,0,0,0,0,0.26955778237069,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.113976591537679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535599161755642,0,0.200965659677921,0,0,0.054102007507558,0,0,0.194240528056752,0,0,0,0,0,0,0,0,0.00136382061301464,0,0,0,0.190278737461611,0,0,0,0
X5.HK.EQUITY,0,-0.229159407871652,0,-0.0289991083433201,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,-0.281046326987365,0,0,0,1.22300135464662,-0.813304928595784,0.197596011754782,0,-0.00660585957994474,0.386803449793257,0,0,0,0,0,0,0,0,0,0,0,0.426714796955733,0,0,0,0,0,0,0,0,0,0,0.1361124157114,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0634221510026944,0,0,0,0,0,0,0.0825114899850267,0.277020466463591,-6.93889390390723e-18,0.0958699320315068,0,0,0,0.210196280888658,0,0,0.0439043711385832,0,0,0,0,0,0,0.016042711346902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726938632138525,-0.00794500970058544
X601658.CH.Equity,0,0,-0.0233366841367876,0.540610269040523,0.0501921561557973,0,0,0,0,0,0,0,0,0,-0.368926526409695,0,0,0,0,0,0,0,0.10777456663477,0,0.0490472639480802,0,0,-0.00973028237285674,0.930017834944517,0,0,0,0,0,0,0,0,0,0,-0.101164427640163,0,0,0,0,0,0,0,0,0,-0.128987372556786,0,0
