,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.163365424188098,0.0727948844692996,0.0463360242766631,-0.00301242483430857,0,0.354617187035406,0,0,0,0.0764954495640658,0,0,0.0258863747747772,0,0,0,0,0,0,0,0,0,0,0.0747522332713489,0.074024821454479,0,0,0,0,0,0,0,0,0,0,0.104220539098727,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0954102917687086,0.00952275809380242,0,0,0.139455265761113,0,0,0,0.0756663481195712,0,0,0.0416679889552265,0,0,0,0.209802360948102,0,0,0,0,0,0,0,0,0.0642544871067428,0,0.138745784781386,0,0,0,0,0,0,0.092824330858932,0,0,0,0,0,0,0,0,0,0,0.0605550520150568,0,0,-0.0538334333840055
X601939.CH.EQUITY,0,0,0,0.0951270592480391,0,0,-0.0363146979350837,0,0,0,0,0.098910756054867,0,0,0.0221359313513747,0,0,0,0,0,0.0104810981811176,0,0,0,0.149656934040893,0.617046170988141,0,0,0.0732978994148981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125486232442035,0
X601288.CH.EQUITY,0.00964339070948863,0,0.1262610546043,0,0,0.0483768769942962,0,0.480476153606753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859704015632039,0,0,-1.38777878078145e-17,0,0.119145268761243,0,0,0,0,0,0,0,-0.0208014673737359,0,0,0,0,0,0,0,0,0,0,0,0.120945271766938,0,0,0,0
X600036.CH.EQUITY,0,0.131108379957493,0,0,0,0,0.208566544926599,0,0,0,0,0,0.204775170682877,0,0.164170077040692,0,0,0,0.0163504709490077,0,0,0,-2.16840434497101e-19,0,0,0.166192365158246,0.237011994895459,0,0,0.0226444802236108,0,0,0,0,0,0,0,0,0.0904967632652581,0,0.0232645588200212,0,0,0,0,0,0,0,0,0,-0.0764646200276046,0
X601628.CH.EQUITY,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.174762900247564,0,0,0,0.0616555704601797,0,0,0.166993457079899,0,0,0,0,-0.132419527956844,0,0,0,0,0,0,0.0798735797624668,0.607788427359045,-0.0495244140810793,0,0,0,0,0,0,0.0935283151141008,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.074549496122589,0,0.064374001601355,0,0,0,0,0,0.164800895460929,0,0,0,0,0,0,0,0,0,0.179878380982893,0,0.171212417343287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10591382924137,0,0.0735075101134067,0,0.0784852165536668,0.132087334725963,0,0.088384982202874,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.631759193989889,0.202433765114815,0,0,0,0,0,0.117825933818147,0,0.0906030609197186,0,0,0,0.0729603597435985,0,0,0,0,-0.0450693181579078,0.0139719450026042,0,0,0,0,0,0,0,0.0443819627918307,0,0,0,-0.00290906674581147,0,0.0187353428705967,0,0,0,0.0890906997206591,0,0,0,0,0,0,0,0,0,-0.0642970662353214,0
X5.HK.EQUITY,0,0,0,0,0,0.0092910251382264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134078517804523,0,0,0.174258709007953,0.0841652799443531,0,0,0,0,0.0155453001663787,0,0,0,0,0,0,0,0,0,0.339380006204309,0,0,0,0,0.162985218426827,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0124201879474434,0,0.21003860919897,0,-0.0268642158523534,0,0,0,0,0.113816511623936,0.103005849080284,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.118590857665815,0.338584603520905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0647090525814471
