,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.0871570634610529,0,0.394121029318164,0,0,0.101865173957804,0,0.109143216860416,0,0,0,0,0,0,0.189454497338438,0,0,0,-0.0718507147302133,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0872444593593898,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0662556614880672,0,0,0
X601939.CH.EQUITY,0.22358349023654,0,0,0.0349841545766037,0.0743466481125565,0,0,0,0,0,0,0.0695342059368342,0,0.334356230970949,0,0.206722617683026,0,0,0,0,0,0,0,-0.0514864136040361,0,-0.0868110074087445,0,0,0,0,0,0.0636840912195969,0,0.0262552050248673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.0849702756140689,0,0,0,0,0,0.151772540397751,0,0,0,0,0,0,0,0,0.0136597233838794,0,0,0,0,0,0,0.13107999228909,0,0,0,0,0,0,0,0,0,0.158775790327014,0.00134039533898777,0,0,0,0.0289345739207083,0,0.326713643974751,0,0,0.0543514561879101,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.356456401260772,0.0304024098856693,0,0,0.354626619227105,0,0,0,0,0,0.114627522064354,0,0,0,0,0.0484829112182222,0,0.0511740074336288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121907303527548,0,-0.0345151068081673
X601988.CH.EQUITY,0,0,0,0.27188913258667,0,0,0,0,0,0,0,0,0,0.0883144489725242,0,0.100852712224647,0,0,0,0,0.268031257385439,0,0,0,0.00324487030972422,0,0,0,0,0,0.0383520170608174,0.0509416731104713,0,0,0.122861809045803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.141576709283203,0,0,0,0,0.271838503157067,0,0,0,0,0,0,0.231695069675818,0,0,-0.150616390578329,0,0,0,0.146781617827947,0,0,0,0,0,0,0,0,0,0.209505365730299,0,0,0,0,0,0,0,0,0.14002430742744,-0.0086941544024672
X600036.CH.EQUITY,0,0,-1.38777878078145e-17,0,0,0.0491845843954216,0,0,0,0,0,0.438411796314129,0,0,0,0,0,0,0,0,0,0,0,0.0294789592308597,0,0.0912239158714053,0,0,0,0,0,0,0,0.121533568626268,0,0,0,0,0,0,0.0375606599541747,0,8.67361737988404e-19,0,0,0,0,0,0,0.224540453267655,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.184967913979555,0,0,0,0,0,0,0,0,0,0,0,0.207053564741261,0,0.130959801239554,0,0,0,0.0961370854925199,0,0,0,0.0762351983932383,0,0,0,0,0.147010215890327,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0.31172823352626,0,0,0,0,0,0,0,0,0,0,0,0.00916015724767739,0,0,3.46944695195361e-18,0.13656705579421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461992647331485,0,0,0.117962055830624,0,0,0,0.164595163431385,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.00524816338737805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.558811353076124,0,0,0,0.330732604130091,0,-0.0586235544641157,0,1.24453332683187,0,0,0,0,0,0,0,0
