,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.28871334859641,0,0,0,0,-0.0518540161011522,0,0,0,0,0,0,0,0,0.121105120057192,0,0,0.142732295912307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194235176093871,0,0,-0.0575965778351138,0
X601318.CH.EQUITY,0,0,0,0,0,0.178033043675738,0,0,0.0552248122996814,0,0.0487483601822781,0,0.0780213437705599,0,0,0,0,0,0,0.461053615797154,0,0,0,0,0,0,0,0,0.0972562211560674,0,0.118682584793775,0,0,0,0,0,0,0.0643015919333364,0,0,0,0,0,0,0,0,0,0,0.0221622206532922,0,0,-0.156838872198178
X601939.CH.EQUITY,0,0,0,0,0.132724331238832,0,0.286115646334027,0,0,0.0642638030425508,0.0274665258025921,0,0,-0.122302285472478,0.0278317398823043,0,0,0,0,0,0.0765891386659433,0,0.459995177115706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195287696968656,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0776082177606918,0,0,0,0,0,0,0,0,0,0,0.203678236237519,0,0,0,0,0,0,0.126788491578279,0,-0.179228176199703,0,0,0.132144744912957,0,0,0,0,0.248525731243565,0.365382592399791,0,0,0,0,0,0,0,0,0,0,0.0650768287276457,0,0,0,0,0,-0.120582378071478
X601288.CH.EQUITY,0.163096656605295,0.00132391034140497,0,0,0,0,0.0936916469641077,0,0,0.043915023562482,0,0,0,0,0,0.32172258308978,0,0,0,0,0.110246651419617,0,0.21500187602993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101153551668902,0,0,0,0,0,0,-0.0514981824604071,0,0.0269924668581457,0,0,-0.0481701167235984,0,0,0
X600036.CH.EQUITY,0.179177866152457,0.110236928829712,0,0.127032009888313,0,0,0.0264285600965032,0.0678638854934039,0,0,0,0,0.301272049686871,0,0,0,0,0,0,0,0,0,0,0,0.217457743588443,0,0,0,0.0487055314667969,0,0,0,0,0,0,0,0,0,0,0,0.0489915917025063,0,0,0,0,0,0,0,-0.0275014486816033,0,0,0
X601988.CH.EQUITY,0,0.218644316269871,0,0,0.202645515827151,0.271328271487615,0,0,0,0,0,0,0,0,0,0.155787367421373,0,0,0,0,0.168476452791233,0,0,0,0.0343486420909858,0,0,-0.0279074807077223,0,0,0.103957800591563,0,0,0,0,0,0,0,0,0,0,0,0,-0.150589951189991,0,0,0,0,0,0,-0.0453139129008024,0
X1299.HK.EQUITY,0,0,0,0,-0.183630857696098,0,0,0,0,0.336053089236931,0,0,0,0,0,0,0,0.131472839376485,0,0,-0.0294104208475873,0,0,0,0.0492644416691272,0,0.424892590754963,0.127028170777058,0.0983361785332494,0,0,0,0,0,0,0,0,0.00173539573073899,0,0,0,0.0486523097907183,0.0110774225655778,0,0,0,0,0,0,0.0280162945761694,0,-0.0613676730141263
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.121734853836114,0,0,0,0,-0.0671261576758355,0,0,0,0,0,0,0,0,0.433527621474717,0.0842575165177913,0,0.0368987645857039,0,0,0.13563455286245,0,0,0,-0.00209721627698622,0,0,0,0,0,0.306913567322442,0,0.183699385893581,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0906335107470495,0,0.10893736800942,0,0,0,0,0,0,0,0,0,0,0.352056880325047,-0.0442571167140301,0,0.0266261582858767,0.0152623062968671,0,0,0,0.357295163707181,0,-0.19700154240908,0.304682406229885,0,0,0,0,0,0,0.154565673337947,0,0,-0.296370952047899,0.0720256008642852,0,0,0,0,0.177466256748125,-0.0739423932932969
