,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,6.93889390390723e-18,0.548109353277819,0,0.018504284477972,0,0.0615760356838771,0,0,0,0,0,0.101069084315846,0,0,0,0,0,0.0928605062555397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294197918817999,0,0,0.115390573316021,0,0,0,0,-0.0529490142313433,0.00138515915270486,0,0
X601318.CH.EQUITY,0,0,0,0.186239291280183,0,0,0,0,0.0711918005259205,0,0,0,0,0,0,0,0,0,0.199072847209781,0,0,0,0,0,0,0.029419533948458,0,0,0.0967353074565527,0,0,0,0,0.058982550938111,0,0,0,0,0,0.180483937472769,0,3.46944695195361e-18,0,0,0.0224151367989503,0,0.0899223955360887,0,0,0,0
X601939.CH.EQUITY,0.143824715617012,0,0,0.57144586031312,0,0,0,0,0,0,0.0709230002625106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0616955739000677,0,0,0,0,0.0404187891833405,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0493093641731079,0,0.00558030164051064,0.0267978232004259,0
X601288.CH.EQUITY,0.224274453115084,0,0.163238294450199,0,0,0.0632250893599602,0,0,0,0,0,0,0,0,0,0,0,0,0.140996467742829,0,0,0,0,0,0.00491244184571368,0.092244737351479,0.104648386038959,0,0,0.0219112805190127,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.098991619988187,0,0.051079457461112,0,0,0,0,0,0,0,0,-0.0926074110730041
X5.HK.EQUITY,0,0,0,0,0,0.0986371119373161,0,0.35496264040093,0,0,0,0,0,0,-0.146458575623998,0.391677388329317,0.23192348171246,0.188780695082482,-0.108446613503155,0,-0.0970817846900902,0,0,0,0.18482858760318,0,0,0,0,0.0834065469367441,0,0,0,0,0,0,0,0,0,0,0,0.0547098847218103,0,-0.536523118195629,-0.147002070999786,0,-0.0194198903450961,-0.0939640490432523,0,0.108099018691031,0
X601988.CH.EQUITY,0.170037912956058,0,0,0,0.00620764421873978,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.546092093645078,0.0591723458642785,0,0,0,0,0,0.108073489411609,0,0,0,0,0,0,0,0,0,0.0858846739113377,0,0,0,0,0,0,0,0,0,0.0883302434200076,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0290541625479819,0,0,-0.0210442366590153,0,0,0,0,0,0,0.0743001235991425,0,0,0,0,0,0,0.690137667912371,0,0,0.0266737046233871,0.0944519207328347,0,0,0,0,0,0,0,0,0,0,0,0,0.0708496947143458,0,0.050903075537368,0,0,0,0,0,-0.00663184298304086
X1299.HK.EQUITY,0,0.186495894678673,0,0,0,0,0,0,0,0,0,0,0.0598153225005764,0,0,0.0307290599601873,0.198034451297136,0,0,0.0709981351280904,0,0,0,0,0,0,0.119438017244115,0,0,0,0.0814207857874553,0,0,0,0.0625319617459201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.218427456857175,0,0,0,0,0.0311361104768001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502816126055836,0,0,0,0,0,0,0,0,0,0,0.404810124089298,0,0.232939995515201,0,0,0,0.029560155955425,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.144721299978447,0,0,0,0.126418631930623,0,0,0,0,0,0,0.244050692044069,0,0,0,0,0,0,0,0.229241700579718,0,0,0,0,0,0,0.0486652937177045,0,0,0,0,0,0,0,0.00855399777232751,0,0.0246179474123748,0.202226125319406,0,0,0,0,0,0,0,0,0.0143760667253025,0,0
X601166.CH.EQUITY,0.0514611576656521,0,0.159080336171455,0,0,8.67361737988404e-19,0.177195306580092,0,0,0.0959660558102734,0,0,0,0.229344369699369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0548609513281634,0,0,0,0,0,0,0,0.0852351039291324,0,0,0,0,0,0,0,0.0405788318164793,0
X16.HK.EQUITY,0,0,0,0,0,0,0,-0.0586376162323958,-0.156184400924638,0,-0.0963275464338296,0,-0.15161881987261,0,0,0,0,0,0,0,0,0,0,0,-0.0366941053700516,0,0,0.171064301614166,0,0.129473534669736,0.196708907220907,0.279504139037923,0.383413503398779,0,-0.0763355720056161,0,0,0,0,0,0.040852612987583,0,0,0.163383850810404,0,0,0.0104584168247094,-0.0278459819696007,0,0.0728519149666794,0
X11.HK.EQUITY,0,0,0,0,0.0154232187726331,0,0,0,0,0,0,0,0,0,0,0,0,0.390840218028925,0.0935987604769434,0,0.0109827435198803,0,0,0,0,0,0,0.229888194703699,0,0,0.334241147426161,0,0,0,0,0,0,0,0,0,0,0,0,0.0784572999620668,0.046818449558068,0.255754558615463,0,0,0,0,0.0014920282700908
X600000.CH.EQUITY,0,0,0,0,0,0.0340211121080478,0.179370051172874,0.048223161258445,0,0,0.265087326188545,0,0.133814340662392,0,0,-0.0108704674428851,0.0288325085302945,0,0,0,8.67361737988404e-19,0,0.0342332435260834,0,0,0,0,0,0,0,0,0,0.0327097218055947,0,0.0118376311478466,0,0,0,0,0.280142522170217,0,0.0583305410351424,0,0,0.00739064758138066,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.262644554563922,0,0,0,0.0771357851190479,0,0.123377996855123,0,0,0,0,0,0,0,0,0,0.209190968517221,0,0,0,-0.313933903302957,0,0.210771160088384,0,0,0.191002953162096,0,0.607735787866743,0.0483567462617068,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0.114677014885453,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0275692588437089,0,-0.0407660422638017,-0.0068394603695814,0,0,0,0,0,0.015238554687192,0.0862605669371934,0,0,0.0893805419033691,0,0,0.052470265621311,0,0,0.635414485016329,0,0,0,0,0,0,0.098957310317915,0,0,0,0,0,0,0,0.0552828666328986,0.0635349137628548,0
X2388.HK.EQUITY,0,0,0,0,0.11079990890693,0,0,0.0291061412597213,0,0,0,0,0.137837160367759,0,0,0,0,0,0,0.12911038431657,0.112606620717356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561667315464227,0,0.0522160877282681,0,0,0,0,0,0,0.0783451516104799
X267.HK.EQUITY,0,0,0,0,0.370392981564711,0,-0.429282015067503,-0.111020531213823,0,0,0,0,0,0,0,0,0.244338635183496,0,-0.310233159072552,0,0.3304844610945,0,0,0,0,0,0.0349130379012437,0.00222805150638595,0,0.404157402851582,-0.00456010006056267,0,0,0,0,0,0,0,0,0,0,0,0,0.222371259000741,0,0,0,0,0,0.111963899382096,0.127069825714191
X601601.CH.EQUITY,0.0832442249796548,0.118931979130154,0.027567384871036,0,0,0,0.0977620571358019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391473389500831,0,0,0,0,0,0,0,0,0,0,0,0,0.0720650293263572,0,0,0.0531642087864189,0,0,0,0,0,0,0,0,0,0.237123315978246,0,0,0.025307052507801,0
X688.HK.EQUITY,0,0,0.0954357832406104,0,0.0474661726082471,0,0,0.143413818931409,0,0.0512092747839033,0,0,-0.0220288265641587,0,-0.04083483918901,0,0,0,-0.116018477454586,0,0,0,0,0,0,0,0.407898956581685,0.0440690818414929,0,-0.0212979947931567,0,0,0,0.12267471897338,0,0,0,0,0,0,0,0,0,0.0888932680542726,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.218425144153971,0,0,0.0390883277804683,0,0.135811469220408,0,0,0,0.262123476859564,0,0,0,0,0,0,0,0.0903725810564936,0,0.172926559738148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0.0895107738230536,0,0,0,0.417162350327513,0,0,0,0,0,0,0,0,0,0.0292503879480373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265253791911009,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.150002421371369,0.235271948511528,0,0,0,0,0,0,0.0728086432218933,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0839943530650649,0,0,0,-0.0123630532190404,0,0,0,0,0,-8.67361737988404e-19,0.0547082799531749,-0.0195207602139239,0.025494906731837,0.337992389491632,0,0,0,0,0,0,-0.00853549070168556,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0227266146945223,0,0.00447564440207848,0.0411213821867191,0,0.042915831809924,0,0.0211420404526613,0,0,0,0,0,0,0,0,0,0,0,0,0.039848423421946,0,0,0.0251739781370407,0,0.579740898911926,0,0,0.0333786996130978,-0.0191022764289817,0,0,0,0.207240560996656,0,0,0.0335168782507223,0,0
X2007.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0777439037381852,0,0,0.00784122435718848,0,0,0,0,0,0.0265224764675148,0,0.0653767403244363,0,0,0,0,0,0.0347328868166758,0.0867697213222587,0,0,0,0,0,0,0,0,0,0.409173113290651,0,0,0,0,0,0.262498069084064,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0.0613370761986941,0,0,0,0,0,0,0.106523038676291,0,0,0,0,0,0,0,0,0,0.130216221414529,0,0,0,0.0322488316271423,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214073370201145,0,0,0,0,0.237738487288689,0.0311072095201358,0,0,0,0.0212746995411411,0,0,0,0
X1109.HK.EQUITY,0,-0.141076970619548,0,0,0.0891697569425724,0,0,-0.0449097391548604,0,0,0,0,0,0,0,0,0.272327600505684,0,0,0.130422893577896,0.0644784010366044,0,0,0,0.0590856674348004,0,0,0.0856550288536572,0,-0.147832002457718,0,0.171420533757678,0,0,0,0,0,0,-0.075677501337068,0,0,0,0,0,0,0,0,0.00628122986097738,0,0,0.0515747231782186
X1113.HK.EQUITY,0,0,0,0,0,0,0,0,-0.141556894448246,0,-0.382155675406374,0.251737500074487,0.245507835032184,0,0,0,0,0.125427037922892,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0273279424048528,0,0,0.0366067741286084,-0.0253823610898419,0,0,0,0,0,0,0,0,0.06617877608079,0,0,0,0,-0.00288384043318222,0.261707655662475,0,0,0,0,-1.73472347597681e-18
X601818.CH.EQUITY,0,0,0,0,0,0,0.27155153700974,0,0,0.192816758747596,0,0,0,0,0.0291676716147892,0.0754392269960037,0,0,0,0,0,0,0.239030518837691,0,0.056269486296224,0,0.0917691073253762,0,0,0,0,0,0,0,0,0,0,0,0,0.0496644709165839,0,0,0,0,0,0,0,0,0,0,0
X12.HK.EQUITY,-0.0534937360614379,0,0,0,0,0,0.066767575175564,0,0,0,0,0,0,-0.0436427577070821,0,0,0,0.297295800202433,0,-0.226990111769521,0,-0.111158884028331,0,0,0,0,0,0.468445955859239,0,0,0,0.201746959386959,0,0,0,0,0,0,0,0,0,0.0824167488381401,0,0,0,0,0,0,-0.0188706704993242,0,-0.328393736572666
X823.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204245193354975,0,-0.054048198376442,0,0,0,0.00050469841602482,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0518616350957155,0,0,0,0,0.0383742818871815,0,0.242482214026016,0,0,0,0,0,0,0,0.0889990872199574,0,-0.0657819146905997,0,0,0,0,0,0.337444280889382
X001979.CH.EQUITY,0,0,0,0.26042234664159,0,0,0,0,0,0,0,0,0,0,0,0.405447651982186,0,0,0,0,0,0,0,0,0,0.0179101293628584,0,0,0,0.0352479037401667,-0.0266900252494514,0,0,0,0,0,0.0269398085950848,0,0,0,0,0.0811999619142357,0,0,0,0,0,0.0924804356155684,0,0,0
X1997.HK.EQUITY,0,0,0,0.584960809518794,0.0627427044919571,0,0,0,0,0,-0.441894320030567,0.223095365039111,0,0,0,0,0.0685501164693635,0,0,0,0,0,0,0,0,0,0,0,0,0.0271577062043333,0.200947576091438,0,0,0,0,0,0,0,0,0,0.023257781114742,0,0,0,0,0,0,0.00521103689257296,0,0,-0.100150080686898
X600048.CH.EQUITY,0.224254397527789,0,0,0,0,0,0,0,0,0.129583356446605,0,0,0,0,0,0.556227305143054,0,0,0,0.104739824912933,0.0211926366148185,0,0,0,0.0991664312885298,0,0.0310670551933333,0,0,0,-0.04636367103152,0,0.037209816827366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,0.0110341960967316,0,0,0,0,0,-0.0972599777874502,0.733482101034346,0,0.0269202246283496,0,0,-0.0322242883357325,0,0,0,0,0,0,-0.134683375528403,0,0,0,0,0,0.145035946794904,0,0,0,0,0,0,0,0,0,0.168014568917507,0,-0.084630586830056,0.126018699322478,0,0,0,0,0
X601211.CH.EQUITY,0,0,0,0.0763160140606319,0,0,0,0,0,0,0,0.0172110396548809,0,0,0,0,0,0,0,0,0,0,0,0.0196825672154478,0,0,0,-0.0211779732533152,0,0.0168293805340883,0.0190064172829641,0,0.0428043863491698,0,0,0,0,0,0.0594372326166764,0,0.171627960283238,0,0,0,0,0.138044408851332,0.439734785392685,0.116272853641724,0,0,0
