,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.171134030673652,0,0.187745570617108,0,0,0,0,0.220149499166397,0.0141534061384312,0,0,0,0,0,0,0,-0.0229023312440322,0.300079093625522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061615190547402,0,0,0,0,0
X601939.CH.EQUITY,0.485084536877753,0,0,0,0,0,-0.0489388796590765,0,0,0.0162572018842529,0.192070299784455,0,0.229648399036842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149483602684746,0,0
X601318.CH.EQUITY,0,0,0,0.0321213818926957,0,0,0,0,0,0,0,0.200559640592704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129679713648815,0,0.129161941660656,0,0.126923969560266,0.207894405275204,0,0,0,0,0
X601288.CH.EQUITY,0.38537777458325,0.108970037853576,0.0844608757118743,0,0.130266531569917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554294154381018,0.029008620573501,0,0,0,0,0,0,0,0,0.091256849619763,0,0.0219545885891377,0.00617935233679451,0,0,0,0,0,0,0,0.0493932732843449,0.00193742891747746,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.307389865513018,0,0,0,0,0,0,0.295767714444614,0.239077958815885,0,0.0481723794371226,0.0667980364118539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208271750860416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281434969422289,0
X600036.CH.EQUITY,0,0,0.0211413813980339,0,0,0,3.46944695195361e-18,0,0,0,0,0.409110836577631,0,0,0,0,0,0,0,0,0,0,0.0525329051901814,0.121981815693567,0,0,0,0,0,0,0,0,0,0,0,0.0842579929057074,0,0,0,0.0583539278655333,0,0,0,0,0,0,0,0,0,0.261039941330605,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.0877600594556086,0,0,0,0,0,0,0,0,0,0,0,0.162497098862323,0,0,0,0,0.108839215231967,0,0,0,0,0,0.108000164957437,0,0,0.0772373275500631,0,0,0.221767790917182,0,0,0,0,0,0,0,0,0.00909374701867537,0,0,0,0.17600856883933,0,0,0,0
X5.HK.EQUITY,0,-0.153686925778753,0,-0.15048493589645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24089865460063,3.46944695195361e-18,-0.785153891604781,0,0.471682267694016,-0.0415604660207081,0,0,0,0,0,0,0,0,0,0,0,0,0.424446162577072,0,0,0,0,0,0,0,0,0,0.109238126703701,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0853149289526916,0,0,0,0,0,0,0,-3.46944695195361e-18,0.250385918608451,6.93889390390723e-18,0,0,0,0.348015287026387,0,0,0.0649049708316603,0,0,0,0,0,0,0,0.00769500825442026,0,0,0,0,0,0,0.0144692020444848,0,0,0,0,0,0,0.0723418985741991,0
X601658.CH.Equity,0,0,0,0.271180058152909,0,0,0,0.0912726780309628,0,0,0,0,0,0,-0.230428530814774,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.120779719942028,0,0.896199995368841,-0.0867584482554206,0,0,-0.153381658617514,0,0,0,0,0,0,0,-0.1485956172462,0,0,0,0,0.781981695870744,0,0,0,-0.156425227014056,0,0.215606936672427
