,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,-0.220432331733332,0,0,0,0,0,0,0,0,0.330309788441379,0,0,0,0,0.111931244787572,0,0,0,0,0,-0.181259468344158,0,0,0,0,0,0,-0.155571930369411,0,0.152218246480861,0,-0.222295622360165,0,0,0,0,0.559878255647145,0.0218721074122326,-0.0665767936433864,0,0,0,0,0,0,0,0,0.222033998959929
X601318.CH.EQUITY,0,0,0,0,0,0,0.190355601493525,0,0.0602215924135034,0.0370278029681386,0,0,0,0.00628550080834403,0,0,0.0262308649967285,0.125615207419065,0,0,0,0,0,0,0.0265508059439044,0,0,0,0,0.0876928281660844,0,0,0,0,0,0,0,0.0470525209938479,0.455414133180302,0,0,-0.0963022796445284,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.330619481019164,0,0,0,0,0,0,0,0.0285179880213421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181764717258482,0,0,0,0,0.160801142393647,0,0.0594399336007447,0,0,0,-0.181606449669375,0,0,0.360493801951733,0,0,0,0,0,0,0,0,0,0,0.0414395877549924,0,0
X601288.CH.EQUITY,0,0.0417960664448962,0,0,0,0.241440537259994,0.00052993501131311,0,0,0,0,0.0118528151799174,0.0791516312132526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220386675589251,0,0,0,0,0,0,0,0,0,0,0,0.191991684220147,0,0,0,0,0,0,0,0,0.127311777364231,0,-0.00215008812878549,0.134505693115916
X5.HK.EQUITY,0,-0.0251226230803848,0,0.0246533586151336,0,0,0,0,0,0,0.0615286054638373,0,0,0,0,0.317712341429694,0.329242930658208,0,0,0.313463106823069,0,0.0560845206057702,0,0.222081121949778,0,-0.0344891263133763,-0.0802483297845608,0,0,-0.360986365477985,0,0,0,0,0,0,0,0,0,0,0.290151171183379,-0.202512203891477,0,0,0,0,-0.0543095724142603,-0.266669773791646,0,0,0.0850845717079947
X601988.CH.EQUITY,0.250204127795348,0,0,0.573108008368147,0,0,0,0,0,0,0.101983749991383,0,0.103072325590663,0,0,0,-0.0540296253208206,0,0,0,0,0,0.00634807247497904,0.0605462581909347,0,0,0,0.0465499326603467,0,0.00377738330006955,0,0,0,0,0,0,0,0.0217594486917976,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.58130849295426,0,0,0,0,0,0,-0.00487729287539615,0,0,0,-0.0882588597890848,-0.14144523295286,0,0,0,0,0,0,0,0,0,0,0,0.255165218946904,0,-0.125897870449772,0,0,0.0201948113749343,0,0,0,0,0,0,0,0,0,0.172371921559971,0,0,0,0,0.132206045786451,0,0,0,0,0
X1299.HK.EQUITY,0,0,0.020588387835047,0,0,0,0,0,0,0,-0.0613186084094555,-0.0669715855191555,0,0,0.024219479704177,0.318289067361208,0.118461062986452,-0.00771968724651499,0,0.256529054040116,0,0.124035022912344,-0.0895871193331328,0,0,0.235455498325707,0,-0.0375015285492963,0,0,0,0,0,0,0,0,0,0,0,-0.00442720285990466,0,0,0,0,0,0,0,0,0,0,-0.211067533611506
X601628.CH.EQUITY,0,0.110985038358333,0,0.0421686647548719,0,0,0,0,0,0,0.0284239777735808,0,0.0164056977072731,0.227067088793322,0,0,0,0,0,0,0,0,0,0,0.14694932954029,0,0,0,0,-0.0179142437012417,0,0,0,0,0,0,0.118948503813072,0,0.171461118187909,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0
X601328.CH.EQUITY,0,0.224940666101647,0.167823242776066,0.31214200521324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236782499500401,0,0,0.111586362335112,0,0,0.258143070876286,0,-0.0340195860836846,-0.0745272662506153,0,0,0,0,0,0,0,0,0,0,0,0,0.0736376071895375,0,0,-0.0296773708916842,0,-0.286281899968444,0,0
X601166.CH.EQUITY,0,0,0,-1.38777878078145e-17,0,0.299328902553558,0.118385030577463,0,0.204920486227414,0,0,0,0,0.253587311637467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210702698537077,0,0,0,0.209988567428659,0,0,0,0,0,-0.0730519275630209,0,-4.33680868994202e-19,0,-0.129722631240934,0,0,0.160338101192371
X600000.CH.EQUITY,0,0,0,0.0765985250942037,0,0.0991622639450044,0.191984351508729,0,0,0,0,0,0,0.0575919354825638,0,0,0,0,0,0,0,0,0,0,0,0.334157103529862,0.100797145471302,-0.0582941651176664,0,0,0,0,0,0.0989495460568496,0,0,0,0,0,0,0,0,0,0,0,0.219610979528419,0,0,0,0,0
X601319.CH.EQUITY,0.0438854994915055,0,0,0,0,0,0,0,0.430503540206401,0,0,0,0,0,0,0,0,0,0,0,0,0.224569715720009,0,0.0302619802501879,0,0,0,0,0,0,0,0.0240749777169977,0,0,0,0.122109532072413,0,0,0,0,0,0,0.0838401281443075,0,0,0,0.0653343268266071,0.157973256229137,0,-0.0288891026386692,0.0651154278339446
X601601.CH.EQUITY,0,0,0,0,0,-0.184774308182113,0.0562066496886783,0,0.366141850689656,0,0,8.67361737988404e-19,0,0,0,0,0.202847012179214,0.329371336404888,0,0,0,0,0,0,0,0.0137859219847173,0.131746105745564,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.214284624850707,0,0,0,0,0,0,0,0,-0.0267359603499305,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0837489683705536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208732206234293,0,0,0,0.0747883302243711,0.194122641385574,0.159057390089117,0,0,0.131659721588589,0,0,0,0,0,0,0.298924336498687,0,0,0,0,0,0,0,0,0.079336040146479
