,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X1109.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601818.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.349570011061308,0,0.159186899759394,0.0247903494725142,0,0,-0.0475989290925316,0,0,0,0,0,0,0,0.0293461912373134,0,0,-0.0524677427594908,0,0,0,0,0,0,0,0.0294303979424636,0,0,0,0,0.0555611623614122,0,0,0,0,0,0,0,0,0.0102665115826522,0,0.322026571179418,-0.0258917532412144,0,0,0,0,-0.028982403490791,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.00700550329025076,0,0,0.0669319342913308,0,0,0,0.106524864324256,0,0.000429431116235163,0.223230081043745,0,0,0,0,0,0,0,0,0,0,0.0418872905472922,0,0,0,0.317975130202385,0,0,0.0535768274245316,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.118334850407508
X601939.CH.EQUITY,0,0,0,0.767330671752819,0,0,0,0,0,0,0.11906708107882,0,0,0,0,0,0.101053476827403,0,0,0,0,0,0,0.0092907070777576,0,0.00600661448037763,0,0,0.0690468928624219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00757782016548026
X601288.CH.EQUITY,0.0925360607831137,0,0.944724183337783,0,0,0.0146605995099839,0,-0.0487174303492398,0,0.0219245592469997,0,0,-0.0249716095099755,0,0,0.00763657333665394,0,0,0,0,0.0335698745221918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0841192566202285,0,0,0,0.028720620976043,0,0,0,0,-0.130697859521704,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.244079043235013,0,-2.77555756156289e-17,0,0,0,0,0,0,0.384110711929709,0,0,0.0140444809722193,0,0,0,0,0,0,-0.079223324386667,0,0,0,0,0,0,0.124936612577987,0,0,0,0,0,0,0,0,0,0.10464516181245,0.262992814298584,0,0,0,0,0
X600036.CH.EQUITY,0.217214504862856,0,0,0.273550802250866,0,0,0,0,0,-0.0435554728219948,0,0,0,0,0,0,0.270066191347351,0,0.0380942911641699,0,0,0,0,0,0,0.0248894612803168,0,0,0,0,0.0552332479168585,0,0,0,0,0,0,0.031138619738847,0,0,0,0,0,0.102934755131435,0.0282924142824441,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,1.38777878078145e-17,0,1.73472347597681e-18,0,0,0,0,0,-0.00825970193849485,0,0,0.023266932340347,0,0,0.15904506036413,0,0,0,0,0,0,0,0,0,0,0.000825984427041284,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0228511550289066,0,0,0,0.0340166833227685,-0.0384888072143066,-0.0748238864161053,0,0.930051066755943,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.292462670685184,0,0,0.0903619350884557,0,0,0,0,0,0,0,0,0,0,0,0.267510030809044,0,0,0,0,0,0.0896428461870063,0,0,0,0,0,0.0236372096343194,0.0602513522665345,0,0,0,0,0.112966222290741,0.0312380880203581,0,0,0.0878490625123032,0,0,0,0,-0.0115013085206322
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222447080185459,0,0,0,0,-0.128835238421436,0,0,0,0,0,0,0,0,0.344285600230022,0.0675945563915143,0.059956788203475,-0.00228635865377374,0,0,0,0,-0.0329240002901318,0,0.231224617678454,0,0,0.06515593894079,0,0.134289506960561,0,0.184533267176958,0.0540777153264083,0,0,0.306222819875769,0,0,0.0121670552939946
X388.HK.EQUITY,0,0.0012094621358787,0,0,0.423949077232884,0,0,0.0552960622125114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127351284225134,0,0,0,0,-0.0237887221849274,0,0,0,0,0,0,0,0,0.298171922525971,0,-0.203587474504123,0,-0.140211780944139,0,0,-0.0671703877258402,0.300818274721587,0,0,0,0,0,0
