,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.124837766688711,0,0,0,0,0,0,-0.127937819857107,0,0,0,0,0,0,0.0121040376425983,0,0,0,-0.1206567709797,0,0.0734936322539181,0.485925461262835,0,0.518782430278414,0,-0.158433472134565,-0.0474195639461443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.231799048623005,0,0,0,-0.0485246585029918,0,0,0,0,0,0,0.0531542613894101,0,0.0264931453577774,0,0.0509058105303415,0,0,0,0,0,0,-8.67361737988404e-19,0.141109131645292,0,0.145296905632961,0,0,0,0,0.187004305967312,0.100206952464415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0871823685057662,0,0.787176411159804,0,0,0.00177158310202919,0,0,0.0302250729678461,0.0449871875603498,0,-0.0495186822990261,0,0,0,0.0948278910207302,0,0,0,0,0,0,0,0.038664956214045,0,0,0,0,0,0,0,0,0,0,0,0.0581684436962854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685502855256602
X601288.CH.EQUITY,0.0446934965560325,0,0.955223883517193,0,-0.0303171826802607,0,0,-0.102009392617878,0,0.0355884307285551,0,0,0,0,0,0.0248039133027228,0,0,0,0,0,0,0,0,0.0799299225252466,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251515825980156,0,-0.088587204092298,0,0,0,0,0.000397090835546558,0,0,0,0,-0.103094275687646,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0138961581854107,0.247640286558025,0,0.348967620470451,0,0,0,0,0,0,0.0836418369131512,0,0,0.0153123957529271,0,0,-0.179852726092097,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.484055975158096,0,0,0,0,0,0,0,0,0.155321777652802,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.0685076994331603,0,0,0,0,-0.0536976553021489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715441903359906,0,0,0,0,0.00241016425030779,0,0,0,0,-0.0224708778569579,0,0,0,0,0,0,0,0,0,0,0,-0.133087010697576,0,0.998086875414634,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.0492715273754974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299367105229926,0,0,0,0.0122416610670994,0,0,0,0,0,0.116925547468796,0,0,0,0,0.15862475767894,0.180653582259601,0,0,0.0813274159787455,0,0,0,0,0,0,0,0.0287545443404913,0,-0.0891605360484084
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0443391243546603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468602073793722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170137832733537,0,-0.289382506097365,0.200551864014416,0.0570860023633442
X388.HK.EQUITY,0,0,0,0,0.261251174392101,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.138097637402229,-0.176266978980685,0,0,0,0.168399006302492,0,0.293893914935592,0,-0.0373300098214036,0,0,0.277367929189434,0,0.0167841197016954,0,0,0.103945630663789,0,0,0,0,0,0,0,0,0.183250769641301,-1.73472347597681e-18,-0.0585387932853024,-0.192566191871931,1.73472347597681e-18,0,-0.160387554183575,0,0,0,0
