,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0367256489784928,0,0,0.0789152731968097,0,0.274600679055955,0,0,0,0,0,0.136805746568573,0,0,0,0.126883098514294,0,0,-0.00920232109031793,0,0,0,0,0,0,0,0.0303718963946654,0.25719777051559,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,-2.77555756156289e-17,4.33680868994202e-19,0.0421805620349745,0,0,0,0
X601939.CH.EQUITY,0.00628949211732309,0,0,0.184060854268978,0,0,0,0,0,0,0,0.3729417109945,0,0.252156558711163,0,0,0,0,0,0,0.0692971282572904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661319742147925,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.188557772722466,0,0,0,0,0,0,0,0.201454810722364,0,6.93889390390723e-18,0,0,0,0,0.29818048997078,0,0,0,0.123781339384667,0,0,0,0,0.0233062637493955,0,0,0,0,-0.0362000530463454,0,0,0,0,0,0.0923722660436164,0,0,0,0,0,0,0.0270387045570191,0,0,0,0,0,0,0.10380489538127,0,0
X601288.CH.EQUITY,0.345334638814221,0.0242086733187486,0,0,0.49258223584802,0,0,0,0,0,0,0,0,0,0.0319145199852134,0.00786075729628374,0,-0.0303219372140408,0,0,0,0,0.014140992709406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100738880900376,0,0,0
X601988.CH.EQUITY,0,0,0.189857123982639,0,0,0,0,0,0,0,0.130953200581396,0,0,0,0,0.0256346365610086,0,0.0903280484021176,0,0,0,0,0,0,0.0398883399430423,0,0,0,0,0,0,0.152818795370143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212464101194542,0,0,0,0.124711209085295,0,0
X5.HK.EQUITY,0,0,0,-0.138476670171739,0,0,0,0.300143182235861,0,0,0,0,0.442449546113581,0,0.122591130398912,0,0,0,0,0,0,0.592144262794223,0,0,0,-0.697039430879501,0,0.223403557948257,0,0,0,0,0.120123046429862,0,0,0,0,0,0.169521049735065,0,0,0,0,0,0,0,0,0,0,0,0.21273833094718,-0.0230167801955129
X600036.CH.EQUITY,0,0,0,0.060787478973243,0,0,0,0.0924002136329321,0,0,0,0,0,0,0,0.135498838506136,0,0,0.123238459504314,0,0,0,0,0,0,0,0,0.0542621940528318,0,0,0.190750947961103,0,0.230587666419876,0,0,0.0415644601389825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0.00855445812654416,0,0,0,0,0,0,0,0,0.131457771324276,0,0,0,0,0.106604462392827,0,0.167852394729867,0,0,0,0,0,0,0.16875147320188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358994640751502,0,0,0
X601628.CH.EQUITY,0.26197464606182,0,0,0,0,0,0,0.0724019493647222,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0512090471426791,0,0,0,0,0.116939450001723,0,0,0,0,0.25981149224105,0,0,0.0626647916513796,0.109841756728949,0,0,-0.142466253420088,0,0,0,0,0,0,0,0,0,0,0.124474019066556,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.0954840578578281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17513262949063,0,0,-0.215688516553238,0,0,0,0,0,0,0.714147448415106,0,0,-0.143932941338899,0,0,0,0.444040019800591,0,-0.261477159771303,-0.0240720983106678,0,-0.163513658277217
