,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X000001.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X17.HK.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.723734521158291,0,0,0.00485096986646331,0,0,0,0,0.0480184037534133,0,0,0.0664649565560326,0,0,0,0,0.0110176777347412,0.006114276756481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631204598097646,0,0,0,0,-0.0276771129905866,-0.00249433320898188,0,0,0,0,0,0
X601939.CH.EQUITY,0.149865550080729,0,0,0.279341657594014,0,0.325707401388927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736310873567289,0,0,0,0,0,0.0917911576092494,0,0,0,0,0,0,0.03682004032383,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0334355201096482
X601318.CH.EQUITY,0,0.0847444978031466,0,0,0,0,0,0,0.00711795825500158,0.0593731783162211,0,0,0,0,0,0,0,0.0257046114540393,0.113073831275197,0,0,0,0,0,0,0,0,0,0,0,0,0.0893405585834042,0,0.167220539360066,0.0317481677467219,0,0,0,0.11028207446834,0,0,0,0,0.223106193031601,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.232776015878107,0.0805422866821315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571647252619537,0,0,0.147458804664552,0,0,0.0759468276555134,0,0,0.00622348375805902,0,0.0484318790902681,0,0,0,0,0,0,0,0,0.0133975653472944,0,0,0,0,0.234952444740875,0,0,0,0,0,0,-0.0727233190388615
X5.HK.EQUITY,0,0,0,0,0,0,0.326407915457573,0,0,0.213573526334512,0,0,0,0,0.238868964309518,-1.38777878078145e-17,0,0,-0.117115068277354,0,0,0,0,0,0.0682918636576306,0,0,0,0,0.105551314300043,0,0,0,0,0,-0.0987913268059547,0,0,0,0,0,0,0,0,-0.66454783536008,0,0,0,0,0.262358048581236,0
X601988.CH.EQUITY,0.0510297746585828,0.00442133378812123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686292979519313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00780255850483278,0,0,0,0,0,0,0,0,0,0.135189447314238,0.0807853053159142,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525124603073639,0,0,0.278791069868829,0,0,0,0.0856021333301125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169387355093486,0,0,0,0,0,0,0,0,0.112794681037358,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250429741256065,0.000775117816919061,0,0,0,0,0,0,0.775033741955309,0,0,0,0.104333289930819,0.00419517326406815,0,0.000700083101345981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0.135495000923902,0.0672975009055388,0,0,0,0,0,0,0,0,0,0,0,0.0295777793766981,0.00342095418387157,0,0,0,0,0,0,0,0,0.0702710001492546,0,0,0,0,0,0,0,0,0,0,0.319930482968994,0,0,0,0,0,0.209956976384761,0.0698227185569522,-0.0271519431438561,0,0,0,0,0,0
X601328.CH.EQUITY,0.00162404858671893,0,0,0,0,0,0,0.170599257266644,0,0,0.0379751273530292,0.147448211286054,0,0,0,0,0,0,0,0,0,0.251188312351439,0,0,0,0,0.0313516745800169,0,0,0,0,0,-0.00875514117922948,0.0403736030921601,0,0,0.000779779140315934,0,0.252478660134993,0.0685639214634613,0,0.0396112175807709,0,0,0,0,0,0,0,0,0
