,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X2891.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.314822363801574,0.054238539103476,0.130185300615261,0.0289428643720119,0,0.0181585651816117,0,0,0,0.246116144146191,0,0,0,0,0,0,0,0,0,0,0.00314533644066004,0.0576157436927579,-0.0461695125030711,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.0243316665544033,0,0,0,0.0449778708100834,0,0,0,0,0,0,0.194055811441285,0
X601939.CH.EQUITY,0.311373055491206,0,0,0.203520742704608,0,0,0,0,-0.051729388384065,0,0.13268525554254,0,0,0.0710634253850492,-0.0880317000025402,0,0,0,0,0,0,0,0.191772485785071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255746563295055,0,0,0,0.123754779887566,0,0,0
X601318.CH.EQUITY,0,0,0,-8.67361737988404e-19,0.289110181247179,0.0484112315083218,0,0,0,0,0,0.0412515632722478,0,0,0,0,0,0,0,0,0,0.17520713407149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964311897802177,0,0,0.0731367870784822,0,0.153922647322588,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.360926389569333,0,0,0,0.332875811386269,0,0,0,0,0,0.0230819663307347,0,0,0,0,0,0,0,0,0.0744160058255689,0.0308746713035528,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0438589189623555,0,0.0880336141913832,0,0,0,0,0.0418945547208627,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.500821006886067,0,0,0,0,0,0.236324726969487,0,0,0,0,0,0.224995930514425,0.0664272184090495,0,0,0,0.044154662600801,0,0,0,0,0,0.0871482482384775,0,0,0,0,0,0,0,0,-0.58345009260051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0245034502771472,0,0,0,0,0,0,0,0,0,0.20795916349842,-0.0262509373028686,0,0,0,0.109706053855807,0,0,0,0,0.139020359142105,0,0,0,0,0,0,0,0,0,0.262409409952558,0,0,0,0,0,0,0,0,0.12646564517707,0,0.117996549725737,0.116426137812627,0,0,0,0,0,0,-0.0201339876623447,0
X1299.HK.EQUITY,0,0,0,0,0.0349796119023058,0,0,0,0,0,0,0,0,0.157355025885217,0,0,0.0502696250896116,0.502673194019059,0,0,0,0,0,0.135508777081803,3.46944695195361e-18,0,0,0,0,0,0.0884256384954154,-0.0257282907721678,0,0,0,0,0,0,0,0,0,0,0.0777328299020962,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117226480442195,0,-0.0963037669046405,0,0,0,0,0,0,0.319859344817795,-0.0311980495060293,0,0,0.615110976488159,0,0,0,0,0,0,0,0,0,0.284398388815421,0,0,0,0,0,0,-0.185170536402675,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.131069614699477,0,0,0,0,0,0,0,0,0.371868099568177,0,0,0,0,0,0,0.000639133898703007,0,0,0,0,0.0337455778321158,0,0,0.0753356412740351,0,0,0,0.249996967902294,0.0401008806954965,0,0,0,0,0,0.0417360245716943,0,0,0.166326787969415,-0.0279265589275316
X601658.CH.Equity,0,0,0,0.163997445149408,0.158018545975356,0,0,0,0,0,0,0,0,0.108818911285307,0,0,0,0,0,0,0,-0.0785884143011657,0,0,0,0,0.0334933066780598,0,0.101091077811231,0,0,0,0,0,0,0,0,0.272067012763086,0,0,0,0,0,0,0,0,0,0,0.425782005060392,0,0,0
X601328.CH.EQUITY,0.0616542228601283,0,0,0.600348530075624,0,0,0,0,0,-0.0702690272646301,0,0,0.00417761428994271,0,0.0581739711519808,0.0171983379702356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151604692883367,0,0,0,0,0.116010263418564,0,0,0,0,0,0,0,0,0,0,0,0,0.0226566794417628,0,0.11275709458627,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.384713958862729,0,0,0,0,0.0557652136414903,0,0,0,0,0,0.0822296376855148,0,0,0.0290115209938295,0,0,0,0,0,0,0,0,0,0.224873972192767,0.0113702248384204,0,0,0,0,0,0,0,0,0.0121498357998797,0,0,0,0.0343747815301443,0,1.0842021724855e-19,0,0.0462503320892466,0.106187648482348,0,0,-0.00234134491137827
