,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,6.93889390390723e-18,0,0.0121667315392826,0,0,0.0390958151936536,0,0.295212520368993,0,0,0,0,0,0.115185992362484,0,0,0,0,0.110714737597918,0,-0.00353761199689053,0,0,0,-6.93889390390723e-18,0,0,0,0.0573254893964551,0.280296125717981,0,0,-6.93889390390723e-18,0,0,0.0523035343144933,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0182146938670804,0,0,0,0
X601939.CH.EQUITY,0.265676055214442,0,0,0,0,0,0,0,0,0,0,0,0,0.42675851783832,0,0,0,0,0,0.10681737316705,0.0559668140621598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464393191167095,0.0402867859252588,0,0,0.0213510101275725,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.2104009536713,0,0,0,0,0,0,0,0.164983176112862,0,0,0,0,0,0,0.214438728669985,0,0.117671935032838,0.0949407514849502,0,0,0,0,0,0,0,0,0,0,-0.0342032597250225,0.0815335693381312,0,0,0.0291086338910078,0,0.112666180559411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017258572723268,0,0
X601288.CH.EQUITY,0.344145143392045,0.00647729516280571,0,0,0.502313219162368,0,0,0,0,0,0,0.0118075998626048,0,0,0.0403838895412692,0,0,0,-0.0329676184891108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01710966246123,0,0,0,0,0,0,0,0,0.0949656627299948,0.00787276742814865,0,0
X601988.CH.EQUITY,0,0,0.123499069857613,-1.73472347597681e-18,0,0,0,0,0,0,0.1097936414295,0,0,0,0,0.107467505548512,0,0.0647686312904772,0,0,0,0,0,0.0462231586927274,0,0,0,0,0,0,0,0.124621986491281,0,0,0.105949554033369,0,0,0,0,0,0,0,0,0,0,0.243524018147566,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.250788940510143,0,0,0,0,0,0,0,0,0.166445946965821,0,0,0,0,-0.504166812722608,0.224398358272559,0,0,0.0335062740502684,0,0.102738142209449,0,0,0,-0.125963586987182,0,0.330158845238052,0,0,0,0.313854045869153,0,0,0,0,0,0,-0.321496176992116,0.321796523560768,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0443594349670828,0,0,0,0.281292690672175,0,0,0,0.183777517210199,0,0,0,0,0,0,0,0,0,0,0,0.0616106307156836,6.93889390390723e-18,0,0.194466153867717,0,0.122452689293207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0786032713719463,0,0.0126403927964639
X1299.HK.EQUITY,0,0.0667397403305127,0,0,0,0,0,0,0,0,0,0.0925328203529033,0,0,0.0583871391632979,0,0,0.288190535341653,0,0,0,0.0399830565729298,0,0,0,0.0606826246546735,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.387222667258574,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206213950261714,0,0,0,0,0.00855611807630276,0,0,0,0.0910681140102438,0,-0.020199422186535,0,0,0,0.248974908796174,0,0,0,0.104362100523984,0,0,0,0,0,0,0,0,0.0326833729984244,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188115017299813,0,0,-0.0886286926442883,0,0.156521462889898,0,0,0,0,0.66025700093902,-0.63728569747697,0.124211357978721,0,0,0.0423591905507275,0,0.531314461925622,0,-0.399839821909668,0,0,-0.352930745326822
