,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.0566992852958433,0,0.138738482616427,0.176385473373168,0,0.351769701783763,0,0,0,0,0.000601980993078819,0.131827475301519,0,0,0,0,0,0,0,0,0,0.011879879531106,0,0,0,0,0.104043255853537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0.209359393412174,0,0,0,0,0,0,0,0.217046705700316,0,0,0,-3.46944695195361e-18,0,0.0746853673426145,0.14422512551405,0,0,0,0.213000398491982,0,0,0,0,0,0,0,0,0,0.0778555590281011,-0.0608366633337582,0,0,0,0,0,0.0682630628084832,0,0,0,0,0,0,0,0,0,0,0.0720878018587572,0,0,0,0
X601939.CH.EQUITY,0.263707303155178,0,0,0,0,0,0,0,0,0,0,0,0.425687749190111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19183595435749,0,0.106013087533612,0,0.00655980763310321,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0
X601288.CH.EQUITY,0.342766285649945,0,0.0423529660448216,0,0,0.467208747703949,0,0,0,0,0,0,0,0,0.0359528738583414,0,0,0,2.77555756156289e-17,-0.0109425398651745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112852842780052,0,0,0
X5.HK.EQUITY,0,0,0,-0.0469204396503622,0,0,0,0.264337064913781,0,0,0,0,0,0.328541910336734,0,0,0,0,0,0,0,0,0.627880689755921,-6.93889390390723e-18,0,0,0.0910960572684778,0,0,0,0,0,0,0,0.212095712732008,0,0,0,0,0,0,-0.360936703960444,0,0,0,0,0,0,-0.0666148854129606,0,0,-0.0626641163704088
X601988.CH.EQUITY,0.136932384891112,0,0,0.0492462559230659,0,0,0,0,0.200907734281764,0,0,0,0.143590967187751,0,0,0,0,0,0.0210807577314032,0,0.168427228945236,0,0,1.38777878078145e-17,0.0278146253958585,0,0,0,0,0.0495208492312346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186362260150441,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.196679038862066,0,0,0.220237727020861,0,0,0,0,0.1779478669897,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149711685723843,0,0.00384347375884828,0.158236013040136,0,0,0.105481527187914,0,0,0,0,0,-3.46944695195361e-18,0.0489929089659992,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.148251238402293,0,0,0,0,0,0,0,0.359133091837687,0.0249211168180628,0,0,0,0,0.18231900126137,0.27154104597795,0,0,0,0,0,0,0.266984444517431,0,0,0,0,0,0,0,0.0124280455050447,0,0,0,0,0,0,0,0,0,0,0,0.0745735097636596,0,0,0
X601628.CH.EQUITY,0.325237567498526,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0563778102021339,0.0260362554928776,0,0,0,0.118371188164019,0,0,0,0.0876579155747653,0,0.230500611131048,0,0,0,0,0.150182899307482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214810158666048,0,-0.122352506354371,0.119630285653695,0,0,0,0,0,-0.622144433268307,0.655404550882753,0,0.10382781898277,0,0,0,0.505225043266521,0,-0.430594698734303,0,0,-0.369170830644248
X601166.CH.EQUITY,0,0,0.170140496399877,0,0,0,0.334010787749526,0,0,0,0,-2.77555756156289e-17,0,0,0,0,0,0,0,-0.0310201563388265,0.0948508807753264,0,0,0,0.0334469496004762,0,0,0,0,0.425787193389752,0,0,0,0,0,0,-0.00986517046893928,0,0,0,0,0,0,0,0,0.064272725755767,0.0581581223286546,0,-0.167028546133674,0,-0.0163960518732235,0.132798083562824
X601328.CH.EQUITY,0,0,0.092190976725819,0,0,2.16840434497101e-19,0,0,0,0,0,0,0.52054980212159,0,0,0,0,0,0,0,0,0,0.00193732536834062,0.218625968513894,0,0,0,0,0.0250431743527532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.116839247228841,0,0,0,0,0
X600000.CH.EQUITY,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0821202564929774,0.455393681866433,0,0,0,0.101979459117403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0672344815329762,0,0,0,0.097606885099876,0,0.0989578599050513,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0.124698116019293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0316402603417109,0,0,0.560534005828649,0,0,0,0,0,0.0174250745138089,0,0.0962272234066119,0,0,0,0,-0.0685646756852772,0,0,0,0,0,0,0.0351947036762551,0
X388.HK.EQUITY,0,0,0,0,0,0,0,0.0620244789612983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249264950092936,0,0,0,0,0.00348451339936793,0,0,0,0,0,0,0.0821064236291909,0,0,0,0,0,0.17328156868969,0.104042887468606,0,0,0,0,0,0,0.0258548986252489,0,0,0
