,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X1997.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.200105921042073,0,0.206042705777328,0,0,0,8.67361737988404e-19,0,0,0.143729357925978,0,0,0,0.0657095261589811,0,0,0,0,0,0,0,0,0,0,0.0523693118494931,0,0,0,0.146985915407109,0,0,0,0,0,0,0,0,0,0,-0.0147771079859697,0,0,0,0,0,0,0,0,0,0.217414764337616,0
X601939.CH.EQUITY,0.154265903297217,0,0,0.351727898956999,0,0,0,0,0,0,0,0,0,0.254167546900051,-0.110788427521557,0,0,0,0,0,0,0,0,0,-0.0775540252884435,0.220785127088044,0,0,0,0,-0.0124093460251722,0,0,0,0,0,-0.020522461303446,0,0,0,-0.0254522966122487,0,0,0,-0.0269848123787939,0,0,0,0.124460901898516,0,4.33680868994202e-19,0
X601318.CH.EQUITY,0,0,0,0,0,0.0937479241439913,0,0,0,0,0,0,0.0897709171609193,0,0,0,0,0.0624435777577071,0.171418838466083,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.0360801555918003,0,0.00701027896606203,0,0,0,0,0,0.023740187800215,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.492477294697946,-1.38777878078145e-17,0,0.119490451393198,0,0,0,0,0,0.0995861177385807,0,0.116569091825068,0.0228360874657599,0,0,0,0,0,0.142675049140162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155675126870542,0,0,0,-0.0416487328438959,0,-0.0289570565203326,0,0,0,0,0.0338830453932174,0,-0.0952467096638015,0,0,0,0
X601988.CH.EQUITY,0,0.121998167928368,0,0.382182115063931,0,0,0,0,0,0.27940666165268,0,0,0,0,0,0.242815991141314,0,0.0846948034162989,0,0,0,0,0,0,0.0934893916744607,0,0.0549921653146816,0,0,0,0,0,0,0,0,0,-0.538357696886086,0,0,0,0.0469483708723811,0,0,0,0,0,0,0,0,0,0,-0.164467399653346
X600036.CH.EQUITY,0,0.179029503186138,0.0164250873225084,0,0,0,0,0,0.0987612974873401,0,0,-0.0295668600392912,0.124250554943791,0,0,0,0,0.169864846627291,0,0,-0.0217434760894524,0,0,0.131449368916977,0.0296116628502163,0,0,0,0,0,0,0,0.367966173253833,0,0,0,0,0,0,0,0,0,0.0310361618868886,0,0,0,0.0615659551285314,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0861041356785226,0,0,0.17546927511311,0,0,0.288849020533544,-6.93889390390723e-18,0,0,0,0.136687936317464,0,0,0,0,0,0,0.0900519931044683,0,0,0,0,0,0,0,0,0,0,0.150651824450928,0,0.0357588749431161,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0436568235154326,0,0,-0.0376182563735745,0,0,0,-0.381251570994846,0.61046600717537,0,0,0.0433560676658578,0,0.690244920457752,0,0.0174761920481758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.148249777579552,0,0,0.28614409343333,0,0,0,0
X601628.CH.EQUITY,0,0.0388630677136193,0.108715123655818,0,0,0.20000898992506,0,0,0,0,0,-0.137240467901674,0,0,0,0,0,0,0,0,0,0.355205557952611,-3.46944695195361e-18,0.104693974290749,0,0,0,0,0.112890501312497,0,0,0,0,0,0,0,0,0,0,0,0,0.0206645642403531,0,0,-0.0541759502764619,0,0,0,0,0,0.157769613486661,-0.0506475951110165
X601658.CH.Equity,0,-1.38777878078145e-17,0,0,0.118490697052263,0,0,0,0,0,0,-0.106915797423723,0,0.114743202749322,0,0,0,0.0967893487212985,0.22711196840497,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.157175094362253,0.323851523767782,0,-0.147219681857805,-0.135904082483888,0,0,0,0,0.104310655464626,0,0,0,0,0,0
