,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0.123312353942682,0,0,0,-0.187590369609026,0.251897008666535,0,0,0.0923335460767956,0,0,0,0.27395520868251,0,0,-0.126315291062535,0,0,0,0,-0.13611669057687,0,-0.194821806077945,0,0,0,-0.223818163798641,0,0,0.823800238309799,0,-0.0511011760421354,-0.0807785065263705,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0501972751561188,0,0.157396556644288,-4.33680868994202e-19,0,0,0,0.12065150236583,0,0,0,0,0.0966223361598047,0,0,0.140140491073551,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0597746125715155,0,0.00629008371325914,0.0976039945728225,0,0.241986284690604,0,0,0,0,0,0,0.0204107887700646,0,0,0,0,-0.0310447569988423,0,0
X601939.CH.EQUITY,0.0798305385285232,0,0,0,0,0,0,0,0,0.22563789798569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142157746751594,0,0,0.109792317883434,0,0,0,0.459620117439238,0,0,0,0,0,0,0,0.0112978484585435,0,-0.0758847346910276
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.704978695161082,0,0.125024207782425,0.298499862086775,0,0,0,0.392933855751963,0,0.29234628446623,0,0,-0.493825790726303,0,0,0,0,0,0,0,0,0,0,0,0,-0.421071833331043,0,0,0,0,0,0,0,0,0,0,0,0.00709239083444629,0,0.537353179037166,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.14723166696122,0,0.213161875472995,0,0,0.0226988588602825,0,-0.0132999567280967,0,0.103039657673566,0.0569634495126324,0,0.010431532279998,0.0433002553185331,0,0.0524824305621848,0,0,0,0,0,0,0,0,-0.0278792169024799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117555492370089,0,0,0,0.213004382920795,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.486184346985267,0,0,0,0,0,0,0,0,0,0.122179755141711,0,0,0,0,-0.12509010678886,0,-0.0639299688877343,0,0,0.210862939434528,0,0,0,0,-0.348115900080252,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,-8.67361737988404e-19,0.0969336436038391,0,0,0.0254915501390641,0,0
X600036.CH.EQUITY,0,0.12226621938543,0,0,0,0,0,-0.0286479031766997,0,0.577275568245687,0,0.0626154099723187,0,0,-0.0910809249610098,0.0611004346759873,0,0,0,0.179660844331554,0,0,0,0,0,0,0,0.0697139945152915,0,0,0,0,0,-0.190397865071525,0,0,0,0,0,0,0,0,0.00539333894255961,0,0,0,0,0,0,0,-0.141377135228938
X1299.HK.EQUITY,0,0,0,0,0.181532681890641,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0399015939817849,0.0390046895712868,0,0,0,0,0,0,0.266301389177812,-3.46944695195361e-18,0,0,0.114321333404732,0.0386171184769877,0,0,0.0761696381523265,0,0,0,0,0,0,0,0,-0.110174093875956,-0.0585947482748125,0,0,0,0,0,0,0.0433267362764469
X601628.CH.EQUITY,0,0.161819764373525,0.0236530125990296,0.0556087230208642,0,0,0,0,0,0,0,0,0,0.164812586494233,0,-0.0873155909238942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.056786560653347,0,0,0.25175061850852,0.197905286948693,0,0.034945010499967,0,0,0,0.233213192285471,0.134321495049819,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.293993086344161,0.0255896395097683,0,0,0.649823294635444,0,0,0,0,0,0,0,0,-0.224879115981145,0,0,0,0.294924087785146,0,0,0,0,0,0.371674751317895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.561206452707816,0,0.000346209118074271,-0.135010576734548,0,0.122446928697372
X601166.CH.EQUITY,0.0429541775136271,0,0,0.230921311612135,0,0,0,0,0.0699699075070442,0,0,0.265893160441665,-0.0270758125618186,0,0,0,0,0,-1.73472347597681e-18,0,0,0.219330849084665,0,0,0,0,0,0,0,0,0,0.183652289429256,0,0,0,0,0,0,0,-0.117446265369303,0,0,0,0,0,0,0,0,0,-0.0359425446059056,0
X600000.CH.EQUITY,0,0,0.203919932026945,0,0,0,0.327166339314518,0,0,0,0.44496163063724,0,0,0,0,0,0,-0.00552556560966407,0,0,0.0175906948857038,0,0.0121988421923798,0,0,0,0,0,0,-0.0369662063966381,0,0,0,0,0,0,0,-0.195702048859914,0,-0.04349863116037,0,0,-0.0496060365599963,0,0,0,0,0,0.344984964371365,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0562985846957797,0,0,0,0.395110773360655,0,0,0,0,-0.0785807883849553,0,0.132739188810658,0,0,0,0,-0.0888786642617438,0,0,0,0,0,0,0,0,0.382766088464307,0,0,0,0,0,0,0,0,0,0.0954420567935744,0,0,-0.123852909156495,0.000367376145169081,6.93889390390723e-18,0
X601601.CH.EQUITY,0,0.0726695342621453,0,0,-0.0451039198548325,0,0,0,0.606617191352451,0,0,0,0.0243630515363519,0,-8.67361737988404e-19,0,0,0,0,-0.0373147427687813,0.0552461803222121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276171332885616,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,-0.0707997385087162,0,0,0,0,0,0,0,0.155739864713765,0,0,0.111370011935681,0,0,-0.127570226791563,0,0,0,0,0.0745510846392502,0,0.321797008446901,0,0,-0.0161220892654268,-0.0428536002953053,0.212672592309409,0,0.521250648713211,0,0,0,0,0,0,0,0,0.253960292483177,0,0,0,0,0,0,0,-0.0693656424092974
X11.HK.EQUITY,0,0,0.0192628323136566,0,0.200975225799127,0.0169917353215568,0,0,0,0,0,0,0,0,0,0,0,0,0.363003952177148,0,0,0,0,0,0.082598441946311,0,0,0,0,0.406845625971363,0,0,0,0,0,0,0.18828325511002,0,0,0,0,0,0,0.0182040888121176,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0,0.0278928855593303,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,-0.167411428510882,0.273191048768232,0,0,0.021434316210216,0,0.187972232654906,0.312150015099067,0,0,-0.0623236084942693,0,0,0,0.522450728832487,0,0,0,0,0,0,0.0232273296983148,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0.0348391252546205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594788189353613,0.01457635610181,0,0.0376543602665125,0,0,0,0,0,0,0.057770333716641,0.097095541022951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122680199491738,0,0
X2388.HK.EQUITY,0,0.37788980948379,0,-0.0488005415754017,0.0574888935449448,-0.264466726700816,0,0,0,0,0,0,0,0,0,0,0,0.573036898799056,0,0,0,0.246512087957542,0,0,0,0,0,0,0,-0.294752769344107,0,0.24513994714976,0,-0.266417446120619,0,0,0,0,0,0,0,0,-0.0197506211346502,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0767168202062364,0,0,0,0,0,0.00745283180352991,0,-0.019358798026558,0.058094597110135,0,0,0,0,0,0.0314582563095621,0.0815863105403584,0,0,0,0,0.145688415841926,0,0.337772262029696,-0.220655200862778,0,0,0,0.0810764075188566,0,0,0,0,0,0,0,0,0,0,0.0412751840703421,-0.304335266795251,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0.0134384409589963,0,0.012278813846562,0,0,0,0,0,0,0.0563158580270211,0.246588477061026,0,0,0,0.2702819973015,0.0384642134058146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870293526178528,0,0.184598524920199,0,0.0249477355412711,0,0,0,0,0.0615955674019088
X688.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432451842385281,1.73472347597681e-18,0,0,0,0,0.168421657599417,0,0,0,0,0.170138821790457,0,0,0.21414386252194,0,0,0,0,0,0.27985780708537,0,0,0,0,0,0.0162419827598503,0,-0.147523997567041,0,0,0,0,0,0.0104279507333032,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.224611425210111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40399812866991,0,0,0,0,0,0.000700938421670287,0
X600030.CH.EQUITY,0.0113545882130415,0,0,0,0.0180379883066092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123155047890523,0,0,0,0,0.0367635063683915,0,0,0,0,0,0,0,0.102531081823005,0,0,0.149278963451846,0,0.386396608188603,0,0,0,0,0,0,0,0,0.37939099782012,0,0,0,0
X000001.CH.EQUITY,0,0.154091198014536,0,0,0,0.15570941314587,0,0,0.137447534527584,0,0.157182765732692,0,0,0,0,0,0,0,0,0,0,0,0,0.0679098975516665,0,0,0.12410643882275,0,0,0,0.0175878159306822,0,0,0.0101442641409551,0,0.00625687378506067,0,0,0,0,3.46944695195361e-18,0,0,0,3.46944695195361e-18,0.0632017532512479,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0.041002660101874,-0.0567076783322315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28325631334489,0,0,0,0,0.07797476576389,0,0,0,0,0,0,0.283653475377939,0,0,0,0,0,0,0,0,-0.0739162631527164,0,0,0.187162676603993,0.0736517256358118,0,0,-0.154161927656805,0
X2007.HK.EQUITY,0,0.110671722617025,0,-0.0316647189371757,0,0,0,0,0,0,0,0,0.121387498234389,0,0,0,0,0,0,0,0,0,0,0,0,0.213101418073611,0,0,0.158619332562045,0,0,0.291782646965648,0,0.0485209045451564,0,0,0.0236063939547874,0,0,0,0,0,-0.141465114303099,0,0,0,0,0,-0.0691855939851029,0,0
X601818.CH.EQUITY,0,0,0,0.298065648918036,0,0,0.294833841288118,0,0,0,0,0.0462529348528867,0,0,0,0,0.0696754698891966,0,0,0,0,0,0,0,0,0,0,0,0,-0.00862417072596065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772089259134572,0.108445633730782,0,0,0,0,0.0427856107700911,0
X1113.HK.EQUITY,0,0,0.0327370906897131,0,0,0,0,0.203434088780746,0,0,0,0,0,0,0,0.229627105836839,0.155542893992562,0,0,0.0691758373761627,0,0.0351716654429591,0,0,0,0.400788442818273,0,0,0,0.0826017780705042,0,0.109416910516907,-0.0683844651516387,0,0,0,0,-0.0254061430236771,0,0,0,0,-0.0990615968713226,0,0,0,0,0,0,0,0
X823.HK.EQUITY,0,0,0,0,0,-0.248060099623218,-0.07243320149893,0,0,0,0,-0.0268796598857544,0,0,0,0.147000169027367,0.161902918766418,0,0,0,0,0,0,0,0,0,0,0,0.0313644638082736,0,0.00604236567684433,0.102769417032531,0,0,0,0,0,0,0.469742370767506,0,0,0,0,0,0.0848064529291963,0,0,0,0,-0.14160419325629,0
X12.HK.EQUITY,0,0,0,0,0,-0.126289680344479,0,0.515104305163889,0,0,0,0,0,0,0,0,0,0,0,-0.110005741605454,0,0,0,0,0,0,0,0.0346589200308588,0,0.408427731018739,0,0,0,0,0.355108966665742,0,0,0,0,0,0.0332703681835421,0,0,0,0,0,0,-0.0186071461931592,-0.170486558610216,0,0.167372509298948
