,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.13790538661418,0,0.127503399564367,0.0141747329899434,0,0,0,0,0,0,0,-0.0702655234407696,0,0,0,0,0,0,0,0,0,0.54203620555557,0,0.438145030260526,0,0.188663965401256,0,0,0,-0.100530371738688,0,0,0,0,-0.202765197905509,0,0,-0.0998672419169612,-0.0278074047280396,0,-0.733048305208538,0,0,0.143124146124572,0,0,0,0,0,0.0453451624374289
X601939.CH.EQUITY,0,0,0,0.326999807088646,0,0,0,0,0,0,0,0.0585494417053124,0,0.217988500768836,-0.118828093140094,0,-0.0295167182353118,0,0.0712548068171028,0,0,0,0,0,0,0.0746857165108158,0,0,-0.154387430951596,0,0,0,0,0,0,0,0,0,0,0,0.128992425970052,0,0,0,0,0,0.186612107254999,0,0.147871531359631,0,0,-0.124321054312568
X601318.CH.EQUITY,0,0,0,0,0.119152426682393,0.248616498450174,0,0,0,0,0,0,0,0,0,0,0,0.121810150922925,0,0,0,0.126345111530014,0,0,0,0,0.00460372462340809,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0.297193442343072,0,0,0.121650315249654,0,0,0,0
X601288.CH.EQUITY,0,0.410587467139297,0,0,0.123777875122155,0,0,0,0,0,0,0.0453410340563038,0.249316121491928,0,0,0,0,0,0,0,0.140801145531736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165962279880685,0,0,0,0,0,0,0,-0.0718183379166515,0,0,0,-0.101614669651926,-0.078070736402638,0,0,0
X601988.CH.EQUITY,0,6.93889390390723e-18,0,0.38767263287663,0,0,0,0,0,0.282074928559551,0,0,0,0,0,0.163033589283031,0.113151195206543,0,0.134016206709049,0,0,0,0.147042985686022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.565841536706497,0,0,0,0,0.101281948852471,0,0,0,0,0,0,0,-0.254587362948016
X600036.CH.EQUITY,0,0.0414882970158083,0,0.0707074176351074,0,0,0.00697594823291718,0.0505283391224457,0,0,0,0,0,0,0,0,0,0,0.020419410804608,0,0,0.175409117934056,0.0636553718740506,0,0,0,0,0,0,0,0,0,0.0599519948328175,0,0,0,0,0,0,0,0,0.138168066465044,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00880108835639784,0,0,0.123755630380367,0,0,0.170094217697279,0.00763517696743853,0,0,0,0,0,0.105247638706297,0,0,0,0.0158960473128503,0.085595243281547,0,0,0,0,0,0,0,0,0,0,0.132257484486302,0.334104404070378,0,0,0,0,0,0,0.050181469866519,0,0.1091405031347,0
X601628.CH.EQUITY,0,0,0,0,0,0.33098220184922,0.115490644302575,0,0,0,-0.128377206667755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386793638162114,-0.0145820205132952,0,0,0,0,0,0,0,0,0.114832900075626,0,0,0,0,0,0.167325841839521,0.102862246989241,0,0,0.0424478896223536,-0.0374606898192752,0,0,0,0,0,-0.0188093449078485
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111061984397224,-0.152675140407452,0,0,0,0,-0.380341223136981,0,0.749515273685209,0.0557582618618991,0.519690807080837,0,0,0,0.0305549216917534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146565984571187,0.100772467427496,0,0,0
X601658.CH.Equity,0,0.0971393282351466,0,0.144227746407035,0,0,0,0,0,0,-0.0497253556325102,0,0,0,0,0,0,-0.124108224023498,0.129571635507934,0.288508364690733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852241206692542,0.289031086084136,0,-0.0224915848199815,0,-0.0230583603341401,0,0,0,0.0419268008456245,0,0,0,0
X388.HK.EQUITY,0,0,0.194300078493222,0.105277368908126,0,0,0,0,-0.0278222135542764,-0.00768868912064746,0,0,0,0,0,0,0,0,0,0,0,0,0.0676405221207845,0.484547341105872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,-0.0580652686611954,0,0,0,0,0
X601328.CH.EQUITY,0.0615357737660287,0.146561351024402,0,0.105011344364085,0,0,0,0,0,0,0,0,0,0.0870963354907191,0.171711032990152,0,0.0378027844379623,0,0,0,0,0,0.0151201561167141,0,0,0.234091448552181,0,0,0,0.0927599792547933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00500054533346545,0,0,0,0,0
X601166.CH.EQUITY,0,0.10246879056651,0,0.0931010806042767,0.0235075091151979,0,-8.67361737988404e-19,0,0,0.0207982047439156,0,0,0,0.425762486883112,0.0733733701513142,0,0,0,0.105301207553126,0,0,0,0,0,-0.00277725108440502,0,0,0,0,0,0,0,0.037563354590467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,-1.73472347597681e-18,0.236005947992085,0.034622218786993,0.133112807817623,0,0,0.072815566635042,0,0,0.098507219191884,0.154080565781678,0,0,0,0,0,0,0,0.0449238349661664,0,0,0,0,0,0,0,0,0,0.105228017073285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418717706957142,0,0,0,-0.0167761527286489,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386259777041227,0,0,0,0.247081625791442,0,0,0,0.0560482362971986,0,0,0,0,0,0.163162650930555,0.0668835505604161,0,0,0,0.12843759078232,0,0,0,0.116370494132102,0,0,0,0,0,0,0,0.0595203381118358,0,0,0,0,0.0694880267744642
X600030.CH.EQUITY,0,0,0,0,0,0,0.0066413918059917,0,0,0,0,0,0.0234456389419081,0,0,0,0.3027742421617,0,0.0170680238004089,0,0,0,0.0334313679805126,0,0,0,0,0,0,0,0,0.0630026906650102,0,0.392044753247365,0,0.081246454915047,0,0,0,0,0,0.0190037350844334,0,0,0.0247367976882391,0,0,0,0,-3.46944695195361e-18,0.0678583618583359,0
X601066.CH.EQUITY,0,0,0,0,0,0,0,-0.159342836650575,0.0453373789475334,0,0,0,0,0,0,0.511473448832832,0,0,0,0,-0.0687096428480724,0,0,0,0.0594533626934091,0,0,0,0,0,0.0796841421936824,0,0,0,0.115830549515462,0.107814454961242,0,0,0,0,0.184172403179403,0,0,-0.0310430022958418,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.212999173749674,0,0,0,0,0,0,0,0,0,0.0409298110569733,0,0,0,0.168178934231484,0,0.0995636438961172,0,0,0,0,0,0,0,0,0,0,0,0.0697104283092172,0,0,0,0,0.338906437098843,0,0.0908920117803942,0,0.0758336993418471,-0.105408121657856,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0.0641221183721552,0,0,0.13379181030101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177791331584364,0,0,0,0.0272008778470557,0,0,0,0,0,0,0.229953792875397,0,0,0,0,0.0177250555196334,0,0,0,0,0,0,0.104459834970982,0,0,0.190103753559972,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233763366045243,0,0,0,0,0,0,0.0408010436520821,0,0,0,0,0,0,0,0,0,0,0,0.103638709537705,0,0.184153282015438,0,0,0.0985426699998841,0,0,0,0.201922691688796,0.0757489382398811,0.118574691729827,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0.0991452229733602,0.167693059618098,0,0,0,0.00635703804904931,0.0153588240385349,0,0.220233369310472,0,0.0186837961615792,0,0,0,0.386806190597608,0,0,0,0,0,0,0,0.109760150702544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127731055864598,0,0,0,0,0,-0.019622192313878,0
X601601.CH.EQUITY,0,0,0.500636448370876,0,0,0,0,-0.0209473407759528,0,0,0,0,0,0,0,0,0,0.280883728527617,0.0966128058278806,0,0,0,0,0.0493755758270002,0,0,0,0.0718603732119515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.283871019137982,0.139042789129024,0,0,0,0,0,0,0.0755699639480886
X2388.HK.EQUITY,0,0,0,0,0,0,0.127439361097961,0,0,0,0.0373159444900086,0,0,0,0,0,0,0,0,0.0748223811347047,0,0,0,0,0.274006391599092,0,0,0,0,0,-0.0126293247436829,0,0,0,0.121537091290574,0,0,0,0,0,0.0164087186321663,0.304546525913254,0,0,0,0,0,0,0,0.00160167317794735,0.024573799318862,0
X688.HK.EQUITY,0.0686890641296222,0,0,0,0,0,0.0218543577416534,0,0,0,0,0,0,0.197963172477941,0,0,0,0,0,0,0,0,0,0,0,0.0822884289147946,0.270579383858524,0,0,0,0,0,0,0,0,0,0,0.0601134525222039,0,0.297639023701179,0,0,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0492062874259383,0,0.209443325268971,0.303313569978454,0,-0.0352958951128915,0,0,0,0,0,0.0130456627659081,0.0294012494228485,0,0,0,0,0.18369759156053,0,0,0,0,0,0,0,0,0,0.0217485573869589,0,0.0914814198113239,0,0,0,0,0,0.0781262494309952,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0430434114001512,0
X601998.CH.EQUITY,0.30680169082643,0.0298243664492567,0,0,0.0843924959922468,0,0,0,0.0375044991364225,-0.0442153896029652,0,0.0431684226435405,0.137767228304916,0.0498296724344737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108657341832511,0,0.0639949804698012,0,0,0,0,0,-0.0257461416980572,-0.0234958018346021,0,0,0,0,0,0,0.179320119854374,0,0,0,0,0
