,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601628.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X1109.HK.EQUITY,X300059.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0.365989970443032,0,0.0364206950026041,0,0,-0.0088464629144032,0,0,0.0611235572607757,0,0,0,0.109189626899554,0,0.1592537827796,0,0,0,0,0,0,0,0.116377958887638,0,0,0,0,0,0,0.0592618378071072,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.000412869929849948,0,0,0,-0.145984684573079,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14202131204688,0,0,0,0.471528902483872,0,0,0,0,0,0,0,0,0,0,0.0421687064153563,0,0.00680001659692748,0,1.73472347597681e-18,0.0511722105079974,0,0.0762788436252664,0,0,0,0,0,0,0.0634519064264163,0,0,0,0,0,0,-0.124069054765203
X601939.CH.EQUITY,0,0,0,0,0.675046020971312,0,0,0,0,0,0,0.235503299130304,0,-0.0214204483390963,0.0998393227226977,0,0,0,8.67361737988404e-19,0.0495541738210246,0,0,0,0.0240403712175608,0,0,0.00196417900050509,0,0,0,0,0,0,0,0,0.00518846086529786,0,0,0,0,0,0.067821142789631,0,0,0,0,0,0,0,0,0,0.0313463357524977
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.131026031725528,0.165298288873917,0,0,0,0,0,0,0.300785631068468,0,0,0,0,0.18052194089302,0.0934606733186955,0,0,0,0,0,0,0,0,0.118649783165826,0.0182219242088681,0.0715227518606283,0,0,0,0,0,0,0,0,0,0,0,0.13913312157305,0,0,0,0,0
X601288.CH.EQUITY,0.1708664717256,0,0.83433552050321,0,0,0,0,-0.0795552509317169,0,0,0,0,0,0,0,0,0.0206548215019949,0,0,0,0.0238799508218977,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070658084490101,0,0,0,-0.0119191674856933,0.00952617569967685,-0.172990931079626,0,0,0,0,0,0,0,0,0,-0.00526464448128811,0
X600036.CH.EQUITY,0,0.211329738686615,0.0796343317781334,0,0.155352308029562,0,0,0.0957211108749415,0,0,0,0,0,0,0,0.26415696830864,0,0,0.0864313775632897,0,0,0,0,0,0,0.212830893306376,0,0,0.0588398008480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0,-1.38777878078145e-17,0.142487129960897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105199896394341,0.00191881886943898,0,0,0,0,0,0,-0.00833517354405947,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311473801992394,-0.0593913838491596,0,0,0,-0.093251584985678,0.908894853005769,0,-0.0903207610637807,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.175139137751739,0,0,0,0.0201132697464387,0,0,0,0,0,0,0,0.25175762765023,0,0,0,0.0991598948332665,0,0,0,-0.0806506783699237,0,0,0,0,0,0,0.0536359754504086,0.0664565694575073,0,0,0,0,0.11300750768332,0.131875465536531,0,0,0,0.0411226650630453,0,0,0,-0.0988225675247715
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.251895932781866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637605254452652,0.365413468946987,0.0234435420408535,0.112892370047234,0,0,0,0,-0.0650870244915526,0,0,0.0846779298115284,0,0,0,0,0.147031628950444,0.323225998986658,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0.11705635003298,0,0.163544700492342,0,0,0,0.0310704461859847,0,0,0,0,0,0,0,0,0,0,0,0,0.125389333454349,0.233577522817971,0.0283861539720829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118546343785047,0.287581139992729,0,-0.309184402146961,0,0,0.0212186261874199,0,0,0.156108577233344,0,0,0,0,0
