,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X688.HK.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.207618739736035,0,0.0339662452967095,0,0,0.389575251817992,0,0,0,0,0,0,0.0101245708833591,0,0,0,0,0,0,0,0,0,0,0.251628392324933,0,0.0409132494740711,0,0.00257022612658785,0,0,0,0.0869944688962014,0,0,0,0.0532967358759368,0,0,0,0,0,0,0,0,0,0,-0.0903854572602718,0,0,0
X601318.CH.EQUITY,0,0,0.158289902041501,0,0,0,0,0,0.161850111190194,0,0,0,0,0.199783529538291,0.0849912516435567,0,0,0,0,0.12366776911291,0,0.0828844840737083,0,0,0,0,0,0,0.174406953473313,0,0,0.0213121712052398,0,0,0,0,0,0,0,0.0720957436795073,0,0,0,0,0.0252686673854158,0,-0.127861756662916,0,0,0,0.0755641160554676,-0.094717539090708
X601939.CH.EQUITY,0.282484440678084,0.230813340069727,0,0,0,0,0,0.492439250159401,0.0808163451555383,0,0,0,0,0,0,0,0,0,0.0295711472566609,0,0,0,0,0,0,0,0,0,0,-0.0213101817391805,0,0,0,0.0598390818705964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181452738409685,0
X600036.CH.EQUITY,0,0,0,0,0,0.15772627830952,0,0,0.0740559349584314,-0.11905352518585,0.0316425141214995,0.13837677083397,-0.0994413356254339,0,0,0.185778125717234,0,0,0,0.15612850499142,0,0,0,0,0,0,0.378926773050058,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0134897570962468,0,0,0,-0.0539685627486126,0,0,0,0,0,0,0,0,0,-0.0279735957555363,-0.0280704398108015
X601288.CH.EQUITY,0,0,0.0343013642349735,0,0,0,0,0.484097579297055,0,-0.0447954256689129,0,0,0.0371260757972995,0,0,0,0,0,0,0.109873335686564,0,0,0,0.0870642216674476,0,0.0781218354582341,0,0,0.0834520838646517,0,0,0,0,0.0256359209178243,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0392674204559716,0.0193819611287039,0.0839059520314659,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,-0.0974559753688993,0,0.217596918944191,0,-0.0255735815882567,-0.0290361409506017,0,0,0,0,0,0,0,0,0,0,0.184791468137788,0,0,0,0,-0.00120519743575868,0,0,0,0,0.143803973763027,0,0,0,0.0628352764560056,0,0.165977662328424,0,0,0,0.181082584694086,0,0,0,0,0.211757597381639,0,-0.0880749654042448,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.072929623037639,0.155195550345033,-8.67361737988404e-19,0,0,-0.0102815247294991,0,-0.138301875022063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436243763131127,0,0,0,0,0,0,0,0,0,0,0.00336232872023732,0,0,0.00362057605543498,0
X601988.CH.EQUITY,0,0,3.46944695195361e-18,0,0.468634018270948,0,0,0,0,0,0,0,0,0,0,0,0,0.1309911411054,0.380066853496283,0.0322738295310066,0,0,0,0,0,0,0,0.0715529749958289,0,0,0,0,0,-0.00536466743858132,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.0337715210588962,0,-0.0630904396202431,0,0,0,-0.049633593431634,0
X5.HK.EQUITY,0,0.0425237112999703,0.06307053747188,0,0,0,0,0,0,-0.0272363438998127,0.141483982220291,0,0,0,0,0,0,0,0,0,0,0,0,0.142040119870256,0.0321926694967767,0,0,0,0,0,0,0,0,0.166127470119481,0,0,0,0.0158444113341888,0,0,0.334746412275467,0,0,0.131208658544557,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.15483211310136,0,0.434621812650666,0,0,0,0,0,0,-0.0114167425144949,0,0,0,0,0,0,0,-0.142287197415464,0,0,0,0,0,0,0,0,0,0,0,0,-0.243858677565089,0,0,0,0,0.0965119710993467,0,0,0,0.0304163777132116,0,0.259538950841841,0,0,0,0,0,0.186560589207463,0.020504667202965
