,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.149863536712309,0,0.0885651486877654,0,0,0,-0.0855222223748115,0,0,0,0.463137253342604,0,0,0,-0.0967200082575456,0,0,0,0,0,0,0,0,0,0,0,0,0.0783626395996884,0,0,0,0,0,0,0,0,0,0.107180463931643,0,0,0,0,0.20522884264317,0,0,0.00283526320925695,0,0,0,0,-0.0321809958681597
X601318.CH.EQUITY,0,0,0,-0.0557838319545886,0,0,0,0,0.127449984370228,0,0.219039128080271,0,0.0385326566875126,-0.0903582919428672,0.0867080451890203,0,0,0,0,0,0,-0.0879102047336352,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190719320262728,0,0,0,-0.222356640807157,0.394174772522579,0,0.156874904089142,0.154521904309608,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.187552429175426,-0.0074002063365984,0,0.315001153268316,0,0.0778627105866136,0,-0.0727585274677859,0,0,0,0,0,0,0.106981413381536,0,0,-0.0234729520999051,0,0,0,0.0680055307826199,0,0,0,-0.0682321244172076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468657471003204,0,0,0.0163973548454374,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.459197576698743,0,0.162992254184528,0,0.082326444873385,0.125856335726967,0,0,0,0,0,0,0,0,-0.0544057481688921,-0.0492322174089468,0.0149668655372599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17885256152017,0,0,0,0,0,0,0,0,0.0968597553343068,0.0553952844803298,0,0.0868962394637411
X5.HK.EQUITY,0,-0.089835860423431,0.0137450090826864,0.28487762390384,0,0,0,-0.235943900565191,0,0,0,0,0.11520890074815,0,0,0,0,0,0,0,0.592629778620207,0,0,0,0,0.234574776440646,0,-0.0197344568243174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21546548909246,0,-0.0829380253605103,0,0,0
X601988.CH.EQUITY,0.208735247758959,0,0.204609628153923,0,0,0,0,0,0.0615793115668571,0,0.0909544352652297,0.0904218295106222,0,-0.355890987661083,0,0,0,0,0,0,0,0,0.0205229766252883,0,0.286116732902723,0,0,0.138734631670988,0,-0.0437019513992775,0,0,0,0,0,0,0,0,0,0,0,0,0.0469274725898734,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0329531847438354,0,0,0,0,0,0.158418521834496,0,0,0.0564904172644096,0,0.107274171832566,0,0.255928035313488,0,0,0,0,0,0,0,-0.0202933944896084,0,0,0,0,0,0,0,-0.101544602611962,0.0858352871479531,0,0.0337174423821328,0,0.20613537846368,0.128292435866873,0,0,0,0,0,0,0,0,0,0,0.0999488515736424,0,0,0.0314739722433123,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0539470784345926,0.110532268450371,0,0,0,0.118699845472317,0,0,0,-0.14145198509407,6.93889390390723e-18,0,0,0.335452752103498,0,0.259697646565207,0,0.0852611529295051,0,0,0,0,0.102459370938054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0163291886114975,0,0
X601628.CH.EQUITY,0.230068659132392,0.326837694694782,0,0,0,0,0,0,0,0.10281538571146,0,0,0,0,0,0.0483906627270124,0.0332755195696132,0,0,0.106119894309012,-0.108106887827641,0,0,0,0,0,-0.0508585081345913,0,0,-0.0806390711956955,0.0342027707733808,0.0578245690296884,0,0,-0.0222357480503555,0,0,0,-0.186810490762841,0,0,0,0,0.192180236621959,-0.112384455219536,0,0.0557194647519522,0,0,0,0,0.123941476719719
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455011413693391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
