,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X17.HK.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.29653487798666,0.371646362208534,0,0,0,-0.047702609410678,0,0,0,0,0,-0.00135877083297343,0,0,0,-0.105027764286134,0.00236500812302448,0,0,0.115876734001557,0,0,0,0.168117358392937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0594533122959493,-0.0165207925056993,-0.131423803356679,0.039298842516217
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.204470012816388,0,0.290901790065465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00208962253543281,0.060733602698127,0,0,-0.0123032760236149,0,0,0,0,-0.262028778436827,0.27241237682404,0,0.194219434417483,0,0,0,0,0,0.0650048468643302,0,0,0
X601939.CH.EQUITY,0.36660754221905,-0.0274838247326161,0,0.117444095709358,0,0,0,0,0,0,0,0,0.225211068776362,0,0,0,-0.027778324178225,0,0,0.099709423523743,0.0495469051572647,0,0,0.0966950312536752,0,0,0,0,0,0,0,0,0,0.0289788762118088,0,0,0,0,0.277450663210077,0,0,0,0,0,0,-0.0140405000237992,0,0,0,0,0.0916567981274967
X601288.CH.EQUITY,0.392597813197799,0,0.206459612991841,0,0.151893872005985,0.0741541990767322,0,0.0445219582627166,0,0,0,0,0,0,0.0213663012524244,0,0,0,0,0,0,0,0,0,0,0,0,0.073336102091972,0,0,0,0,0,0.0477179481208087,0,0,0,0.0588571632654583,0.164210653405019,0,0,0.0217757229156111,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,-0.253446197742623,0,0.136580470603318,0,0,0.0801013822569471,0,-0.191240678825127,0,0.284921716179439,0,0,0,0.173774865839625,0,-0.0946339177906403,0,0.218841747003507,0,0,0,-0.176679215855469,0.440851041446104,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.190881366859756,0,0,0,0,0.0274407434826205,0,0,0,0.0602553244276436,0
X601988.CH.EQUITY,0.0223358999334563,0,0.144207954500619,0.259769352803941,0,0,0,0.0797742222289983,0,0.112556971056799,0.283766179324489,0,0,0,-0.334445746220808,0,0,0,0,0,-1.73472347597681e-18,0.0470731981305501,0,0,0,-0.0457297145470838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10392200686561,0,0,0,0,0.11904500793984,0
X600036.CH.EQUITY,0,0.187581290308225,0,0,0,0,0,0,0,0,0,0,0.131924281767169,0.0673953387324896,0,0,0,0.0503318780350067,0,0,0,0,0,0.109558036609973,0,0,0,-0.0230687827513161,0,0,0.32553019640617,0,0,-0.0115135203579612,0,0,0,0,0,0,0.0390943274212742,0,0,0,0,0,0.113318357230883,0,0.17348659087876,0.0483924997846022,0
X601628.CH.EQUITY,0,0.234709745491526,0,0,0,0,0,0,0,0.0264742566284464,0,0,0,0,0,0,0,0,0,0,0,0,0.0642884033984529,0,0,0,0,0,0,0,0,0,0,0.116311810115491,0,0,0,0,0,0,0.175479539044317,0,0,0.0979062539163459,0,0,0,-0.0306294658698293,0,0,0.106870464217675
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.0689337926867579,0,0,0,0,0.195422968372094,0.0166744687320105,0,0.11218856968401,0,0.18749540593341,0,0,0,0,0,0.342234253153421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701087080000356,0,0,0.0199140122724959,0.0229372017344775,0
X601166.CH.EQUITY,0.0538359524601117,1.73472347597681e-18,0,0,0,0.102425828219454,0,0,0,0,0,0,0,0.203428875132916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461108903739012,0,0,0.227382403020944,0,0,0,0,0,0.131759771843315,0,0,0,0,0,0,-0.0584762098736301,0,0,0,0.0545595923512468
