,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.0501924775133891,0.205851865840271,-8.67361737988404e-19,0.0414781399162285,0.0289972944556394,0,0,0,0,0,0,0,0,0,0,0.20604499452259,0,0,0,0,0.0190492199036087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610578747061565,0,0,0.0272100152987918,0,0,0.10156714255949,0,-0.0360476270711963,0
X601318.CH.EQUITY,0,0,0.108888834911602,0,0.0627320107310619,0,0,0,0.138629590146556,8.67361737988404e-19,0,0,0.0693577881132254,0,0.0440833954300241,0,0,0.0801902036765773,0,0.209237449737396,0,0,0,0,0,0,0,0,0,0,0.100932318926641,0,0,0,0,0,0,0.0775025902213066,0,0,0,0,0,0,0,0,0,0,0,0.0269481350830845,0,-0.0923527441242118
X601939.CH.EQUITY,0,-6.93889390390723e-18,0,0.0764831981906524,0,0,0,0,0,0,0.109035777778539,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.640817231126377,0,0.150099049434071,0,0,0,0.0821434990955739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.334154024586358,0,0.0333285975730992,0,0,0.0151606514999684,0,0.178303184203696,0,0,0.132031347634249,0,0,0,0,0,0.0243937337531387,0,0,0,0,0,0,0,0,0,0,0.123618521849652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127922194148533,0,0,0,0
X600036.CH.EQUITY,0,0.131503972154421,0,0,0,0,0.200209665974475,0.0223896684171995,0,0,0,0,0.173525405370728,0,0,0.127109379912469,0,0,0,0,0,0,0.175573114463141,0.24581865004813,0,0,0.00129239835519209,0,0,0.0372775038913215,0,0,0,0,0,0,0,0.00461091030154494,0,0.0711903844321015,0.0196388484400431,0,0,0,0,0,0,0,0,0,-0.0669115987167229,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792206062904157,0,0,6.93889390390723e-18,0,-0.0198915702751874,0.214131374346463,0,-0.120384517611215,0,0,0,0,0,0.0422455374428692,-0.000836489226600115,6.93889390390723e-18,0,0,0.686826666302734,-0.0670390988229224,0,0,0,0,0,0,0.0955691347999895,0,0,-0.0762848458931829,0,0.135985211699255,0,0,0,0
X1299.HK.EQUITY,0,0,-0.0956174113296103,0,0.114047185938739,0,0,0,0,0,0,0.192426044300469,0,0,0,0,0,0,0,0,0.138987980447668,0,0,0,0,0,0.1646298461678,0,0,0,0,0,0.0493223818319928,0,0,0,0,0,0,0.0329957061348295,0.132643420152106,0,0.0862649000880466,0,0.048968639853136,0.118253008289011,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663336611176031,0.158405931809927,0,0,0,0,0,-0.0036577419530594,0,0,0,0,0,0,0,0,0,0.0842286535550954,0,0,0.237441666614341,0,0,0.00779641051438815,0,-0.0239113598648644,0,0.100483536827008,0,0.132660150546344,-0.0108081353628086,0,0,0,0,0,0,0,0,-0.0188634849147126,0,-0.0324608317859312,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00957535836523293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131020645320521,0,0,0,0,0,0.0858078977234619,0.180467653390191,0,0.0160005775281272,0,0,0,0,0,0,0,0,0,0,0.342825795124753,0,0,0,0,0,0.152724842003079,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850494002074641,0,0.041913148581804,0.0376620470703051,0,0,0,0,0.0348514923838115,0,0.1231625409752,0,0,0.0439808198138671,0,0,0,0,0,0,0,0.158186585043166,0,0,0,0.391089684408592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
