,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X002736.CH.EQUITY,X2886.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.3701820067482,0,0,0.0995127890582818,0,0.319690176003029,0,0,0.0923454598324502,0,0,0,0,0,0.0891752802617329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162580264979935,0,0,0,0,0,0,0,0,0,0,0,0.00698671889071081,0,0,0,0,0
X601939.CH.EQUITY,0.423644616062688,0,0,0.0417978929721051,0,1.73472347597681e-18,0,-0.115320390772826,0,0.0455253803745621,0,0,0.43113384271439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0504228868224722,0,0,0,0,0,0,0,0.0482578758104063,0,0,0,0,0,0,0,0,0,0,0.027124893554077,0,0,0.03901219557725,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0700711493039319,0,0.0685534333369469,0,0,0.257847688203667,0,0,0,0,0,0,0,0,0,0,0,0,0.0963693411508488,0.00367078500395232,0,0,0,0,0,0,0,0,0,0,0.0474319933330758,0,0.0793206671332221,0.183090686391507,0,0,0,0,0,0.124980816940948,0,0,0,0,0,0
X601288.CH.EQUITY,0.39901028707631,0,0,0,0.34296635204575,0,0,0,0,0,0.102505805785519,0,0,0,0,0.0505567004723388,0,0.071308864262206,0,0,0,0,0,0,0,0,0,0,0,0.00752280786405026,0,0,0,0,0,0,-6.93889390390723e-18,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0307504825800331
X601988.CH.EQUITY,0,0,0,0.280736906102505,0,0,0,0,0,0.00353730193455064,0,0,0,0.00646016539154701,0,0,0,0.137541351798924,0,0.135423945058039,0,0,0,0,0,0,0,0,0,0,0.0682805334578581,0,0.0094288079346769,0,0,0,0.0419603547143281,0,0,0,0,0,0,0,0.172258911876285,0,0.139418810406771,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.333143611707198,0,0,0,0,0,0.0654872137807344,0,0,0,0,0,0,0.019062287451232,0,0,0.164235746340437,0,0.0909184969592544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358721947081408,0,0,0,0,0,0,0,0,0.115741348178923,0
X600036.CH.EQUITY,0,0,0.0517896924569395,0,0,0.0830580569102451,0,0.0579704504947797,0,0.0133381276825491,0,0.346659023220639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921970781271896,0,0,0,0,0,0.0927106956621277,0,0,0,0,0,0,0.0518746263915736,0,0,0,0,0,0,0,0,0.246026145900459,0,0.0067340386458453
X1299.HK.EQUITY,0,0,0,0,0,0,0.0180272364343614,0,0.017419718215381,0,0,-1.38777878078145e-17,0,0,0,0.330891441550107,0.00695892317727939,0,0,0,0.0970913495595687,0,0.0641575253358227,0,0,0,0.186822369626416,0,0,0,0,0,0,0,0,0,0.168033831647933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.110948851344235,0,0,0,0,0,0,0,0,0,0,0.0271590715816737,0,0,0,0,0,0.190441359433537,0,0,0,0.0376921454975429,0,0.23148676384786,0,0,0,0,0,0,0.057463632257515,0,0,0,0,0,0,0,0,0.129764785815946,0,0,0,0,0,0,0,0,0,0,0.0217448947955777,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662613126571076,0,0,0,0,0,0,0,0.421392853147415,0,0,0,0,0,0,0,0,0.135695348363606,0.013297747299763,-0.477280422679187,0,0,0,0,0.790256563385702,0,0,0,0,-0.185216760770018
