,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X823.HK.EQUITY,X000776.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.097852110661504,0,0,0,0,0,-0.0304186663945374,0,0,0,0,0,0,0,0,0,0,-0.0774349683820143,0,0.46194380503394,0.439792203272227,0.062077613506537,0,0.176366473641839,0,-0.223894880486832,0,-0.0477955792022534,0,0,-0.0739062864108032,0,0,0,0,0,0,0,0,0,0.0543540263533861,0,0,0,0,0,0,0,-0.0345384123378782
X601318.CH.EQUITY,0,0,0,0,0,0.199656885177607,0,0,0,-0.0655155309266439,0,0,0.104289286659686,0,0,0,0,0,0.0491429340649837,0,0,0,0,0,0,0,0,0,0,0.19569992222339,0,0,0.0218001450386428,0,0,0,0.25209308802538,0,0.045289210732277,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0
X601939.CH.EQUITY,0,0.0642908685059186,0,0.814590963369453,0,0,0,0,0,0,0,0,-0.0308700820575203,0.014022093771003,0,0,0.0778863608341953,0.0430656524064616,0.0213879325298234,0,0,4.33680868994202e-19,0,0,0,0.0177631817990703,0.0271200364621779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0240583099640507,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.912745633939735,0,-0.0828838680955386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139747565022713,0,0,0,0,0,0,0.0665446917584989,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171466719671463,0,0.00385741879014645,-0.0732786634090062,0,0,0,0,0,0,0,0,-0.0531169829621892,0
X601628.CH.EQUITY,0,0,0,-0.0346576175911365,0,0,0,0,0,0.149065268241985,-0.106042161307884,0.3983882323301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042522342683608,0,0,0.665130781361225,0,0,0,0,0,0,0,0,0.225004964511393,0.0337923169388046,0,0,0,0.0637763445564759,-0.0330122538923051
X600036.CH.EQUITY,0,0,0.408636345709189,0,0,0,0,0,0.0223462850893089,-0.00517109251957152,0,0,0,0,0,0,0.105591495316444,0,0,0.00634911702042417,0.0126624904609482,0,0,0,0,0.188886253871676,0.12002247300822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,-0.14824197656849,0.0923516134693618,0,0.0431004080212224,0,0,0,-0.0128548322310968,0,0,0,0,0,0,0,0,-0.0745618763089643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107541078074044,0,0.00763876495734219,0,0,0,0,1.04721951194536,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.157271000726838,0,0,0,0,0.128044537988141,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.205874240764252,0,0.417837529881411,0,0,0.0890953064481468,0.38513409174446,0.164598821869703,0.0943061226910122,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.176599328824223,0,0,0,0,0,0.0893968924750442,0
X5.HK.EQUITY,0,0,0,0,-0.0262476853083117,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0588531726231679,0,0,0,0,0,0,0.277060667477378,0,0.462335278996082,-0.155857875098491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436887293290239,0,0,0,0,0.126036918328514,0.071063004171119,0.0081364405257512
X388.HK.EQUITY,0,0,0,0,0.188526314131109,0,0,0,0.0679128886998829,0,0,0,0,0,0,0,0,-0.239963676596188,0,0,8.67361737988404e-19,0,0,0,0.364597136878875,0,0,0,0.0846616980078004,0,0.0932514307206816,0.0450081908451246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248693950727829,0.0466884330386223,0,0,-0.199916242078786,-0.00353060684432256,0
