,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.29228606039922,0.0283777562055255,0,0,0,0.461514176391014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100389815454906,0.0411512259157111,0,0,0,0,0,0,0,0,0,0,0.0789985323478632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.221169846493955,0,0,0,0,0,0.189169766283666,0,0,0,0,0,0.107575079843785,0,0,0.0851183227793438,0,0,0.123997159948346,0,0,0,0,0,0,0,0,0,0.0135435436664518,0,0,0,0,0,0,0.0621115371233813,0,0,0,0,0,0,0,0.00309978239088827,0,0,0,0,0,-0.15558908179434
X601939.CH.EQUITY,0.463977964398642,0.10953724890502,0,0,0,0,0,0.172548675224214,0,0,0,0,0,0,0,0,0.0190227278921452,0,0,0,0,-0.143679527599708,0,0,0,0,0,0,0.156670683007882,0,0,0,0.139817591535423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198759538360175,0.141680202910995,0
X600036.CH.EQUITY,0,0.00832688388544573,0,0,0,0.0578052818132441,0,0.0339803299334873,0,0,0,-0.0954668694437635,0.159757553999333,0,0,0.0963796912969347,0,0,0,0,0,0,0,0,0,0.0630160807910432,0.130876409380143,0,0,0.0599977973809426,0,0,0,0,0,0,0,0.00769340777251097,0.157560863937179,0,0,0,0,0,0,0,0,0,0,0.392474625336225,-0.10937647146633,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.561144959357955,0,0,-0.0819235049210106,0.0376702280633636,0,0,0,0,0,0,0,0,0,0.0583834474053451,0.0756611062044314,0,0,0.10513012822491,0,0,0.113128118736168,0,0,0,0.0553147601604311,0,0,0,0,0,0,0,0,0,0,0,0,0.0531335138469587,0,0,0,0,0.0057984751977361,0
X1299.HK.EQUITY,0,0,-0.209054928001651,0,0,0,0,0,0,0,0.10746745373601,8.67361737988404e-19,0,0,0,0,0,0,0,0.0199416116501532,0,0,0.112246661574956,0,0,0,0,0,0,0,0,0,0.173991563261954,0,0,0,0,5.42101086242752e-20,0.095737989326707,0.16368833128226,0.0672214963637057,0,0.298368294342131,0,0,0,0.294929787849843,0,0,0,-3.46944695195361e-18,0
X601628.CH.EQUITY,0.063611213513043,0,0,0,0,0,0,0,0,0,0,0,-0.0672573589909122,0,0,-0.207868199099023,0,0,0,-0.0098666007881699,0,0.180829742239803,0,0,0.0736721461025803,0,-0.0990583102149427,0,0,0,0,0,0,0.598969428468813,0,-0.00545933580850629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790089319111782,0
X601988.CH.EQUITY,0.0755483188095148,0,0.0945079699477012,0,0.355726967736821,0,0,0,0,0,0,0,0.211347611873423,0,0,0,0.144126938258679,0,0.00638639674429017,0,0,0,0.00636986784850799,0,0,0.0196489052233456,0,0,0,-1.73472347597681e-18,0.126953729399052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.12362674518289,0,0,0,0,0,0,0,0,0,0,0.00284278715711204,-0.09477590691701,0,0,0,0,0,0,0.234302908124676,0,0.189706090783492,0.140587050145534,0,0,0,0,0,0,0,0,0.0603738849234077,0,0,0,0,0,0.198152359718127,0.0625478293001133,0,-0.0628512705599053,0.259305640404704,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0670390476568776,0,0,0,0,0,0,0,0,0.0881839792784024,0.13823864013788,0,0,0.023616502778068,0,0,0,0,0,0,0,0,0,0,0.143338813318903,0,0.435910341909991,0,0,0,0,0.0429399668106382,0,0,0.0140616100079888,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0411948791670086
X388.HK.EQUITY,0,0,0,-0.118908770760108,0,0.276882254904942,0,0,0,0,0,0,0.0557994771965507,0,-0.0498738288965953,0,0,0,0,-0.120361024432275,0,0.456529419893018,0,0,0,0,0,0.0789069036513646,0,0,0,0,0,0,0,0,0,0,0,0.00742427842429759,-0.073270853657734,0.154715206011993,0,0.138832878801836,-0.368743713485939,0.0627126634266127,0,-0.0377172372145843,0,0,0.180153034604791,0
X601658.CH.Equity,0,0,0,0,0.219237596345771,-0.0390791509187541,0,0.2065127527746,0,0.298628184195249,0,0,0.0764095956005847,0,0,0.0506868797561296,0.488066938752647,0,0,0,0,0.304806023211938,0,0,0,0,0,0,0,0,0,-0.32857846028086,0,0,0,0,0,0,0,0,-0.0274074582748767,0,0,0,0.0285727163461509,0,0,0,0,-0.40702997024219,0,-0.00544530018318882
X000001.CH.EQUITY,0,0.0285501997366021,0,0.0895206779005011,0,0,0,0.187133494368974,0,0.508586690797538,0.0344715096931196,0,0,0,0,0,0,0,0,0,0.0271266022162882,0,0.108933020411139,0,0,0,0.3837384198586,0,0,0,0,0,-0.270412997622595,0,0,0,0,-0.0384641001033633,0,0,0,0,0,0,0,-0.0515141387328385,0,0,0,0,0.00482392218465522,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0308652231466254,-0.0158829611156763,0,0,0,0,0,0,0.302010427874615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00409688180077938,0.0521419776261641,0.201805913623601,0.225644489494292,0,0,0,0,0,0,0.226339051371716,0.018069702351517,0,0,0.0560247482012317,0,0,0,0
X601601.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0.134168460595902,0,-0.0476509411916463,0,0.376538991517786,0,0,0,0,0.0810737582139786,0,0,0.175821318488196,0,0,0.0449690640478077,0,0,0,0,0,0,-0.0563315851901535,0,0,0,0,0,0,0,0,0,0.0297576879791913,0,0,0,0.0617230865530327,0,0,0.168155501052692,0,0,-0.0201976477142194,-0.0174840925036704
X000002.CH.EQUITY,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,-0.101758036918993,0.0799092544577068,0,0,0,0,0,0,0,0,0,0,0.00689827263523029,0,-0.0599989849558121,0.309275981870683,0,0.519269032302629,0,0,0.0394429473304141,0,0,0,0,0,0,0,0,0,0,0,0,0.0359167632988028,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.140704564440105,0,0,0,0,0,0.291422100505579,0,0,0,0,0,0,0.127402480801032,0,0,0,0,0,0,0,0,0,0,0,0,0.149639295968215,0,0.0199115491281865,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0246978810420996,0,0.186019551738357,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.448199194276101,0,0,0,0,0,0,0,0,0.0868077718875062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0506762193530289,-0.200728675184641,0,0,0,0,0,0,0,0,0,0.658677604120978,-0.0149826928006295,0,-0.166213813436371,0,0,0,0,0,-0.0825347657416797,-0.0244917031096178,0,0.32460535413478,0,0,0.0206840892782828,0,0,0,0,0,0.00215882169553002,0,0,-0.0771667246029346,0,0,0,0.235358879132815,0,0,0.0151449406191323,0,0,0,0,0,0,0
