,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.103872174047059,0,0.355175147757566,0.0949695496187912,0.0934972600288226,0,0,0,0,0,0,0,0,0,0,0,0.288823028014863,0,0,0,0,-0.0129284768306466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566962527905596,0,0,0.0552058513833018,0,0.0444767404851393,0,0,0.0802335800902244,-0.0752174843646289,0
X601318.CH.EQUITY,0,0,0,0.108715447054009,0,0,0,0,0.0970717776254089,0,0,0.0838576767876346,0.0333272438185365,0,0,0,0.0366783163371868,0,0.140761608746736,0,0.313799176175916,0.0503584766883977,0,0,0,0,0.092959939126191,0,0,0,0.137645579200504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0718874433946981,0,0,0,0,0,-0.121631857403664
X601939.CH.EQUITY,-8.67361737988404e-19,0,0,0,0.245181941891614,0,0,0,0,0,0,0.242459702413394,0,0,0,0,0,0.176754063706083,0,0.0330671283304382,0,-0.150340140579795,0,0,0.372858773067204,0.205086980264841,-0.038664429895907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294862397271107,0,0,0,0,-0.0108065633263989,0,0,0,0,0
X600036.CH.EQUITY,0,0.115150861103735,0,0,0,0.0114166169254685,0,0.166723973437198,0,0,0,0,0.149540040642306,0,0,0,0,0,0,0,0,0,0.25001030894075,0.00783563646869775,0,0,0,0.0111048333820078,0,0.0554820528958892,0,0,0,0,0,0,0.00822153947767755,0,0,0,0.0850904574929063,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0722051727326655,0,0.229826311781298,0,0,0.0363179554670751,0,0.28617858194176,0,0,0,0,0,0,-0.0768715845488221,0,0,0,0,0,0,0,0,0,0,0,0.0396297378766639,0,0.0942168068206268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234943402201981,0,0.120265713352352,0,0,0.0213809791744783,0
X601628.CH.EQUITY,0.0602147036769578,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.167383209206811,0,0,-0.0246266770506719,0,0.267637341127892,-0.0783389442606248,0,0,0,0,0,0,0,0,0.0216147822365157,0,0,-0.000169420592784263,0.720261476291649,0,0,0,3.46944695195361e-18,-0.0130417497704588,0.143955351187945,0,0,0,0,0,0,0,0,0,-0.0969679971322996
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.146020472014103,0,0,0,0,0,0,0,0,0.0299345358324123,0,0,0,0,0,0,0.110780669941041,0,-0.190483523771385,0,0,0,0.0104168022806274,0,0,0,0,0,0.0784071549767676,0,0.238985062778094,0.122451711280033,0.0562927618077862,0.0457862645125365,0.104593847914406,0,0,0,0,0,0,0.0346046556638587
X601988.CH.EQUITY,0,0,0.0928279682554486,0.106124436720867,0.166128429989685,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230502480739935,0,0,0,0.211014323757868,0,0.0440757969804351,0,0.33141000060307,-0.0298425397839917,0,0,0.142511757280209,-0.0742855735260844,0,0,0,0,0,0,0,0.0902378670378352,0,0,0,0,0,0.0286903586746416,0,0,0,0,0,0
X5.HK.EQUITY,0,0.11161937174868,0,0,0,0,0,0.213858017372295,0,-0.048751512201874,0.0630233510012663,0,0,0,0,0,0,0,0,0,0.0881833716337737,0,0,0.126015948948794,0,0,0.204345910879002,0,0,0.0376305935649945,0,0,0,0,0,0,0,0,0.180150066350817,-0.116680040177489,0,0.144783791887781,0,0,0.105172615259216,0,0,0.0695191706587527,0,0,0,0
X601166.CH.EQUITY,0,0,0.0336051759197984,0.101200727265862,0,0,0,0,0,0,0,0.0325848434019799,0.0871289959965818,0,0.0510082357386113,0,0,0,0,0,0,0,0.165957650435974,0,0,0,0,0,0.362184698012081,0,0,0,0,-1.0842021724855e-19,0,0.0254676354044196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,-0.0835018537992361,-0.134339454085679,0,-0.118871953297941,0.130245113982073,0,0,0,0,0,0,0.459061422870332,0,0,0,0,0,-0.110360309864204,0,0.223333293669306,0,0,0,0,0.215222350736379,0,0,0.0199389490335395,0,0.130436669923729,0,0,0,0,0,0,0,0.0150312716350572,0,0,0,0,0,0,-0.110746886744726,-0.0492414865567532,0,0,0.1740827135261,-0.0418405510345066
X601658.CH.Equity,0.173703258387949,0,0,0.148754070435075,0.0695354912107376,0,0,0,0,0.436132946524462,-0.0712390616692794,0,0,0,0.0874305667418223,0,0,0,0,-0.017529983116612,0,0,0,0,0,0,0,0,0.103422104365442,0.088013612862613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116065793893826,0,0.0812784330949841,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.594669511156207,0,0,0,0.0596802580597806,0,0,0.103081516946695,0,0,0,0,0,0,0.0361905054642669,0,0,0,0,0.150867524332493,0,0,0,0,0,0,0,-0.244578186550129,0,-0.124102121428979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377170637987288,0,0
