,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.112453417047484,0,0,0,0,0,0,-0.0513628859398117,0,0,0,0,0,0,0,0,0,0,-0.0871584715194352,0,0.0230099918734016,0.544415767253635,0.483708731568476,0,0.169339663100088,0,-0.185349438996475,-0.125969228843411,0,0,0,0,-0.0826425796237009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.23966513476756,0,0,0,-0.0880744809298198,0,0,0,0,0,0,0,0.015049715650036,0,0,0,0,0,0,0,0,0,0,0,0.0651147661809938,0.191539449076094,0.027724834247619,0,0,0,0.217848682361797,0,0.123921000232927,0,0,0,0,0,0,0,0,0,0,0,0.0645660603466519,0,0
X601939.CH.EQUITY,0,0.00585402974093321,0,0.814255016366993,0,0,0,0,0,0.00020429781476089,0,0,-0.0315952946242121,0,0,0,0.0783707436890163,0.106261568665365,0,0,0,0,0,0,0,0.00630530544593034,0,0,0,0,0.0436633513146386,0,0,0,0,0,0,0.0450186048245128,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.910643887720486,0,-0.0893290914805316,0,0,0,0,0,0,0,0,0,0,0.0313820330336306,0,0,0.122435837397904,0,0,0,0,0,0,0.044615856497935,0,0.0299188757027914,0,0,0,0,0,0,0,0.0186241491613586,0,0,0,-0.0257450006100481,0,-0.078707110514414,0,0,0,0.00655609226971478,0,0,0,0,-0.0534943749481393,0
X601628.CH.EQUITY,0.00844976434463605,0,0,0,0,0,0,0,0,0.279609487698357,0,0.173923919194997,0,0,0,0,0,0,0,0.298184396782895,0,0,0,0,0,-0.0938144662689272,0,0,0,0,0,0,0,0,0,0,0,0.227886994818882,0,0,0,0,0,0,0,0.0837296953800583,0.295558395314321,0,0,0,0,-0.0043502362653497
X600036.CH.EQUITY,0,0,0,0.327911939039858,0,0,0,0,0.0689581364799559,-1.73472347597681e-18,0,0,0,0,0,0,0.145189478298718,0.141862942442626,0,0,0,0,0,0,0,0,0.115404975799449,0,0,0,0.147635476690936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472943819402168,0,0,0,0.00402989928546873,0,0,0.00879616000603513
X601988.CH.EQUITY,0,0,0,0.0152654469004895,-0.153513092223488,0.0606579587070483,0,0.0657514130236174,0,0,0,0,0,0,0,-0.000101714128768879,0,0,0,0,-0.0574073431512164,0,-0.0168325413796513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101922719857066,0,0,0,0,0,0,0,1.05299574452766,0.012718368412121,0
X1299.HK.EQUITY,0,0,0,0,0.0688552752792599,0,0,0,0,0.0932350748897205,0,0,0.0483517228403276,0,0,0,0,0,0,0,0,0,0.227352359645375,0,-0.120561303647577,0,0,0.0108356145806586,0,0.2574695302979,0,0.209769958710922,0,0,0,0,0,0,0,0,0.210797732871298,0,0,0,-0.0585817910073689,0,0.107226988531134,0,0.0452536166642822,0,0,-0.0418213977045895
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0664084735308943,0,0,0,0,0,0,0.253626773664726,0,0.460369576785154,-0.0513114733312684,0,0,0,0,0,0,0,0,-0.116621599114845,0.0758111749054351,0,0,0,0,0.00846328089747593,0.0389306752658847,0,-0.158220139168601,0,0.0409088354029326,0,0.148035628530956,0.0321423574248976
X388.HK.EQUITY,0,0,0,0,0.257990514253524,0,0,-3.46944695195361e-18,0.121214234701073,0,0,0,0,0,0.0139493237549718,0,0,-0.449487000084614,0,0,0,0,0.57279775503672,0,0,0,0,0,0.217193934981423,0.134396645097317,0,0.0217388706896924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070397330058611,0,0,-0.0829835399717237,0,0,0
