,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0.301084040109992,0,0,0,0,0.407595795699842,0,0,0,0.00241729989050507,0,0,0,0,0,0,0,0,0,0,0,0,0.120176580265435,0.0650999087989052,0,0.053557793884245,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0834859820864551,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.332887756286984,0,0,0.172565039045328,0,0,0.0133324132754887,0,0,0,-8.67361737988404e-19,0,0,0.138556153266413,0,0,0,0.0169668734382227,0,0,0,0,0,0,0,0,0,0.155757183723599,0,2.71050543121376e-20,0,0,0,0.0926036783416943,0,0,0,0,0,0,0,0,0.00549740884786,0,0.0330009834186702,0,0,0,0,-0.00121592240090323
X601939.CH.EQUITY,0.458521160401522,0.11770259858733,0,0,0,0,0,0.178928131571868,0,0,0,0,0,0,0,0,0.0098155983372913,0,0,0,0,-0.137410021387354,0,0,0,0,0,0,0,0.138039340656192,-0.0113120722397954,0,0.138610175645312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197778019354891,0.144394715488106,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.554796245932693,0,-0.0788488603935239,0,0.0413240973150237,0,0,0,0,0,0.0179010138626986,0,0,0,0,0.0594975362508316,0,0.135275002225054,0,0,0,0,0.113269412916396,0,0,0.0562604457884813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336269208476571,0,0,0,0.0192780986120085,0
X600036.CH.EQUITY,0,0.137528589863921,0,0,0,0.0513249997877211,0,0.0282749689905293,0,0,0,0,0.136467571543664,0,0.03385228028146,0,0,0,0,0,0,0,0,0,0.0973120030965166,0.0381398146700425,0,0,1.73472347597681e-18,0.0052408374601878,0.0137646475699335,0,0,0,0,0,0,0.0569764874955318,0,0,0,0,0.057441811687793,0,0,0,0,0,0,0.360693007303814,-0.268215031492458,0
X1299.HK.EQUITY,0,0,-0.070026529350896,0,0,0,0,0,0,0.13435994766734,0,0,0,0,0,0,0,0,0,0,0.155778184580273,0,0.202576842589165,0,0.0383785618980649,0,0,0,0,0,0,0,0,0,0,0,0,0.142135302172339,0,0.00274589332599325,0.0131687923499045,0,0.163567156466149,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.177698653101653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.257411568598728,0,0,0,0,-0.0842299302246559,0,0.201910957362155,0,0.00224027897506969,0,-0.149420678230763,0,0,0,0,0,0,0,0,0.615824872293968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186611894402939,0,0,0
X601988.CH.EQUITY,0.225057432865736,0,0.0553507159892496,0.498973396497795,0,0,0,0,0,0.116404786163794,0,0,0.154628933954774,0,0,0,0,0,0,0,0,0,0.135694924098038,0,0,0.0114701227095112,0,0,0.0542311945624169,0,0.0384860440098165,0,0,0,0,0,0.0737209068119389,0,0.030939132644481,0,0,0,0,0,0,0,0,0,0,0,-0.0458962975984878,0
X5.HK.EQUITY,0,0.170495095299773,0.144740121128547,0,0,0,0,0,0,-0.0130368719369795,0,0,-0.0523424200214083,0,0,0,0,0,0,0,0,-0.391803218676278,0.186129545111214,0,0,0.128358708936406,0.149077009272255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0940959844063819,0.0996039880157609,0,0,0,0,0,0,0,0.135690056319487,0
X388.HK.EQUITY,0,0,0,0,-0.169483795505512,0.254598938771854,0,0,0,0,0,0,0.055804143479168,0,0,-0.0848199333212247,0,0,0,0,-0.127325701070765,0.43649187932397,0,0,0,0,0,0.113014289186994,0,0,0,0,-0.029609572308568,0,0,0,0,0,0.136160808580482,0.0740534826895708,-0.0198342123941078,0,0,0.180215325797602,0,-0.216732103037948,0,0,-0.0585941835287163,0,0.145105346551211,0
