,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X1113.HK.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0.468840321052669,0.11956945571129,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0797279424262238,0,0.0625426017975393,0,0,-0.135850481630832,0,0,0,0,0,0,0.0170428410587934,0,0,0,0,0,0,0,0,0.0733424276167646,0,0,0,0,0,0,0,0,0,0,0,0.09249822243268,0.174908655019122,0.0181356606041152,0,-0.00898442153108442
X601318.CH.EQUITY,0,0,0,0,0.189439757016692,-0.0102292285815777,0,0,0.150251043407983,0,0,0,0,0,0.0739057920813983,0,0.132886364974778,0.194248745608736,0,0,0,0,0,0,0,0,0,0,0,-0.0981996773048327,0.10343474305903,0,0,0,0.0575256902220516,0,0.141121019961412,0,0,0,0,0,0,0,0,0,0,0,0.0782041483833332,0,0,0
X601939.CH.EQUITY,0.258107729369909,0,0,0,0,0,0,0,0,0,0,0.162569326697682,0,0.36564122313269,0,0,0,0,0.07934863001152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211919832989112,0.0619564538277808,0,0,0,0.0161630480076792,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.339447643388514,0,0.0228921143874382,0,0.495865598151258,0,0,0,0,0,0,0.00433172809357133,0,0,0.0322915226649363,0,8.67361737988404e-19,-0.0236703588154855,0,0,0,0,0,0.00963640105585669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104315841071518,0,0,0
X601988.CH.EQUITY,0.0902662050619618,0.0577389569843411,0,0,0,0,0,0,0,0,0.239372713086625,0,0,0,0,0,0.119756041133859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102395977409896,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875857043810526,0,0,0,0.24016122792702,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.281572319898384,0,0.177925144890305,0,0,0,0,0.727623323651381,0,0,0,0.624004103597454,0,-0.650117310166403,0,0,0,0,0,0.0879865503481353,0,0,0,0,0,0,0,0,0,0,0.0848313966459404,0,0,0,0,0,0,0,0.16713591684025,0
X600036.CH.EQUITY,-1.73472347597681e-18,0,0,0.0607497906706624,0,0,0,0.0919270341683852,0,0,0,0,0,0,0,0,0.13540555070172,0,0.123025005704983,0,0,0,0,0,0,0,0.0550390185571249,0,0,0,0.190629603971295,0,0.229450124882709,0,0,0,0.0414195517331561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.120811155573356,0.0261032179659511,0,0,0,0.0894173451218031,0,0.0835232685474862,0,0,0,0,0,0,0.0710166434121269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308882405844712,0,0,0
X601628.CH.EQUITY,1.73472347597681e-18,0,0.109797381378638,4.33680868994202e-19,0.368026891052276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273251397412696,0,0.140067207465306,0,0,0,0,0,0,0,0.149440257967587,0,0,0,0,0,0.0334046871942111,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0.0294357756482711,0,-0.0833811003407698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963851772223328,0,0,-0.186155660540182,0,0,0,0,0,-0.0102618573564962,0,0.637825774656868,-0.211408962212706,0,0,0,0,0.436563457060371,0,-0.316596251081616,0,0,-0.224823846309019
