,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.101875774754314,0.0639549503566117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143597714527958,0,0,0,0,0.145880130822656,-0.288877485207106,0,0,0,0,0.694943749475895,0,-0.129542864215438,0,0.139338454579487,0,0,0,-0.00683194077424982,0,0,0,0.0725941502438482
X601318.CH.EQUITY,0,0,0,0,0,0,0.214262135491746,0,0.165099642306456,0.0183648757882815,0,0,0,0,0,0.00643907653806056,0,0,0,0,0.0712748134419196,0,0,0,0.133018153554598,0,0,0,0.0019859700519044,0.0585880657124059,0,0.0382682924644463,0,0,0,0,0.25818045072025,0,0,0,0,0.0860179461537372,0,0,0.0488750524981009,0,0,-0.0595629295763402,0,0,0
X601939.CH.EQUITY,0.39967846983075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252890473076528,0,0,0,0,0,0,0,0,0,0,0.0513675164124393,0.0495179385984081,0,0,0,-0.252548077733937,-0.153020752486287,0,0,0,0,0.500865042090063,0,-0.0177626425648039,0,0.0772513353545978,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.219758890574143,0.166374567714776,0,0.571196230468383,0,0,0,0.211897285026488,0,-0.163034937221187,0,0,0,0,-0.0932774273869446,0,0,0,0,0,0,0,0,0,0,-0.706362530903727,0,0,0,0,0,0,0,0,0,0.373544736771849,0,0.00256185124019353,0,0,0.117151751338714,0,0,0
X5.HK.EQUITY,-0.0678234352617514,0,0,0,0,0.00970909641711611,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.422588302816116,0,0,0.494866793345099,0,0,0.0449254787157269,0.0686132263243609,0,0,0,0,0,-0.130428824941699,0,0,-0.162307537180735,0,0,0,0,0,0,0,0,-0.147344619891466,0.20444005600112,0,0,0,0,0,0,-0.124838724316302,0,0
X601988.CH.EQUITY,-0.285910488641073,0,0,-0.02008166312422,0.452499957942282,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0824929915056074,0,0,0.709292450337339,0,0.00970646077431269,0,0,-0.567808398543348,0,0,0,0,0,0,0,0,0,0,0.175324787100953,0,0,0,0,0.105089385981528,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0283982600693244,0.10031544992823,0,0.626749765352094,0,0,0,0,0,0.0283000719088673,0,0,-0.0502450550038279,0.0443605579157231,0,0,0,0,0,0.0304005713648703,0,0,0,0,0,-0.0815751585505534,0,0,0,0,0,-0.0518509722042789,0,0.115859216566402,0,0,0,0,0,0,0,0,-0.293051536645865
X1299.HK.EQUITY,0,0.0260327200580517,0,0,0.139555038306255,0.0219128541924622,0,0,0.114161811625532,0,0,-0.0548612467024761,0,0.04813519253575,0.244470220670176,0,0,0,0,0,0,0,0,0,0,0.122909558990654,0,0,0,0,0.178611175679745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.0399441460193407,0.0240917654483284,0.0792686560437812,0,0,0,0.00692159422704507,0,0,0,0,0,0.342758150489776,0,0,0,0,0,0,0.0679408579547899,0,0,0,0.0542391280815944,0,0,0,0,0.0119512050453698,0,-0.0578073508992086,0,0,0,0.143056064663508,0.159776304742136,0,0,0,0,0,0,0,0,0.0776854046820125,0,0,0,0,0
X601328.CH.EQUITY,0,0.0360775497098317,0.0798972400457372,0.0613845378734406,0,0,0.574451087523109,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.28379501359087,0,0,0,0.212801509435084,0.148532310558754,0,0,0,0,0,0,0,0,0,0,0,-0.0886445370799813,0,-0.0613370926948881,0,0,0,0.021223621903713,-0.286012044667753,-0.0036471243296611,0,0,0,0
