,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X601319.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X000776.CH.EQUITY,FXI.US.EQUITY,CN210SLOPE
X601398.CH.EQUITY,0,0.155315261718,0,0.0816549899327402,0,0,0,0,0,0,0,0.333803741446578,0.143125485785019,0,0,-0.168010271716426,0,0,0,0,0,0,0,0,0,0,0,0,0.0313859389316367,0,0,0,0,0,0,0,0.153532345540339,0,0,0,0,0,0.13677463460304,0,0,0,0.0520172908950329,0,0,0,0,-0.0137655874633724
X601318.CH.EQUITY,0,0,0,0,0,0,0.042120156890983,0,0.130652060309627,0,0.0373790696847778,0,0,-0.149717385843797,0.0761080003552201,0.010790206473777,0,0,0,0,0,-0.0171072895691443,0,0,0,0,0,0,0,0,0,0,0.175052001443306,0,0,0,0,0,0,-0.230762078547362,0,0.373567540716563,0.101982813381004,0.196555516374156,0,0,0,0,0.187615950892918,0,0,0
X601939.CH.EQUITY,0.165848650067493,0,0,0.294804966998557,0,0.138133547292286,0,-0.0570626076251482,-0.038878142958844,0,0,0,0,0,0.0414716636944092,0,0,0,0,0,-0.0135585319257737,0.085546073623234,0,0,-0.0370194792403979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.490282171656741,-0.0710839943590662,0,0,0,0,-0.0222884954843363,0,0,0.0367789394750565,0,0,0
X601288.CH.EQUITY,0.517316132832609,0,0.19131226808979,0,0.0730122980829997,0.161286524362851,0,0,0,0,0,0,0,0,-0.166139391524723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128760584366555,0,0.0836223257606705,0,0,0,0,0.0768652024227622,0,0,0,0,0,0,0,0,0,0.186859566774795,0,0.0781361572392554
X5.HK.EQUITY,0.0117464925406198,-0.055996499492148,0.0876274243447343,0.0601654157643837,0,0.130900219685551,0,-0.0495575725388353,0,0,0,1.73472347597681e-18,0.297348155056279,0,0,0,0,0,0,0.663481383605148,0,0,0,0,0,0,0,-0.187259252543616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079883445259342,0,0,0,0,-4.1495406260343e-05
X601988.CH.EQUITY,0.205751045024853,0,0.0197531746498486,0.044343233400409,0,0,0,0,0.0478872376241947,0,0.0545926304790028,0.113867903421541,0,-0.401123272311354,0,0,0,0,0,0,0,0,0.513851664112422,0.0338354958376276,0,0,0,0.0292279001280858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538695130708174,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.00756943595371178,0,0,0,0,0,0.111195959463368,0,0,0,0,0,0,0.274614890654337,0.177002114596738,0,0.00420872308411153,0,0.0871523474257719,0,0,0,0,0,0,0,0,0,0,0,0,0.116822483421859,0,-0.00261724426363664,0,0,0,0,0,0,0,0.0939435406805295,0,0,0,0,0.128073640721438,0,0,0.0190893367003439,0
X1299.HK.EQUITY,0,0,0,0,0,-0.016361986123391,0.0160077766787836,0,0,0,0.213325448114867,0,0,0,-0.151604534290282,0,0,0,0.311777524469582,0.25566056317909,0,0,0,0.0510459816658699,0,0,0,0.119331180511598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0314341191680807,0,0.125774233354672,0,0,-0.0231426945207539,0,0
X601628.CH.EQUITY,0.13996131960982,0.359908299662054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138469399713003,0,-0.10686817501611,0,0,0,0,0,0,0,0,0,-0.0918319730164785,0,0,0,0,0.0667126082405125,-0.0448812616217794,-0.148587185518961,0,0,0,0,0,0.319002066727483,0,0,-0.054646970352516,0.00854812092417487,0,0,0,0,0.177259812570414
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
